,phi,grid,T_in,P,blend,fuel,flame_speed,oxidizer.O2,oxidizer.N2
0,0.8,47,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.2099983389328055,0.21,0.79
0,0.9,47,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.27068364566396186,0.21,0.79
0,1.0,49,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.3219624274278402,0.21,0.79
0,1.1,46,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.35274421239256337,0.21,0.79
0,1.2,46,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.33851504790661946,0.21,0.79
0,1.3,43,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.30775220876285897,0.21,0.79
0,1.4,42,298,100000.0,0.5H2_0.5NH3,"H2: 0.5, NH3: 0.5",0.26505547501432425,0.21,0.79
