,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,strain_t1,strain_t2,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0,0.699533012,859,297.834618,540.7784952,101371.383,0.327161047,0.2,"NH3: 0.3877791915, CH4: 0.6122208085","O2: 0.21, N2: 0.79",32.899340152123386,32.716104699999995,3.649833553098419e-06,5.480258693471023e-10,1.528499323580029e-08,0.05118220519671892,9.804946761093878e-06,0.14961412035700078,2.3366137214709326e-09,2.3583276622553263e-06,-2.124047241128094e-15,-2.128576272412548e-15,-2.100080561380439e-15,-2.1317648455437757e-15,2.2434634858809804e-16,1.119134559712005e-14,1.2304567296493723e-05,0.06043950543374472,-1.9958232773753067e-15,3.869247409342363e-15,-2.1106870870335088e-15,-2.1079612024512105e-16,1.2120111005898283e-15,-2.1232483686336143e-15,-1.6765718494205943e-15,-2.107080817836912e-15,-4.173210107374585e-15,-3.415438346648207e-16,-8.748139141412228e-16,-2.0883990223004028e-15,-5.800910257546348e-16,-6.071487425464971e-16,-2.0853243137512345e-15,9.273459853295682e-16,2.631363448926373e-11,1.9320466030158234e-10,-2.1167489646057365e-15,0.009980576154257546,0.00010720613330903451,8.952219565176823e-06,1.8535292831957664e-08,-2.1109091569947756e-15,1.717930631178961e-09,2.5696927563318517e-15,-2.1127618680444514e-15,5.178928814064246e-08,1.2544432688382465e-09,1.7149942039771024e-09,2.5834830204111114e-17,0.7286392234289863,6.170614398990833e-14,-3.315936217863087e-16,-7.697537892182799e-16,-1.3621409788077135e-16,-4.796769781499144e-16
0,0.749940011,860,297.8464894,558.4945965,101371.383,0.385745402,0.2,"NH3: 0.38786093225, CH4: 0.61213906775","O2: 0.21, N2: 0.79",39.96960913461362,38.5745402,6.476810348275851e-06,1.5928610966091552e-09,3.092283542580404e-08,0.041168931927311046,1.3686450298946367e-05,0.15899344081167813,4.2623801383927e-09,3.0262608603505357e-06,-4.898118915830072e-16,-4.902702655865555e-16,-4.869527350423626e-16,-4.906203246338149e-16,-2.0138151238733824e-16,8.977863499755944e-16,1.8556581205877706e-05,0.06419685691875254,-1.670219250450292e-16,7.085339824071305e-16,-4.880307045692691e-16,-2.407293182115282e-16,3.69748326874578e-16,-4.896857194531009e-16,-2.676721817746278e-16,-4.874534745665509e-16,1.537996206310499e-16,-2.722998293365513e-16,-1.7545497807412033e-16,-4.851095015828894e-16,-1.8093739296807056e-16,-1.7513094235329731e-16,-4.835786965413813e-16,4.939754136406745e-15,2.062494454393959e-12,1.4226960435851018e-11,-4.3269339586720837e-16,0.010455793648342338,0.00011091867781763692,4.167910045632441e-07,4.101882509541806e-08,-4.879692374101971e-16,5.4680885227156785e-11,-1.3930427218185228e-17,-4.882190426115017e-16,2.0909465882797117e-09,2.7155455249889822e-11,9.347060714173867e-11,-2.922377558163042e-16,0.7250318150429362,7.91006821410415e-16,-2.5465884050841168e-16,-1.8096797680309398e-16,-2.7741319402924337e-16,-2.1600795139019868e-16
0,0.799922993,850,297.7412027,581.1211762,101371.383,0.455036468,0.2,"NH3: 0.3879315015, CH4: 0.6120684985","O2: 0.21, N2: 0.79",48.219549539551736,45.5036468,1.387317374010288e-05,6.215972667300871e-09,6.653299378351445e-08,0.031246757525893246,1.919199892043123e-05,0.16830088543640978,8.569320071499497e-09,3.886614391900079e-06,1.9173815126511382e-17,2.582398199849329e-17,-1.2564187594734817e-17,2.9742605178579457e-17,-1.9508210488288778e-16,-1.243750843241896e-16,3.614614852700407e-05,0.06794067249265923,3.0411421756134434e-15,-6.042557702925002e-16,1.129737645146143e-18,-1.6080130092297612e-16,-2.901547695239163e-16,1.735494991328537e-17,-3.202484702168402e-17,-1.0609018626495466e-17,-1.2995042259062517e-16,-1.5165449589462466e-16,-1.6090009962616697e-16,-1.9919992610444e-17,-1.2568026351030526e-16,-1.4642245487762728e-16,-1.0242042265226169e-17,3.647845369006304e-14,2.3079534203425786e-12,1.532307046753779e-11,3.156385185401255e-16,0.010702007748561653,0.00010855186012951408,3.206208496857844e-07,1.1257913979856077e-07,-5.672875163090488e-18,1.2567431832239284e-12,-1.5313825142629935e-16,-1.8189849612546723e-18,2.5608992268894415e-11,2.953278217851167e-13,2.612681414189616e-12,-1.8318873593555928e-17,0.7216275124350466,2.91621233324193e-15,-1.4498696006320062e-16,-1.5805085461944343e-16,-1.7120337146751677e-16,-1.560183733169595e-16
0,0.84934797,818,297.4330221,582.1592283,101358.051,0.524897834,0.2,"NH3: 0.388049337, CH4: 0.611950663","O2: 0.21, N2: 0.79",56.540413355019155,52.4897834,3.382037530792652e-05,2.4849368442096546e-08,1.1763139869180949e-07,0.021556674178476874,2.5305931521355527e-05,0.17728782561569645,1.6331954487978383e-08,5.2268357705230535e-06,2.654304345568986e-16,2.8011695397588496e-16,2.1374465873312742e-16,2.878856752106563e-16,1.1514052193319618e-16,9.067524717483323e-17,7.880391858130676e-05,0.07179800034503536,4.038399086167887e-14,-1.992677363364854e-16,2.2959294518050416e-16,1.3975408973585457e-16,-5.1544201063046273e-17,2.615572288144602e-16,1.7421609118197175e-16,2.1277742083912483e-16,-2.7271420719736578e-17,1.3732576189914953e-16,1.098986860414801e-16,2.0857480655572714e-16,1.0432791884866999e-16,1.0543131346097581e-16,3.388947192798804e-16,2.698595558161962e-13,8.486413782148126e-12,5.143618973583453e-11,1.454702869346016e-15,0.010752179782697598,9.333301965534873e-05,5.754723329372081e-07,3.717216693338646e-07,2.1475462055328773e-16,3.716754591273326e-14,1.2280074082718885e-16,2.232974897858555e-16,5.972047064120741e-14,3.9121023075458295e-15,1.315182858943954e-12,4.186247475831612e-16,0.7183677239288766,1.964902517190391e-15,1.5434153834522551e-16,1.1690401819521617e-16,1.502943712316885e-16,1.3189568833705106e-16
0,0.899290784,781,297.4525434,598.3633629,101358.051,0.589008409,0.2,"NH3: 0.387936376, CH4: 0.612063624","O2: 0.21, N2: 0.79",64.24516075741121,58.90084089999999,0.00010614218402111424,1.8699884047745995e-07,2.2877602784846814e-07,0.011868082430254905,3.306343516990295e-05,0.18652758628468194,4.406534778760977e-08,6.448982574617685e-06,-1.6489129331058521e-16,-1.6349695197691654e-16,-1.7002262143415302e-16,-1.6304522643736465e-16,-1.702412638319709e-16,-1.5802204519807935e-16,0.00020388099764549275,0.0754786080734344,1.410728972618106e-12,4.9312798278916824e-15,-1.704927799483737e-16,-1.7722038554625458e-16,-1.007604413801539e-16,-1.6529128710563119e-16,-1.8401050244041225e-16,-1.7291142279407157e-16,-1.323625163751437e-16,-1.4892546476144014e-16,-1.343178176730979e-16,-1.71968619439442e-16,-1.5973231199193138e-16,-1.481179163024108e-16,2.9833861656654405e-15,4.347209430546636e-12,4.877420016984123e-11,2.810263783375367e-10,1.0120055372315758e-14,0.010577580790685744,5.686897482274202e-05,2.37911864308475e-06,1.8643360548594246e-06,-1.7350970774244662e-16,1.3009855637755994e-13,-1.4999029820298373e-16,-1.714736253749473e-16,-2.8386000672240313e-16,2.678171914214645e-15,1.0034362616899962e-11,4.067072275398975e-15,0.7151370342060533,-1.5818125351977058e-15,-1.688334341070466e-16,-1.3740809759702745e-16,-1.7351784109760928e-16,-1.518181534237408e-16
0,0.949416194,798,297.5784722,613.3333993,101358.051,0.638121324,0.2,"NH3: 0.387783258, CH4: 0.612216742","O2: 0.21, N2: 0.79",70.20604064785562,63.812132399999996,0.0006965794267864426,2.878702598650575e-06,1.0704720679358162e-07,0.0030052595426929706,1.953673667942659e-05,0.19515897424981532,1.3269959354392083e-07,2.4376961712517e-06,-6.868769160162471e-16,-6.456369188169344e-16,-7.439694500192246e-16,-6.306727433826623e-16,-2.936594059413521e-16,7.306318842351974e-16,0.0009573296569018477,0.0784139451314792,3.825614266364357e-10,1.4097461753087253e-11,-4.227459800413618e-16,4.1473859246850756e-16,4.3856070299223347e-16,-6.925344165110733e-16,-7.981532083119998e-17,-6.128984416771208e-16,-3.9137992131139786e-16,-4.446229495801499e-16,-5.247216930418877e-16,-7.177421862592305e-16,-4.813833513858115e-16,-5.007862584030404e-16,1.6268607151254663e-13,2.0058053461204038e-10,5.722346049700635e-10,5.4638643566504584e-09,1.8065947940596063e-13,0.010009486134837431,1.2085745841323496e-05,2.416113009986872e-05,1.418277837490749e-05,-6.620748772926953e-16,3.397557503760753e-12,4.026228971597824e-15,-6.661683217673749e-16,4.1220069072791445e-16,4.705732187071531e-15,3.4704280552018184e-10,2.685282643237386e-13,0.711682896336605,-7.453528125422523e-14,-4.522434231441252e-16,-4.886988588900408e-16,-3.733353271373743e-16,-4.67852904792764e-16
0,0.997963889,807,297.7090932,634.3357572,101358.051,0.665368367,0.2,"NH3: 0.387900551, CH4: 0.612099449","O2: 0.21, N2: 0.79",73.59458617675409,66.5368367,0.004453426901375934,6.310462224051431e-06,4.1563633633675705e-09,0.0002309816457288812,6.444778198666354e-07,0.19773581414029467,2.6998057217544156e-08,3.5623910549934526e-08,-6.535647778964122e-17,-2.5829793393576714e-17,2.584017366114281e-16,-9.374232526725542e-18,3.433687675945233e-13,9.46640441054953e-12,0.005877870976826287,0.07606215990273268,3.1927167394667903e-08,3.2928706658297502e-09,1.4868351327412249e-12,2.675026143347499e-13,1.6124008349614788e-12,-6.15008383601966e-17,3.2094690426715116e-17,-4.902338987879667e-17,-5.692518387479285e-17,-6.140364423859847e-17,5.689263836755712e-17,-1.0522852046225645e-16,8.23867322070807e-15,8.77190828057222e-18,2.0505577726395796e-12,2.165104934800966e-09,1.5971205373897597e-09,1.857926548043026e-07,4.702246490200133e-13,0.0085843338769597,9.095907131043946e-07,0.00011800510031681066,1.6952129821694532e-05,-9.655858118895009e-17,2.0541209238076376e-10,3.980916728069089e-13,-5.719107045010948e-17,1.729697101634156e-13,6.856789215031777e-14,1.3066985551081893e-08,3.097392390612411e-12,0.7069122859500929,1.6217089913510875e-15,-1.2843555843922244e-17,1.0873990000838697e-16,1.917861796536697e-15,9.641764869267106e-17
0,1.04852571,817,296.7527661,635.3443272,101374.716,0.671096571,0.2,"NH3: 0.38782540875, CH4: 0.61217459125","O2: 0.21, N2: 0.79",74.21372486582959,67.10965709999999,0.010128408454192654,8.147950921672646e-06,1.5341643232834705e-09,2.6318818875860482e-05,9.934752716355647e-08,0.19770164778554566,5.995751844211732e-09,5.542444068203056e-09,-3.6335260417065096e-16,-3.468598549626857e-16,8.886101976207785e-15,-2.462996450564913e-16,5.3908993065359304e-12,1.822651649437238e-10,0.013633900868980324,0.07056400737773409,1.4386173376019588e-07,1.67750905086332e-08,3.1692561202508446e-11,1.4814928726124777e-12,2.5266459919774026e-11,-3.6076737985837213e-16,-1.6015037549651643e-16,-2.6709266256117935e-16,-3.091543212980337e-16,-2.9539126702878214e-16,-2.231607431797021e-16,-3.4671607005291473e-16,3.1007440920825973e-13,-2.49228540080338e-16,7.474066052711011e-12,5.007539264134761e-09,3.3889757707138564e-09,1.2512071976640816e-06,6.064966351776584e-13,0.006940248696874265,1.2594166126469316e-07,0.00019899415140807493,1.3524380321726142e-05,-2.7509053425798506e-16,2.5843444669715996e-09,6.409030698814684e-12,3.7194656991027223e-16,2.32324798324547e-12,3.342465663328271e-13,7.001783824214006e-08,9.163569126367341e-12,0.7007830700380643,-1.996650980658979e-15,-2.5937968696373393e-16,-2.096411861519946e-16,8.463044822287554e-14,7.653590922291136e-15
0,1.09941892,849,297.5655141,637.6975425,101358.051,0.647131957,0.2,"NH3: 0.38801262475, CH4: 0.61198737525","O2: 0.21, N2: 0.79",71.1405241380453,64.7131957,0.01646040904374773,1.0852117524715749e-05,2.1923229997670505e-09,5.439580199629114e-06,4.9095224875231874e-08,0.19705225531304205,2.3731033196188057e-09,2.1268149266462908e-09,1.7970899629198764e-17,1.0755669768327564e-16,5.3262756039268765e-14,5.522315746437772e-16,1.8926899468917548e-11,9.00794160285258e-10,0.02122414497280518,0.0651963423057365,2.9565129315209007e-07,4.28169931250909e-08,1.1333470070804873e-10,4.211968449232541e-12,1.1113603165667451e-10,4.322838320900483e-17,4.024917133393571e-18,-5.692333134049123e-17,-1.1783427800544084e-16,-7.825116129673119e-17,4.002451654167813e-17,6.70701095445979e-17,2.0075882143978743e-12,-5.514462609503827e-17,2.1113029135793355e-11,8.221082336600655e-09,5.511361049362494e-09,3.7043027281294465e-06,8.114747806133196e-13,0.005383237839487858,3.284420039472674e-08,0.000236393257964806,1.0748218471834083e-05,-8.571751847795494e-17,2.226665712120346e-08,7.369487733166245e-11,4.425102254669924e-15,8.296207994232738e-12,7.165617936722691e-13,1.700431899080238e-07,1.8594023924013942e-11,0.694415838631636,2.4881356078302703e-15,-4.2152205034161204e-17,7.465665800475493e-17,6.238734374370924e-13,9.023621544305919e-14
0,1.148836453,868,297.6450175,635.3663771,101358.051,0.601813352,0.2,"NH3: 0.387951411, CH4: 0.612048589","O2: 0.21, N2: 0.79",65.47183241867447,60.18133519999999,0.02308800091897471,1.3523180096004747e-05,3.4429724078930013e-09,1.6088040016949592e-06,3.203421748169932e-08,0.19558212176887524,1.293114486241023e-09,1.1263714918361957e-09,-2.8801863988855327e-16,-1.2556824244933914e-16,2.0139040244786325e-13,1.1147037667793849e-15,4.564450499638742e-11,3.173605968530594e-09,0.027956564542843575,0.06077965506088037,5.032504352248295e-07,9.361726833836195e-08,2.727758151709451e-10,1.0649575790003476e-11,3.5663630125128235e-10,-3.0957225122989337e-16,1.5897329231867373e-14,8.908104126563385e-17,2.576985997320526e-15,-1.2338711949641353e-16,1.2778879870003498e-15,5.512335526906962e-16,7.732903231726941e-12,-4.7913119846360985e-17,4.77830657700977e-11,1.1009418329977031e-08,7.465235209837894e-09,7.580084983949412e-06,9.38001746077584e-13,0.003993467839072501,1.3718803461150563e-08,0.0002430868380406986,8.53907942276158e-06,1.3903957669159562e-15,1.4616336117504017e-06,7.015857584861199e-09,1.8802436434920606e-14,2.0876592459514712e-11,6.267117693994563e-12,3.0226965709618387e-07,3.1374705804162896e-11,0.6883234100280242,-5.815213603960433e-15,-6.583294934685041e-17,7.24817182103869e-17,2.7639360411904443e-12,5.366250299724005e-13
