,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,N2,AR,HE,H,O2,OH,O,H2,H2O,HO2,H2O2,CO,CO2,HCO,OHEX,CH3,CH4,CH2O,T-CH2,S-CH2,C2H4,CH3O,C2H5,C2H6,CH,C2H2,C2H4OOH,OC2H3OOH,C2H3,CH2CHO,C2H4O,HCCO,CH2CO,C2H,CH2OH,CH3OH,CH3CHO,CH3CO,C2H5OH,CH2CH2OH,CH3CHOH,CH3CH2O,C3H4,C3H3,C3H5,C3H6,C3H8,I-C3H7,N-C3H7,C3H6OOH,OC3H5OOH,C4H10,PC4H9,SC4H9,C4H8,SC4H9O2,C4H8OOH1-3,NC4KET13,CHCHO,N,NO,NO2,N2O,NH3,HNO,H2NO,NNH,NH2,NH,N2H2,N2H3,N2H4,H2NN,HONO,HNOH,HNO2,HONO2,NO3,HON,CN,HCN,HNC,H2CN,HCNH,NCN,HCNN,HNCN,NCO,HNCO,HOCN,HCNO
0,0.939498606,819,297.866,586.8825333,101325,0.129940621,0,,,0.7076839186375058,-4.906782651010535e-15,-6.5855513413653664e-15,1.4871791807416651e-09,0.003968932774784512,7.766740367741994e-09,1.4358541395443395e-12,0.00018147159262021405,0.2841282424630021,2.9307948325642555e-10,3.254737826712014e-07,9.614133874785618e-15,1.6011585307889789e-12,-2.3619871861246317e-15,-2.616172758672798e-15,9.042515026045834e-16,-1.8989525355191878e-15,7.027456236239791e-15,-1.7762707033423224e-15,-2.6150989092865842e-15,3.3700994095538698e-15,-1.1543272046338984e-15,-8.796132523918616e-16,-1.4840007885584678e-15,-2.617732647674558e-15,-3.4524399275457864e-15,-2.5437120375900478e-15,-3.622968574820668e-16,-1.7417215477705368e-15,-9.099507690322998e-16,-3.375131982955381e-15,-2.5578844649284097e-15,-7.504991261314486e-16,-2.606604174327051e-15,-2.284058084397334e-15,-1.2179556216613416e-15,1.379210771520816e-16,-2.5191172372947695e-15,-6.250704902795558e-16,-9.538779896835544e-16,-1.5177535620832712e-15,-2.599634680887057e-15,-5.727277422238467e-16,-8.347635020648199e-16,-7.039917681297484e-16,1.119320064250538e-15,-5.095553352836583e-16,-1.0539702228437388e-15,-8.7244648847897e-16,-1.4286119834560669e-15,1.0332085062322239e-16,-2.077643763309649e-15,-1.5189521999080874e-15,-2.4930929529646204e-15,4.142973673448128e-15,1.3066729470402298e-15,-2.4413743614937887e-15,2.224147432800925e-15,-1.9036073732899995e-15,-2.46091767329217e-15,0.003927683402827244,2.2198096073444542e-05,2.4383349899961774e-07,5.739005812823128e-12,3.800363076497644e-07,9.665985701610071e-14,-2.5401922541208433e-15,-1.894903675350655e-15,-2.4941478729543224e-15,-1.1435907488803028e-15,-1.0600851603827897e-15,-9.257886803433097e-16,-1.007909399705385e-15,8.649102766527835e-05,4.2455937967670955e-15,3.0123376123859003e-12,1.874839385468058e-11,-2.3561566343675547e-15,1.0308435431373888e-07,-2.452771917895766e-15,-3.294224539067343e-16,-1.011434323885276e-15,-1.0781612618476315e-15,-8.725552600280367e-16,-7.56922643131932e-16,-6.890795308949688e-16,-9.716092150792975e-16,1.08709501308845e-15,6.6530887565639e-15,-9.61277551516236e-16,4.229818017335429e-15
0,0.949175285,830,296.8516129,594.3123656,101325,0.1297908,0,,,0.706997690077514,-2.3926032846690674e-15,-1.876390793887078e-15,1.789167209836979e-08,0.002497543453290847,3.125097588022784e-08,8.084476235579462e-12,0.0003065633839014197,0.2862168429818535,2.147138831657799e-09,2.874829105311381e-07,1.5176562545931753e-14,3.969263933176408e-12,4.953042048197715e-16,3.936542804916277e-16,-2.4950345761557417e-16,5.058907717845583e-16,-3.4705729504219978e-15,5.983558809799156e-16,3.9302904209786768e-16,3.7725386792817625e-15,3.757141246836858e-16,3.5589432406309037e-16,1.1323926705220683e-16,3.9821070444967716e-16,-1.3275379511742443e-16,4.12240922837126e-16,8.291381192927138e-17,4.3621817075850396e-16,1.112190585710426e-16,-2.3972710093751265e-15,4.621229034909062e-16,1.9777039339408896e-17,4.090051260918294e-16,5.016671212488661e-16,6.570475729310876e-16,-3.186706204839278e-16,4.792869824257662e-16,1.504142902503868e-17,1.2831446380573055e-16,3.9944406969819557e-16,4.0108427322434295e-16,5.006206670300386e-18,4.818530678030528e-17,-1.7145957618126262e-17,-2.0588687375639223e-15,2.2401196994604608e-17,2.520966288179039e-16,1.473748504761093e-16,4.0770667958119136e-16,9.516914581934131e-18,-6.700226564750969e-17,2.951562117669812e-16,4.974618231310984e-16,-1.0080489016778057e-16,-2.692449088527481e-16,4.396987480886717e-16,-1.0115005357583687e-15,4.65465464907874e-16,4.915345057096226e-16,0.0038778063476519143,1.1989492849387186e-05,2.8415129559425126e-07,1.4480550977457039e-11,1.0517432154111104e-06,1.002342673707366e-13,1.2456453381508999e-15,4.931986507755315e-16,6.355603589114312e-16,3.609137266387497e-17,2.550835411471571e-16,-3.77963745695124e-17,6.479021536021155e-17,8.978572203005756e-05,1.165706528584214e-14,1.3969354247165088e-12,1.4985711055061714e-11,7.774047107006781e-16,1.0383065450757397e-07,5.023023090799987e-16,-1.216403689231082e-16,-6.844389408086109e-17,4.186258058344844e-17,2.7085979166918956e-16,3.1766624507341277e-18,-1.6796822771116513e-17,6.564697991769272e-17,-4.661055334519018e-16,-5.111495755205474e-16,1.965494934747619e-16,-1.6076752055971466e-15
0,0.960184841,837,297.6354962,609.1698473,101325,0.130054549,0,,,0.7060393621762591,-3.522968573298715e-15,-3.3991015390913905e-15,2.7361681102120553e-07,0.0010995568072492972,1.4906680250426324e-07,5.739301021455645e-11,0.0006573591773947987,0.28827326016695254,1.3711893508866258e-08,1.7020850604225402e-07,-3.64228519117485e-14,-4.300704311707508e-12,-7.169894172726206e-16,-8.990522510733714e-16,-3.2972771789818716e-17,6.105266722705653e-16,1.790508805390765e-15,-4.650800256348993e-16,-8.994620870255292e-16,1.8620341106946317e-16,-5.976005709028235e-16,-3.9638427619117e-16,-1.915562151613524e-16,-8.924682021454496e-16,-1.9565149746344213e-16,-8.761085379611158e-16,-5.373210209403667e-16,-6.218596902958599e-16,-4.915798209090476e-16,-3.4946065787936814e-15,-7.984843584193269e-16,-3.8620249776810295e-16,-8.768222974787727e-16,-6.3812362827792e-16,-7.09682592573036e-17,-2.9077160166577047e-16,-7.941184556658011e-16,-3.9282147030886135e-16,-5.004066273686052e-16,-5.411376316434058e-16,-8.912769461866465e-16,-4.078590125348065e-16,-4.613046065129961e-16,-5.058497989495401e-16,4.6834003663359e-16,-3.907435586409619e-16,-5.010175268369995e-16,-3.5708704259004304e-16,-7.045698677892646e-16,-5.348169935038115e-16,-4.610970437785433e-16,-2.0338681431282067e-16,-6.885390959704951e-16,-2.9236002309356145e-16,-4.519658310216617e-16,-8.075094012185268e-16,-2.948145121351894e-16,-5.848313000539493e-16,-7.486707789544688e-16,0.003837211383547165,4.8141377363835855e-06,4.7666814703149215e-07,5.750412407021782e-11,3.0294918871486165e-06,5.0710449628035864e-14,1.3978805343988577e-14,-8.489292965371158e-17,8.700675994922083e-15,-3.678318610541352e-16,-6.477068049426273e-16,-4.992269525230603e-16,-5.149965729486272e-16,8.421882350244205e-05,2.3702402631806555e-14,4.554969190222533e-13,9.210450300897179e-12,-1.065681756371654e-17,1.0444302449278483e-07,-6.982727415570022e-16,-1.1501868671704861e-15,-4.922414552220249e-16,-5.302298328816367e-16,-5.172365464690904e-16,-4.90776061093222e-16,-4.547680231764054e-16,-3.440023833806672e-16,-2.947818491694405e-16,3.485264067348319e-16,-4.3495276622886813e-16,3.031201151956375e-16
0,0.979643687,865,297.8590909,616.180303,101325,0.130228787,0,,,0.7042676525006614,-9.578356588690429e-15,-8.676683880631093e-15,2.4670932706474855e-06,0.00011080989694046605,1.1175381053442565e-07,4.7147788973330414e-11,0.0026665401986712793,0.2892178967215177,1.2538357763711679e-08,1.900550832337541e-08,-1.3834171000662704e-13,-4.642506237515551e-12,-2.9566256529558766e-17,2.6276761171178055e-16,-1.018647228821704e-15,1.5467528661747912e-15,-9.563712245352514e-16,-5.117618050226995e-16,2.6340292253936344e-16,-6.029221119500044e-17,-2.1640835469880588e-16,-6.385616902341357e-16,1.3131636223129378e-15,2.8892230453203617e-16,-8.229578658362469e-16,3.161575631036045e-16,-1.7956038534242614e-16,2.654350329218297e-17,-3.2452344927508e-16,-9.503529567757328e-15,1.5363692505902105e-16,-3.199568406471227e-16,3.0573740878067583e-16,-3.1370595139003806e-16,-2.1804815726608467e-16,-1.4903692722168118e-16,1.5920670733001313e-16,-1.778786176076696e-16,-4.0452747788428915e-16,-3.3466901468325633e-16,3.027145860676734e-16,-2.3014201702549697e-16,-2.876729723654145e-16,-3.1556006321842675e-16,1.9174464834580156e-16,-1.48862166986774e-16,-8.315100856160734e-17,-5.23802275056336e-16,4.753844857746015e-17,-1.5995344347792388e-16,-3.1706082508209046e-16,-9.403336806700148e-16,-2.7155012249977663e-16,-4.1969275488307934e-17,-5.19114576100017e-16,2.2813456517504867e-16,-3.286641846682963e-16,-3.4741384732862357e-16,2.5425668420540755e-16,0.0036986571173160507,4.828922038567129e-07,1.0088887917905872e-06,8.953036913033957e-10,5.875001143204605e-06,2.6989519736520783e-15,1.3323609085370477e-13,5.0596784587709055e-15,1.7670585169459514e-13,-1.9416086566631097e-16,1.6320573768522885e-16,-2.341678199658299e-16,-3.4814481096800017e-16,2.8359112323329742e-05,1.1683076423797312e-14,7.185990157630484e-14,1.4351428092124178e-12,2.683872286656204e-16,1.063400128527233e-07,-1.2563802534667574e-16,3.047504728055353e-16,-2.773527477189369e-16,-3.257806030590982e-16,-3.1746272200479113e-16,-3.2588580947731913e-16,-4.671924299213994e-16,-1.9468058792178808e-16,-4.0649215819153843e-16,7.434410731817027e-16,-2.0810038799031465e-16,-1.0748440053761139e-15
0,0.989920905,875,297.6872414,616.3228736,101325,0.130098714,0,,,0.7032190194306298,-1.6917310841633993e-14,-2.8353482020874028e-14,3.1008771265498015e-06,3.61447366352111e-05,4.6511383276027866e-08,2.192377984139544e-11,0.0042685074999392995,0.288888162225708,5.236398302757124e-09,7.142131075362486e-09,-2.0132047658636017e-13,-3.7921721591615544e-12,-2.2837331779577487e-15,-3.2432472654507982e-15,-1.0584484803148118e-14,1.68374167965534e-14,-2.454367589015967e-14,-1.7927865761751234e-15,-3.2427036330926615e-15,-1.3936841213156797e-14,-2.8275665341297304e-15,-5.304157817657058e-15,-1.1237195316764853e-14,-3.196882706992551e-15,-4.925931625536247e-15,-3.1421756528429542e-15,-6.970866177972389e-15,-2.3573691125380113e-15,-6.158104031204949e-15,-1.4467753592426643e-14,-2.6272344965105683e-15,-4.994123646604504e-15,-3.1166906950402513e-15,-4.6499708555820294e-15,-5.991805961700384e-15,-6.782489851858981e-15,-2.6816909211653896e-15,-6.775572925918634e-15,-5.683173779815304e-15,-5.079176334296305e-15,-3.2050008216276165e-15,-6.974805906247103e-15,-6.194266194459748e-15,-4.3361298787443974e-15,-1.0621917014907233e-14,-6.830411477749431e-15,-7.780718099044509e-15,-1.026380296292978e-14,-2.3818717014040275e-15,-6.865949327534632e-15,-6.5365820917400345e-15,-7.19983432969138e-15,-5.176410465464969e-15,-6.874385069422588e-15,-6.766467699989414e-15,-2.8591682828549537e-15,-6.110301960035103e-15,-5.964651074968378e-15,-1.932207791379462e-15,0.0035635656272856135,1.564807853078164e-07,1.0566453777026682e-06,2.637205297642221e-09,5.7803808992327604e-06,-4.470822332118402e-15,1.756772876404952e-13,4.789950949413114e-15,2.5661153984391293e-13,-7.59492798817079e-15,-2.6022367834937238e-15,-6.9656192435674845e-15,-5.335496949107487e-15,1.4336803893518183e-05,-1.3721827362238988e-15,3.605516666392806e-14,4.75481641023353e-13,-2.718215738712591e-15,1.0774617640767348e-07,-2.333090209878799e-15,-1.4161978325052091e-14,-6.919248617532942e-15,-6.708146022610596e-15,-3.905492491045123e-15,-5.6792888337067164e-15,-7.805485842255939e-15,-6.605983257184583e-15,-5.713357099451379e-15,-1.6474113732308214e-14,-7.836830520702287e-15,-2.62940219065279e-14
0,1.000848886,882,297.5190141,614.5661972,101325,0.129939198,0,,,0.7020793875675977,9.017454565563945e-15,-9.877439053957516e-15,3.3726617744150258e-06,1.3561557144009702e-05,2.086684043186433e-08,9.283984456159517e-12,0.006121365069336099,0.2883980632914378,2.2621834188756718e-09,3.3428064272886384e-09,7.286241993133898e-14,2.5964019386746555e-12,3.250517330080581e-15,2.773117706787493e-15,2.782840607644135e-15,-3.10343331489598e-15,-3.1381751464381756e-15,3.853244527412995e-15,2.7712737025932385e-15,-2.2128860344703238e-17,3.373725953517095e-15,3.245009031698553e-15,-3.589714192353825e-15,2.780165157872264e-15,1.7150660672185758e-15,2.8044335865213138e-15,2.7101538917708868e-15,3.159765079339846e-15,2.8651539117830526e-15,1.141557361113081e-14,3.0143034761155845e-15,2.9952489071353365e-15,2.81637810862352e-15,3.0444001076065403e-15,2.4160150777417845e-15,2.4802714589616836e-15,2.9769081703874956e-15,2.3107756071118363e-15,2.8154659015003625e-15,3.0472894020139165e-15,2.78331252617156e-15,2.5721830179628166e-15,2.827768340123927e-15,3.1120021407459442e-15,1.4914851005937277e-15,2.267160110769289e-15,1.3273789626880623e-15,3.629177679404792e-15,3.1181316375641266e-15,2.78602861929659e-15,2.113806591025185e-15,2.862219319532169e-15,2.913757272071889e-15,2.523651013262675e-15,2.725897534938259e-15,2.9104461665369903e-15,3.2189167797760286e-15,2.7799267798709885e-15,3.665318315189461e-15,0.003368890648952121,6.084137330490425e-08,1.0430878460738932e-06,6.369684837631463e-09,5.57534748920726e-06,3.5469285950014843e-15,1.9436077642112091e-13,1.2245295470243739e-14,2.809584810487396e-13,2.5490506686842125e-15,2.9942328357111108e-15,2.2662284274288846e-15,2.994686870255602e-15,8.537447866815767e-06,5.804059648319823e-15,3.0040741457299584e-14,1.8654397920218697e-13,2.9697147973351882e-15,1.0962484710169825e-07,3.3649373835005118e-15,-2.0983326465669076e-15,2.4786086532139563e-15,2.908962332672511e-15,3.1548821142082465e-15,2.9659517910293752e-15,3.1267100510876793e-15,2.004927432842448e-15,2.9956787605138317e-15,-1.423472892736807e-15,2.34241849879402e-15,-1.7336868770589105e-16
0,1.001305224,881,297.0759843,607.7363517,101325,0.129684752,0,,,0.7021286115533831,1.707897662646089e-14,2.4270937780755077e-14,3.2268565980470466e-06,1.3093387013015027e-05,1.8962968042307078e-08,7.403524602923002e-12,0.006184201200728225,0.28829907809080263,2.1423393918970364e-09,3.270243250792573e-09,3.865707573725595e-13,4.676329305294595e-12,9.027401867497067e-15,8.849946927571115e-15,6.825098640439279e-15,1.6460406155813846e-14,8.59191745330269e-15,8.607674611859785e-15,8.849334787876482e-15,8.405762922308549e-15,8.411323251366735e-15,8.017805794414848e-15,1.2430242733704913e-14,8.870054563015264e-15,9.37345233223289e-15,8.901684315526649e-15,8.036954297081248e-15,9.064224692141825e-15,8.305004183526364e-15,1.6013360594202882e-14,9.089656324286008e-15,8.279391784230504e-15,8.907630861970922e-15,8.180832516548579e-15,8.443840007752516e-15,8.67648339427456e-15,9.086118724616959e-15,8.961926847317208e-15,8.383051384447684e-15,8.230992486741834e-15,8.868264622995186e-15,8.38084083949093e-15,8.276305418553264e-15,8.251563237757345e-15,9.452433848476473e-15,9.041551480726121e-15,9.325832553734675e-15,7.671685626313643e-15,9.162879031596973e-15,8.1124640564189e-15,9.805464016728268e-15,7.429346000272065e-15,8.787164029973067e-15,9.41301363643342e-15,8.84188620088609e-15,9.040421708946252e-15,8.79639956745926e-15,8.281635198063005e-15,9.522623795367608e-15,0.0033564284187934546,5.982945021096869e-08,1.0404966373124438e-06,6.584820456759252e-09,5.705452491401361e-06,8.823799960136613e-15,1.8193083791019628e-13,1.59498845869871e-14,2.441478001787361e-13,8.413986854460843e-15,9.064127662029065e-15,8.585760797989074e-15,8.171993646370624e-15,8.413933067451606e-06,1.1422730249637273e-14,3.498955302309428e-14,1.8912683908730428e-13,9.060269341988572e-15,1.0980688771181847e-07,8.830124781152175e-15,1.261351459196005e-14,8.156090717501067e-15,8.072417746432732e-15,8.057678318762168e-15,8.201229423857404e-15,7.917017375412887e-15,8.501965059285823e-15,8.191360378824917e-15,2.0846548621559736e-14,8.356884800538641e-15,5.372348461430826e-15
0,1.019186738,875,297.2704918,610.4448087,101325,0.129724848,0,,,0.7001641776703943,6.523700515374484e-15,6.700670893388701e-15,4.030551533204593e-06,3.834861392622781e-06,9.454884868910212e-09,3.58698495597848e-12,0.009408474842466699,0.2874728324762911,8.787866837180534e-10,1.40887930608745e-09,-7.665365255134584e-14,-5.203609097911643e-13,-5.654635944901149e-16,-3.962381776610164e-16,-3.808936731091231e-16,1.0951206403463232e-15,3.226706639168962e-16,-7.922143450886995e-16,-3.9643769077302005e-16,2.3671063730455566e-16,-6.205088372220153e-16,-5.611774406507569e-16,1.216033263119428e-15,-4.004501819912692e-16,-8.972550805385124e-16,-4.0702608139785733e-16,-3.1964754676427635e-16,-5.086947125713093e-16,-3.829464226943289e-16,6.55809351415935e-15,-4.780167240108863e-16,-4.820833761644896e-16,-4.089919384894222e-16,-4.973931046743477e-16,-2.644239011172342e-16,-3.0400778138332374e-16,-4.628332265745833e-16,-2.474898126689027e-16,-3.703603169543921e-16,-4.688451444931483e-16,-4.0040925773570707e-16,-3.361415626935247e-16,-3.9711709813411377e-16,-5.364863859929192e-16,-1.5110721023919487e-17,-2.566590083150863e-16,-1.6304479803223423e-16,-1.4453126327540942e-16,-5.141786384703445e-16,-2.916246479256287e-16,-3.555796919896389e-16,-4.3600339637630384e-16,-2.85269449473846e-16,-1.6893949675738353e-16,-3.370586945959006e-16,-4.4155882022731356e-16,-2.7493315110285174e-16,-3.306618847515105e-16,2.9910331253547464e-16,0.0029356455693836355,1.8956759986768937e-08,9.781657376219696e-07,1.905012429802161e-08,5.112669927101963e-06,-1.7509181391876e-16,2.2039137681314897e-13,1.2818980507403362e-14,3.2157847537721547e-13,-1.352724969852342e-16,-4.554610367069663e-16,-1.7160461064179778e-16,-4.675211376898139e-16,4.749788817589142e-06,1.3365377220122034e-15,1.3003654140302874e-14,5.5214119618455807e-14,-4.614227508811577e-16,1.1365100292590648e-07,-5.987746683986523e-16,2.9995040043011753e-16,-3.8362176029724657e-16,-3.864295001265191e-16,-5.703467029014306e-16,-4.3672446797535024e-16,-3.299974584148155e-16,-2.615442928781503e-16,-4.479287944514068e-16,1.9716483352060192e-15,-2.984543197512914e-16,7.319884196042947e-16
0,1.038392492,797,297.2649254,609.9761194,101325,0.129833488,0,,,0.6981390570878176,1.0499880158487656e-14,8.151451723018209e-16,5.520019003692758e-06,1.4210990409536602e-06,7.230014554566336e-09,2.681695129408405e-12,0.012950112180066581,0.2865149980431997,5.388805146368929e-10,7.740860784419704e-10,1.1414107609545434e-12,6.477622558828307e-12,1.4563393548934506e-15,1.1888081446608618e-15,5.193603269950849e-16,-6.57689020361917e-15,-4.3768005567113913e-16,1.796395034185423e-15,1.1893345958378057e-15,3.977707401408128e-16,1.5877817566698178e-15,1.3253141319517895e-15,-6.464261234898744e-16,1.19346731208566e-15,5.3348749887685834e-17,1.2024702610284825e-15,1.3828040371311383e-15,1.3114589228706623e-15,9.337670602934266e-16,1.2032166499549354e-14,1.2892660981343594e-15,1.1834770788283846e-15,1.2040174297760777e-15,1.1733515299293014e-15,6.957057080273316e-16,1.0590897696274246e-15,1.2595796907753855e-15,1.1207429580597483e-15,7.187989322972362e-16,1.156657105859735e-15,1.1896070895907022e-15,1.0494866081213844e-15,1.0598548831692942e-15,1.355126636155367e-15,1.5613771101661955e-15,1.3531886702293917e-15,1.62417144968843e-15,1.289237763661045e-15,1.3309251686879504e-15,1.4922578717727242e-15,1.4845372055196008e-15,3.968234625043351e-16,7.778509779628755e-16,1.3826237603052997e-15,6.120268082245983e-16,1.2332293803169813e-15,9.651948361919656e-16,1.0045471668598647e-15,3.4316877655315084e-15,0.002380424747730146,7.803378122440292e-09,8.721689705561127e-07,4.4574130768954146e-08,4.395564136271159e-06,1.146252546384427e-15,3.016899774228851e-13,3.3818960519376326e-14,4.700517105362934e-13,1.0837704416874078e-15,1.2427386542480598e-15,1.455869117594035e-15,1.0991457416041409e-15,3.0194283362300373e-06,1.8968053070873388e-15,6.661763049082819e-15,2.1296250689075057e-14,1.2655570444359488e-15,1.187299969498767e-07,1.5190629790065762e-15,-3.138797446143264e-15,9.4983430016863e-16,9.677703025529344e-16,1.298478870262571e-15,1.0683230293608158e-15,1.055180380785693e-15,6.198464210743117e-16,1.0947603953580294e-15,-4.326114269633096e-15,1.022268281513045e-15,-1.1971318162683208e-15
0,1.050882449,783,297.2763158,609.5630326,101325,0.129944705,0,,,0.6968511580761665,-2.230603809527438e-14,-2.753494614190013e-14,7.147919082180659e-06,8.063017506282591e-07,7.112117445897762e-09,2.9138443820335658e-12,0.015340478129914238,0.2858211176737482,4.657073421249194e-10,5.646914982751169e-10,-1.7238583282687505e-12,-8.210606176082873e-12,1.1639786501017665e-15,3.599514572611237e-16,2.7168417253630416e-16,2.0545990312587854e-14,4.041345169594476e-16,1.9942071457059014e-15,3.628971569538061e-16,9.948234760155395e-16,1.2585392205612965e-15,1.3912112506014382e-15,5.435470637291653e-15,3.8529445380404755e-16,2.7903974778339e-15,4.2101921448679814e-16,2.7163410203111334e-16,7.389080931035037e-16,5.061538321341046e-16,-2.1409038164949556e-14,8.699541355971107e-16,8.704107269750893e-16,4.3735369620564316e-16,9.0706368444198e-16,6.471785332808699e-16,6.108311550361499e-16,7.065726536175882e-16,8.308556815665605e-16,3.931921593367341e-16,8.231187770232583e-16,3.8361552005674575e-16,3.6869309074724314e-16,5.303869624543782e-16,1.0718498808715172e-15,4.4422679337661e-16,1.032969181120012e-15,1.7029033523015533e-15,-5.643773541197187e-16,9.335571701393604e-16,2.884004578798857e-16,9.091519111404547e-16,7.018283145132885e-16,1.9398335646405897e-16,9.823581114718478e-16,5.224136036746492e-16,6.075488366748338e-16,3.7139670112876667e-17,8.382714918233063e-16,5.504008872305564e-15,0.001972226889963849,4.705802704369687e-09,7.750278171800691e-07,7.23585567577889e-08,3.815026515844198e-06,7.219306472516365e-16,3.874736074399743e-13,6.764727370838206e-14,6.381542885817659e-13,2.4130135384315367e-16,5.523840971826853e-16,1.3082114676525325e-15,7.806568160707394e-16,2.267276813265038e-06,8.697772281717582e-16,3.239266778329276e-15,1.3622517145282655e-14,7.842058074537695e-16,1.2247726573433074e-07,1.1985230102153494e-15,2.9748906349334466e-15,3.6689440677788055e-16,3.2869307922757566e-16,1.0215867318775253e-15,6.627382002318036e-16,-1.8416917319601722e-17,8.339771229614087e-16,7.343123865928109e-16,-5.285086231803326e-15,3.127096474983136e-16,-2.817625287703066e-15
