,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6
0,0.979643687,824,297.8590909,616.180303,101325,0.130228787,0,,,-2.3309645012680464e-14,0.704550226808008,5.554394073523932e-07,0.0031140069894842054,-2.2613645019911374e-14,1.9817482789518954e-10,2.713961225924562e-08,0.2890237420426231,3.86439899753746e-09,2.4461701667703114e-08,0.00013655873876809772,-2.309758781703195e-15,-4.303378565935806e-15,5.812036462714666e-14,1.1712949963606506e-11,5.584266297423399e-09,1.8454010377392692e-14,6.477257440757451e-15,-6.438312071158698e-15,8.416292688123152e-15,8.388775348284347e-16,0.0031482872631303305,7.395695243172347e-07,5.170084830357369e-07,1.4670614375422491e-05,4.327972152233898e-11,1.0617900471894673e-05,6.578396352201843e-09,2.0031364822055976e-10,1.6748200469621842e-11,4.884838488279941e-09,1.7032639664205085e-09,-2.8454940071531068e-15,2.9390811155917235e-09,-2.3308153001253303e-14,-2.3745389456108915e-14,-2.3425593894474783e-14,-2.3942090512054838e-14
0,0.989920905,836,297.6872414,616.3228736,101325,0.130098714,0,,,-1.2381814678897859e-14,0.7035073757762003,5.87048463302622e-07,0.00458189315867573,-1.336597081190588e-14,8.170406556069266e-11,1.0994295529778092e-08,0.28882057224273644,1.7154889475452658e-09,1.0462306558540126e-08,5.507123186436465e-05,4.3810669839091195e-15,3.978366456165714e-15,7.278342725135522e-14,1.242379133724059e-11,8.853570964120775e-09,2.6326152815798165e-14,7.878707323192269e-15,3.6409289338807405e-15,2.458201347570324e-15,3.909446671567029e-15,0.0030135248137911743,7.47190572625066e-07,2.0858907697599258e-07,1.4357570904243874e-05,4.347974799126861e-11,5.6199962842558675e-06,6.336853610687383e-09,1.954298123792376e-10,1.6743069920077063e-11,2.6257464541788437e-09,3.427266461760048e-10,4.2597607671260885e-15,7.006087187947781e-10,-1.2918641951476208e-14,-1.2024520959102375e-14,-1.3890494430747211e-14,-1.2436812886882352e-14
0,1.000848886,826,297.5190141,614.5661972,101325,0.129939198,0,,,-1.529408713276491e-14,0.702402909427908,6.210794189590591e-07,0.006320066072657371,-1.4109753716972678e-14,3.587132087695698e-11,4.962914095198147e-09,0.2884264258380308,8.135367251909975e-10,5.0353118398960494e-09,2.2965325017681373e-05,-9.149199258746542e-16,-9.175385359411976e-16,7.170828422596018e-14,1.2877985595905907e-11,1.4496573575037071e-08,2.1883488044596422e-14,4.3543196084297465e-15,-8.27030963509173e-16,7.257158597171103e-16,2.726487992654501e-16,0.0028090632863802425,7.180866643217995e-07,8.884216586148599e-08,1.3759144035986893e-05,4.3856924126662787e-11,3.3495700347202876e-06,5.8368181377010844e-09,1.8822497621280092e-10,1.600278965853004e-11,1.5770202080681173e-09,8.886516680030977e-11,-8.058930474632937e-16,2.1980696786130238e-10,-1.5195797753154354e-14,-1.5128013797100998e-14,-1.53203637385101e-14,-1.5065360343938503e-14
0,1.019186738,793,297.2704918,610.4448087,101325,0.129724848,0,,,-7.261577877414023e-14,0.7005414697877935,7.790693651994921e-07,0.009441903331257953,-7.084147240606367e-14,1.4190215526732758e-11,2.23372753420523e-09,0.28762800651678233,3.637165605198404e-10,2.1272423394599473e-09,6.861516767326716e-06,-4.926695576503907e-14,-4.709150578660262e-14,4.6029487206225594e-14,1.5200273140611427e-11,3.191995997438523e-08,-2.2066129546430126e-14,-2.118249155760794e-14,-4.6893005644980695e-14,-1.2742640967923682e-14,-2.896506423455482e-14,0.0023657032421226217,6.349404864506447e-07,2.8446087795570822e-08,1.2741607529850631e-05,4.8966239669491586e-11,1.8289130960860342e-06,4.76353064860138e-09,1.8552817886248548e-10,1.469233034047091e-11,8.617829579126663e-10,1.9131254271299026e-11,-4.834772321886542e-14,6.170614915453809e-11,-7.265872181915058e-14,-7.223556226458895e-14,-7.278095853794869e-14,-7.210622244261479e-14
0,1.038392492,779,297.2649254,609.9761194,101325,0.129833488,0,,,1.6314443777818866e-15,0.6985359166528912,1.2554990691821263e-06,0.012910826329724774,-4.45647614735656e-16,1.021683921992711e-11,1.8281725424122519e-09,0.2867184120936761,2.7464564708449624e-10,1.1866951104104627e-09,2.502761553038744e-06,2.703450157060255e-15,2.2218466047368993e-15,1.7395795829332915e-13,2.1869813834886624e-11,6.619525430397064e-08,4.566177103954756e-14,7.69570417659664e-15,2.342828011764955e-15,2.0087308367256408e-15,2.9188080907271828e-15,0.0018179792395667826,5.223370978679851e-07,1.1290082226812309e-08,1.1350058523579181e-05,6.054451386148094e-11,1.1499306656397269e-06,3.4562293283135345e-09,1.876275222061063e-10,1.2665558051889182e-11,5.372773148433251e-10,7.205378501593242e-12,2.5293006275784757e-15,2.84988443082481e-11,8.833346770610528e-16,1.7797476392998704e-15,-4.0374133231264986e-16,1.1566663685526055e-15
0,1.050882449,753,297.2763158,609.5630326,101325,0.129944705,0,,,1.5172548798176733e-14,0.6972367494524108,1.8526325436794467e-06,0.015180025941917136,1.3408965511416374e-14,1.0497323195859653e-11,1.9757408510872676e-09,0.28611878682927866,2.8316926209766595e-10,8.948530822788466e-10,1.4178719223106839e-06,8.684191911647159e-17,-7.041939031358458e-15,2.686769954366818e-13,2.858326275764633e-11,1.0183799210033722e-07,6.253977700345185e-14,-2.4309216615149823e-15,-4.350858989550899e-15,-1.468545026702093e-14,-7.547858013795783e-15,0.0014495697289696615,4.375730101085836e-07,6.70680218391132e-09,1.017280266799191e-05,7.114819613307299e-11,8.720512406585248e-07,2.6847663881736347e-09,1.8407476202551065e-10,1.0823128699610703e-11,4.0183699156199024e-10,4.6579478737894676e-12,-3.3946894377752904e-15,2.0711512236191e-11,1.51979935431234e-14,1.563539120281385e-14,1.5081603658361352e-14,1.5782635787402518e-14
0,1.060300257,735,297.1049618,609.1156489,101325,0.129985117,0,,,5.909758622972786e-14,0.6962680706217443,2.6498393576498364e-06,0.016998705401466443,5.3298992984079855e-14,1.2258303474762105e-11,2.2917946243726263e-09,0.28556942506457583,3.1929678700260687e-10,7.265959271328671e-10,9.101278731180751e-07,2.8347393561024884e-14,1.85879265916701e-14,4.2714724753856675e-13,3.4995578624667795e-11,1.6401911156848858e-07,1.1657405000672869e-13,6.52615234540386e-15,2.434740111035086e-14,-3.7132026551566815e-14,-2.540083359080427e-16,0.001150068259299973,3.628994737268447e-07,4.4088889008151056e-09,8.949920060411793e-06,8.072936669084769e-11,6.833396661331255e-07,2.1201312760271935e-09,1.7328232291161187e-10,9.217983058064779e-12,3.0883996060008316e-10,3.4736779719880204e-12,2.4094941051203278e-14,1.6909628757267205e-11,5.914210955943776e-14,5.919075490078675e-14,5.860733026366936e-14,5.901846389004166e-14
0,1.070005799,717,297.0453846,608.5884615,101325,0.129861802,0,,,1.4225603908707092e-14,0.6952696963882242,3.975677925789006e-06,0.018810695518327175,1.5811724637671674e-14,1.6408320431917195e-11,2.8548535944217572e-09,0.28505188109165824,3.8475957884838433e-10,5.849619867092551e-10,5.730897158915914e-07,-1.7843274115742228e-14,-1.3202829022251188e-14,5.722079169370478e-13,4.079130156627092e-11,6.671390886296336e-07,1.1288269821097143e-13,1.7219102633840898e-15,-1.693125496626393e-14,1.4234141778643574e-14,-7.158084149972637e-15,0.0008542733947613713,3.051882060645355e-07,2.765130547432384e-09,7.415149129770272e-06,8.976289970990914e-11,5.086183684962149e-07,1.6046403613535428e-09,1.520912087345073e-10,1.1228718766703718e-11,2.228590790510956e-10,2.580151594204574e-12,-1.629798536370103e-14,1.3811111331936828e-11,1.4316625690714124e-14,1.3707705000953148e-14,1.4422040152152827e-14,1.3242443085702028e-14
0,1.089947653,685,296.9265152,607.2939394,101325,0.129870867,0,,,-2.0270490494304876e-15,0.6932540850016535,1.2129222672088752e-05,0.02241232751672539,3.9520848350585556e-15,6.285276928005277e-11,6.204201340386091e-09,0.2839767757861621,6.217466663565739e-10,3.207662894709312e-10,1.7350446091491665e-07,2.5490497895352637e-14,4.5197548151768734e-14,6.666683023071384e-13,1.5308311928197688e-10,7.761767950831657e-05,4.1606883851243297e-13,7.501696840929983e-14,2.8561981011098506e-14,2.6685206123222487e-11,3.52343636654329e-14,0.00026159933473136003,2.210858418187251e-06,5.25809035535822e-10,2.9101449703809558e-06,8.122754656242653e-11,1.6165811397436587e-07,5.761107789592053e-10,6.55978298768601e-11,5.864178978131116e-10,5.99568603711969e-11,1.0052492043659598e-12,2.991301618391444e-14,5.808459935081032e-12,-1.9540854951898005e-15,-2.7118421058404586e-15,-1.53915213060474e-15,-3.065830096661456e-15
0,1.100162596,684,296.9321705,606.6518088,101325,0.129855613,0,,,-2.190576621199087e-14,0.6921169349871912,1.828275029943784e-05,0.024075066406046477,-2.1483829025157095e-14,2.1085678534208756e-10,7.957715970726053e-09,0.2833347882145044,5.669897318329707e-10,2.2251462293978492e-10,9.754759765437509e-08,-9.018743150548383e-15,6.506582357674308e-13,3.607902603127401e-13,5.307039894374506e-10,0.00035836887547773216,5.745161381726723e-13,4.520688197779466e-13,5.0410405314816565e-14,6.430557852737224e-10,1.1509217009842222e-15,9.038076014715182e-05,4.929522534899146e-06,1.2796635374774525e-10,1.0843918893732686e-06,4.1203810887885174e-11,5.36527050098816e-08,2.192649354125137e-10,2.7958580787263995e-11,2.3215400475056504e-09,1.775106615110668e-11,3.2679528186197646e-13,-2.560803881660041e-15,1.8110910373358908e-12,-2.1953949561635425e-14,-2.1976521827423376e-14,-2.192530238618881e-14,-2.1837927867356973e-14
