,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,O,O2,HE,AR,OHEX,H,H2,OH,H2O,HO2,H2O2,HONO,HNOH,HNO2,HONO2,HNO,H2NO,H2NN,HON,N,N2,NO,NO2,NO3,N2O,NH3,NNH,NH2,NH,N2H2,N2H3,N2H4
0,0.799709379,905,296.21,442.4595575,101724.686,0.306345165,0.2,,,3.001439911871795e-16,0.0266143307250663,-3.938204225385836e-15,-4.117235274942503e-15,2.906395539602688e-16,2.5414001544495914e-15,1.821158730771281e-05,6.5321080546508555e-12,0.2564370214619341,1.8174781225357884e-14,3.074756278475163e-07,9.716802935045203e-05,1.0002717005985791e-14,4.075074625711193e-08,1.3773114169676115e-06,2.0249907534954788e-08,6.47897528335115e-13,3.3695519617293547e-16,1.225142934438083e-07,2.520500726135537e-16,0.7107465900653236,0.005958961154101428,0.00012557686119171258,3.6578428533622447e-16,2.7180581754183746e-07,7.091536830415463e-13,2.9090171747446126e-16,2.4023671291995043e-16,2.5606587757440466e-16,2.928820688752705e-16,2.806203609197556e-16,2.9565516001192204e-16
0,0.805892891,918,296.7090278,520.5979167,100791.432,0.236942403,0.2,,,6.692598872815066e-16,0.02640440300715677,-1.717635718251919e-15,-1.8173269245965636e-15,-2.285945631806097e-16,1.684882373015138e-14,1.3008365689009725e-05,7.046363896878898e-11,0.2577058698216939,1.1394669587890876e-13,2.2226354748307685e-07,8.050802611435345e-05,5.004072432642847e-15,3.219710910377803e-08,9.027081666787771e-07,9.985729625015952e-09,3.391727516333073e-13,-9.648222137271184e-17,1.2133465964903545e-07,-1.7615344449035386e-16,0.7096797517504345,0.005998880517830524,0.00011610391769379404,5.599715530840983e-17,1.8603286563429072e-07,3.741040915949774e-13,-2.283461823903917e-16,-1.270520446017637e-16,-1.79211023147765e-16,-5.2916070880089006e-17,1.2818877453413113e-17,-7.072450067924942e-17
0,0.839821143,909,296.7916667,525.3513889,100791.432,0.220838703,0.2,,,1.721391572814762e-15,0.020805064845846974,-4.784105525079325e-15,-5.327183604124039e-15,5.912134190036375e-16,6.43968746618457e-14,1.837886867409661e-05,1.0964807052145524e-10,0.265429351021024,2.2750871104295697e-13,2.417828620137403e-07,8.510962398450061e-05,1.110175932607266e-14,3.43439983592243e-08,9.045333681766439e-07,2.101827955083703e-08,6.912877140899446e-13,3.4329283806265537e-16,1.1627475262060945e-07,4.92801293464354e-16,0.7074138158423713,0.006136410892537057,0.00011037431000509817,7.95792265736373e-16,1.7653098273447298e-07,6.748628980674094e-13,5.910105755670425e-16,4.3520376736799627e-16,4.976293333581334e-16,3.412511615841992e-16,3.643941431639567e-16,3.1857909266776094e-16
0,0.844207555,933,297.3752087,451.1654702,102071.3232,0.218584564,0.2,,,1.0126779078678808e-15,0.02021120083149568,1.472785565861045e-14,1.6542046574813428e-14,-2.9417972196213006e-16,4.0179286908981635e-15,1.8683860703448404e-05,3.067977898606901e-12,0.2656334671341852,2.067903934088484e-14,2.543237965970425e-07,8.844531334039403e-05,1.3128054401859716e-14,3.62326124518261e-08,9.692881667796316e-07,2.4733663454695687e-08,8.003034523735001e-13,1.7275526059413347e-15,1.1700670123940777e-07,3.33549030027266e-17,0.7077862907561847,0.006149362177556309,0.00011097147596268324,-1.215917568858011e-16,1.7686092631050897e-07,7.592363146124509e-13,-2.9144129048843725e-16,4.3495593059542853e-16,-7.232612801587778e-18,1.7628048389192046e-15,2.0524743204804747e-15,1.7696964625136264e-15
0,0.848866325,932,296.23,450.1562103,101724.686,0.318982182,0.2,,,-6.7572128578033e-16,0.018010603705145574,4.065724154369149e-16,3.8842031658423006e-17,-2.1928591124835417e-15,7.594287647991298e-14,3.663029284028471e-05,3.1234333859457936e-11,0.2680529631830577,1.2554709061560985e-13,3.957151380363065e-07,0.00011389860528879508,4.612745139770108e-14,4.906342150402224e-08,1.5372391533008523e-06,8.716629396674908e-08,2.7185514079022947e-12,-1.9773124029549847e-15,1.1476995397947852e-07,-2.051491290815671e-15,0.7075189540700219,0.006152100702568706,0.0001124019592387158,-2.094170298624535e-15,2.6349119130852145e-07,2.5054598623125184e-12,-2.193528385570771e-15,-1.7320098051228278e-15,-2.0768911550328753e-15,-1.729203734815871e-15,-1.6744573140934224e-15,-1.809882107840311e-15
0,0.848939565,933,296.18,449.0567514,101724.686,0.315656733,0.2,,,-7.60886298490805e-16,0.018047444452758334,-1.0024867520726977e-14,-1.1732002353616408e-14,7.666927637607527e-16,6.725385278892485e-14,3.598094157808141e-05,2.794010753115557e-11,0.2680084875219005,1.146324979025485e-13,3.912803858819672e-07,0.00011317840870603,4.602560670652916e-14,4.8702791097393455e-08,1.520387743502222e-06,8.453244770179185e-08,2.638781224728491e-12,3.925553257212823e-17,1.1481517252119306e-07,-8.896910973091179e-17,0.7075279438985066,0.006152137832265152,0.00011240689583093697,5.3229977757552e-16,2.602966984904314e-07,2.4300830024244225e-12,7.660299394765083e-16,-6.810235862087856e-16,8.793592041335458e-18,-1.005074666212524e-16,-4.4966179370564375e-17,-2.8088256845103066e-16
0,0.897572689,971,297.4063742,459.1995861,102071.3232,0.228677644,0.2,,,-6.422068349147175e-17,0.010975933390048495,7.795027022460104e-16,1.9047971314065534e-15,-7.16080831259128e-16,5.291583699312498e-13,5.465280701967175e-05,2.5570570781389475e-11,0.27816291974441343,3.8546145693803175e-13,3.613145555044808e-07,0.00010835195117581635,1.4934790760196173e-13,4.5671832367976046e-08,9.94661071344648e-07,2.2484342773927411e-07,7.527520003472356e-12,-3.9927387280645863e-16,1.1078123530010568e-07,-6.73068971210967e-16,0.7044850893488781,0.006130099910684133,8.100085010660786e-05,-6.733395760574328e-16,2.1468562787884405e-07,5.764477075202337e-12,-7.160068966529996e-16,-5.702452053363501e-16,-6.798177782527489e-16,-3.998279100824335e-16,-4.155894413534066e-16,-3.9590426591808604e-16
0,0.899079042,967,298.1940692,548.6305601,102071.3232,0.223356906,0.2,,,3.783486260801521e-14,0.010755222229523331,1.7494878446041385e-15,2.0672330989178762e-15,3.082341573801223e-15,7.603383247531932e-12,5.4985619598647166e-05,8.552998640110479e-10,0.2793790582814954,4.51384201790462e-12,3.34394164487744e-07,0.00010231362661741526,1.4519218836021802e-13,4.235517651905331e-08,8.628083095062823e-07,2.0408158754771326e-07,7.055291104606274e-12,3.5449736711395662e-15,1.1012165902772125e-07,2.5242039354536293e-15,0.7035078526415648,0.006120266390530413,7.853931673605062e-05,3.2009856639043893e-15,2.0725298160754557e-07,5.36599243595571e-12,3.0805362936725984e-15,2.0189047823675898e-15,2.5533713640242095e-15,3.249663467784633e-15,3.2259725076021683e-15,3.592564710734535e-15
0,0.900395628,973,295.6,458.2683521,101724.686,0.33755166,0.2,,,1.5640374554818394e-14,0.008987792666930533,4.156247980929797e-15,4.3097506435685584e-15,1.784468117484615e-15,2.5771810278714113e-11,0.00011644010154150379,3.0442715494892604e-10,0.2802882480284126,1.0857399400645916e-11,5.445857481353991e-07,0.00014076342073867664,1.2918161663134495e-12,6.154212365150601e-08,1.3092813520378488e-06,9.297321239682849e-07,3.132246803523646e-11,1.7023314505672764e-17,1.0934201749282274e-07,1.4340608336001043e-15,0.7043213009673026,0.006077217696710637,6.491708513437743e-05,1.7982870526130797e-15,3.651504621034859e-07,2.5698604616954296e-11,1.7836895187460512e-15,6.565870332809421e-16,1.4995530655035537e-15,-1.9235366442283284e-16,-7.091136393168453e-17,-3.2944580306324863e-16
0,0.945390252,968,297.6387974,473.2779517,102071.3232,0.240919822,0.2,,,1.205631297550961e-13,0.0028718183290091775,1.8735782725020497e-14,1.847436946062388e-14,2.8208179868518082e-14,7.598865037158039e-09,0.0003534280693636738,5.493229118806546e-09,0.2892434815356766,9.293387586061795e-10,3.725859009193293e-07,0.000132149934050004,7.001050526652413e-11,5.404224795030486e-08,3.365904068435996e-07,6.266903881315087e-06,2.1912067326376454e-10,1.7907572284511636e-14,1.0737321215282426e-07,2.6995466368818188e-14,0.7015518932882518,0.005824150935922784,1.5052738924434154e-05,2.8244642076779054e-14,8.731025760020881e-07,2.596097391942978e-10,2.828876726231705e-14,3.0099601716275145e-14,2.7192027269519683e-14,1.721640354657374e-14,2.214009976495622e-14,1.82525236540385e-14
0,0.952058541,970,297.607429,473.207429,102071.3232,0.240061319,0.2,,,2.196907958474664e-13,0.0019116155336087544,1.9395223609790915e-14,1.80751341374272e-14,-1.3156636824240915e-14,3.114133636119222e-08,0.0005383668229074407,1.331075167849544e-08,0.2905190813906096,2.5440339106596097e-09,2.92254133317259e-07,0.00012595222420705565,1.9512840797165248e-10,4.956604542783487e-08,2.1118215713719226e-07,9.445913220461388e-06,2.7191113457468884e-10,-4.043544407670699e-15,1.0709466946759637e-07,-9.087430635123345e-15,0.7011305332711852,0.00575378348488758,9.189561428648403e-06,-1.1271861009601796e-14,1.3237141379737017e-06,5.234213723828104e-10,-1.2788534777201e-14,3.430842623928508e-14,-9.555662659258364e-15,-4.337987921312625e-15,-2.7251667216539596e-15,-5.634767872279511e-15
0,0.996763145,966,296.3717138,475.1408209,102071.3232,0.254314918,0.2,,,4.320663899519321e-14,2.193961741304293e-05,-1.146798834664452e-16,-3.6869090866516483e-16,2.4233120268426635e-15,5.863112338010929e-07,0.006820089177839179,3.014108400063236e-09,0.29105215033008985,6.074773018868344e-10,4.207097430112345e-09,9.089291750699268e-06,8.244709562183927e-10,3.3729570376107686e-09,1.4572098396255122e-10,1.794462879188594e-05,1.2639579657824428e-10,1.5339228576434117e-15,1.0598675251215398e-07,2.354318553853602e-15,0.6970116192106478,0.005063778565863646,1.1221218924043396e-07,2.425146655900861e-15,2.546578812350997e-06,2.578888413465834e-08,9.350111670326321e-15,1.4299884285630273e-12,4.32156166825389e-15,5.6899448863533534e-15,2.3636963218482183e-15,8.401317983823532e-16
0,0.999111065,953,298.2481697,583.5586522,102071.3232,0.234516706,0.2,,,1.7611546137517206e-12,1.8468995542966996e-05,1.6107338563178986e-15,1.9242051075705252e-15,-3.045222904325497e-16,1.3951674237886547e-06,0.007243868804436803,7.853866647501696e-09,0.2923044631443467,8.838936631143666e-10,3.2947717571360685e-09,7.71521024158618e-06,6.450446057572329e-10,2.9662753096263698e-09,8.8146943418818e-11,1.3259220856038711e-05,1.4579578330872888e-10,4.87803186748002e-16,1.0527512569356073e-07,-2.068215800394683e-16,0.6953719027042653,0.005036257539480144,7.549778598483786e-08,-2.7021656044162416e-16,2.4460018880480653e-06,2.655499003468557e-08,5.788727300929884e-14,3.911101511826735e-12,8.465295908320056e-14,3.913568087852834e-15,-2.3537199360683693e-16,2.3206257563572604e-16
0,1.000031381,952,296.399322,475.3188136,102071.3232,0.254376387,0.2,,,3.4567862592730197e-14,1.743426726746975e-05,1.2940777144497487e-15,1.4291942473767421e-15,-1.8228893238669004e-16,5.960153858543198e-07,0.0074205686151787315,2.4719626202443805e-09,0.29086576039782724,4.965909251252736e-10,3.4966733935159693e-09,8.001275434263473e-06,8.166079158166233e-10,2.979331091770028e-09,1.0245886887997352e-10,1.7769332128987028e-05,1.243437779013861e-10,5.251799534613547e-16,1.0599232943768043e-07,-2.42534563651447e-16,0.6966691826069846,0.004997945874526051,8.975575393319284e-08,-2.0854773937184894e-16,2.505177266574167e-06,3.020044095756848e-08,6.872353430917668e-15,1.456771490100745e-12,1.7658706643382354e-15,4.909896617840432e-15,-2.366100390486334e-16,5.950099572268901e-17
0,1.001906974,944,296.91,478.6992424,101724.686,0.38755084,0.2,,,1.5172904053042984e-13,1.555694519134067e-05,-5.065173433605571e-15,-5.38815333160593e-15,4.2399914138323303e-16,1.605754896494008e-06,0.009511624441823897,6.388156907274694e-09,0.2895725187712193,1.199417789196547e-09,3.863035050391208e-09,8.525500333961372e-06,1.0927457668233758e-09,2.9209042597886616e-09,1.296559695206777e-10,2.1154886475637333e-05,6.163441787004636e-11,1.4561915308610545e-15,1.0525566101843958e-07,2.5734385070337807e-16,0.6960285855613195,0.004837276172573012,8.648754490515207e-08,3.5592343903370287e-16,2.9018590873445498e-06,4.2703146584953915e-08,2.0746208483132173e-14,4.994074047330577e-12,8.356321065987385e-15,8.814708866500399e-15,3.447353519909423e-16,8.354024985982307e-16
0,1.044810754,916,297.2,477.8405844,101724.686,0.399093947,0.2,,,8.200303835596958e-14,2.5875819509358934e-06,1.4603677462349e-14,1.3897704586188304e-14,7.361230946686182e-15,2.5956961808678527e-06,0.017673971089365387,2.2714922606494167e-09,0.2870434873115016,4.153864703682051e-10,1.170535985981426e-09,3.4452630334314124e-06,1.0148297231327072e-09,1.0774346453346436e-09,1.465211496929324e-11,1.8909686443125366e-05,2.813129349415116e-11,5.8701820285222536e-15,1.079743254204516e-07,6.0102430017443125e-15,0.691550668167238,0.0037016691293988054,1.5980442952452282e-08,6.637827909331029e-15,2.3912866030057697e-06,1.448313122305632e-07,3.956702236240915e-14,9.515035434997504e-12,2.141488937134469e-14,1.4991371195936142e-14,6.879063877881604e-15,7.652728272330815e-15
0,1.046331769,916,297.21,478.03134,101724.686,0.403496421,0.2,,,8.202808881352636e-14,2.4776796925675163e-06,1.4320677099073505e-15,3.2515452616835075e-15,-1.1186497476523326e-15,2.7256856687180393e-06,0.01801589752913864,2.314143319321332e-09,0.28693126380806283,4.2252375463699865e-10,1.1461043070096018e-09,3.3754310125228495e-06,1.0163095530721007e-09,1.0433464695708917e-09,1.4209626586843036e-11,1.887039085556881e-05,2.626198531998071e-11,9.419333777368992e-16,1.0813344768954764e-07,-6.532428017779543e-16,0.6913717452341642,0.003650985610183559,1.5362263455527573e-08,-8.919890224904178e-16,2.3792304850007907e-06,1.499118512810576e-07,3.2797169202060664e-14,1.0130397926051604e-11,1.577558967415322e-14,9.661941420532487e-15,-9.766640866652866e-16,2.6372269088228486e-15
0,1.047787107,927,296.7077371,476.0605935,102071.3232,0.263371804,0.2,,,1.0651544254770695e-14,1.7505010356059727e-06,-1.2494420643954624e-15,2.680066563535986e-15,-5.640816327467963e-15,1.0378243144067318e-06,0.016784985639307123,6.145546386163996e-10,0.28789244902450406,1.1308736837183862e-10,7.328619534380479e-10,2.685016872036469e-06,7.940751358139187e-10,9.50490220624766e-10,6.508401574807882e-12,1.5996972748785487e-05,6.476804840361983e-11,-8.452058806102e-16,1.0833698263566915e-07,-4.221702427354695e-15,0.6915201556139638,0.0037786022693479734,1.0669881913399893e-08,-4.9944763966573065e-15,2.065025943875053e-06,1.498256949546221e-07,6.710368986143899e-15,3.0517567023914454e-12,5.273563788518146e-17,5.5727805144970086e-15,-4.8357843274210984e-15,1.4416325342210001e-15
0,1.049323311,920,298.1900998,585.9600943,102071.3232,0.24247845,0.2,,,4.1247583476473616e-13,1.5346485640222707e-06,-4.3439795838721554e-15,-5.199577610499724e-15,-1.0198109965771553e-15,2.3081386011878238e-06,0.017590487959664426,1.95750687549256e-09,0.2890672906027566,1.5838388963345875e-10,5.999659357563241e-10,2.485973808891243e-06,6.074692744037598e-10,9.181935412183316e-10,5.137944666879397e-12,1.11189352984615e-05,7.783713602563256e-11,-1.9108211482207076e-15,1.0755585017536382e-07,-1.38192718139736e-15,0.6895582390787637,0.0037642502592017536,7.856617065974022e-09,-1.3564363207418056e-15,2.014144102935105e-06,1.5051415915698172e-07,9.666032950574048e-14,7.453583859868213e-12,1.6916545873397348e-13,2.120800841178336e-15,-1.4512356181980128e-15,-2.6978750742003953e-16
0,1.050205163,918,298.193514,586.2295567,102071.3232,0.242275288,0.2,,,4.1793036613916316e-13,1.4905965945127644e-06,1.544722844184361e-14,1.5724701475953002e-14,6.2167525646214724e-15,2.3350576431460802e-06,0.017762807484370292,1.94991994254733e-09,0.2890220038054882,1.5642196344008145e-10,5.897300853717427e-10,2.4550015679457035e-06,6.061767953741598e-10,9.055779347829533e-10,5.018151135251594e-12,1.1069156722655163e-05,7.674414679749344e-11,3.906190984682294e-15,1.0762917486007731e-07,6.769450268262467e-15,0.6894547470714029,0.0037408122193577234,7.659640026507762e-09,6.572808033754694e-15,2.0064239890641035e-06,1.5359611054711946e-07,1.052540266404811e-13,7.570603818313427e-12,1.8079544431246097e-13,7.953491438456514e-15,6.5989811234669865e-15,5.505868693142635e-15
0,1.053619005,917,297.24,480.1584582,101724.686,0.405951996,0.2,,,9.501007956756522e-14,1.976680427554004e-06,-2.8896969203073727e-15,-2.9700767001255608e-15,-9.217834651891653e-17,3.1209297146284917e-06,0.01943815897533509,2.2510074034579132e-09,0.2865223568109033,4.057585691877743e-10,1.0023233111175313e-09,3.0101213645278944e-06,9.942332322579774e-10,8.976676670825454e-10,1.1542752874021524e-11,1.8241319570592526e-05,2.1231085465591403e-11,1.4927744534205569e-15,1.089205303490657e-07,-3.925055764760576e-17,0.690578945817311,0.003431603819533698,1.2396744797746272e-08,-8.59314556849162e-17,2.284107671928577e-06,1.7450485643867658e-07,3.9856926562244465e-14,1.2106598559468585e-11,2.1013867809616916e-14,1.0522712272864257e-14,-8.978371705216464e-17,3.818167025380853e-15
0,1.07438295,901,297.0366815,475.6795387,102071.3232,0.264841378,0.2,,,1.674145669067032e-14,7.804778960973281e-07,4.626672744708546e-15,5.3465432071257385e-15,4.9160073612346135e-15,1.5939178830485785e-06,0.02187188632521623,5.443116543103235e-10,0.28635756736793955,9.649945190087949e-11,4.745715790319744e-10,1.8457753775667094e-06,7.686324088300709e-10,5.955849872126675e-10,3.4182764447948794e-12,1.4720111751081438e-05,3.35033304348693e-11,3.914869539784638e-15,1.1131371687903464e-07,4.7912024036476666e-15,0.6887483928243191,0.003001041499535229,5.214007620842274e-09,4.958715114567265e-15,1.7869852347772408e-06,2.6566499937241946e-07,2.3641836180839646e-14,5.496723067568317e-12,1.275137913637424e-14,1.0189387584536015e-14,4.9479973603022446e-15,8.130165243493967e-15
0,1.077042108,898,297.0077519,474.9684109,102071.3232,0.264314906,0.2,,,1.8206591055748854e-14,7.231673545278044e-07,-6.4657803060760945e-15,-5.9288221339370734e-15,6.652653909897579e-15,1.6561707347917694e-06,0.022377232458917994,5.381654543771939e-10,0.2862084383019411,9.557137771502832e-11,4.56257229470357e-10,1.777069337452946e-06,7.636788652073104e-10,5.663103568747722e-10,3.236839672959025e-12,1.4578707071607124e-05,3.095078593659785e-11,4.932147326316162e-15,1.1170375475880615e-07,5.9619515126223e-15,0.688473774185514,0.0029196674719830003,4.878005793200111e-09,6.315607433173866e-15,1.7534245527338606e-06,2.8000076150205694e-07,2.587724823375493e-14,5.802837902249887e-12,1.421322245580976e-14,1.1300367025504977e-14,6.3978209907825036e-15,9.524249244265052e-15
0,1.09802846,884,297.19,478.0343468,101724.686,0.406418289,0.2,,,2.2670000880918126e-13,5.815501968133884e-07,-2.2968803263957828e-15,-9.95616875553529e-15,1.7200033968689968e-15,6.6046978136858215e-06,0.02781567608234594,2.0717263136397003e-09,0.2840000483636499,4.0009377625732546e-10,4.977371796816313e-10,1.477611459829878e-06,7.91025406632016e-10,3.0323840516942304e-10,4.392723075677972e-12,1.418008312088529e-05,3.5726211130366363e-12,1.0842828450896931e-15,1.1523905241392538e-07,7.769837995470028e-16,0.6860918386776759,0.002067536702989914,3.921652695134469e-09,6.651443548169968e-16,1.55197892116646e-06,3.809861490260206e-07,7.66556202955902e-14,3.2818824198776286e-11,5.180179640925964e-14,9.733691793564015e-15,1.3715306948006873e-15,8.20366122421601e-15
