,phi,grid,T_in,T,P,vel,blend,H2,H,O,O2,OH,H2O,HO2,H2O2,OHV,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,N2H2,H2NN,N2H3,N2H4,H2NO,HNO2,HONO2,HNOH,HONO,HON,NO3,N2O4,N2O3,CO,CO2,CH4,C2H6,HE,AR,N2,fuel.NH3,fuel.H2,oxidizer.O2,oxidizer.N2
0,0.648300715,1003,296.3240741,484.7467078,100791.432,0.198093657,0.2,4.249580907364141e-06,1.363365131968333e-16,9.743995395982514e-17,0.054368011150318946,8.898061802707996e-14,0.21904799009395579,2.5032731367549152e-14,5.8765408350018506e-08,1.1529275318115308e-16,8.976854945904162e-17,1.3106863734292325e-16,9.426247619450425e-17,9.953420063773454e-12,1.1524421939369727e-16,0.0049369207053130805,0.00017181877683860987,5.8392859201250714e-05,7.32592781820591e-12,-8.130865407702883e-16,1.4550328457657094e-16,9.698734685953794e-17,9.776568079290825e-17,5.270152844044533e-15,6.655645356850978e-09,-7.170643402035091e-16,1.9305044801701248e-16,2.2995816625461327e-05,1.3976803567101348e-16,5.929050510513511e-15,2.4958156818216823e-11,8.499994418328881e-15,-6.865127106115659e-16,-7.10672797970613e-16,-6.676867772269089e-16,-7.119792325796503e-16,-4.2849272192140355e-16,-6.945840652890268e-16,0.7213895555534185,0.8,0.2,0.21,0.79
0,0.687574701,957,296.4140845,493.613615,100791.432,0.218063218,0.2,5.3204766008808244e-06,4.5766730990068285e-17,-1.2551319139305712e-16,0.04723318355252692,2.788692732637441e-13,0.22860396440066375,7.595277777116464e-14,6.765343581090542e-08,-1.4301616092000305e-16,-1.4211590400643213e-16,-7.890122051418623e-17,-1.732881894383804e-16,5.19157716182984e-13,-1.4296541745643397e-16,0.005654133374320007,0.00018194643065333845,3.7443802971541144e-06,2.7552239343421103e-11,-8.561289133921552e-15,-5.796557647317815e-17,-1.4483930962836714e-16,-5.358703847010795e-17,1.529578369805966e-15,7.512603556258054e-09,-6.370423062635325e-16,-1.6857648415010814e-17,2.7137044088716017e-05,-6.989131509336475e-17,5.836763626204761e-15,2.160636811198669e-11,1.1465593099962093e-14,-1.0981972574966385e-15,-8.574598401544727e-16,-1.374704373040762e-15,-1.0060800100566733e-15,-1.3070623267267977e-15,-9.329354118143909e-16,0.7182904951247753,0.8,0.2,0.21,0.79
0,0.701552633,975,296.23,427.830636,101724.686,0.246122148,0.2,6.917357871851134e-06,5.819097455037413e-15,-3.9587901218067824e-16,0.04443560005892676,2.2608264862726903e-13,0.23184406129825916,8.782980459543813e-14,8.638594872448687e-08,-5.216084284687318e-16,-4.0815675897342415e-16,1.964123363356614e-15,-1.3736455202379178e-15,5.496318727456248e-13,-5.216581956305684e-16,0.005848924245398323,0.00019716244627581962,2.5155191731034205e-06,5.272269575933734e-11,-2.4658572120503017e-13,-2.2878003659715754e-17,-4.651468009126843e-16,1.9628198781708793e-16,-1.5730326853312937e-14,7.96363419685531e-09,-2.3751560628682364e-14,1.6824162329386702e-16,3.179679461581535e-05,-9.865278141029773e-17,2.5896286146075998e-15,1.8776305416749805e-10,1.0026906949185101e-14,-2.656184286244197e-14,-2.4975485021146496e-14,-2.728643488801521e-14,-2.4618334424513465e-14,-4.2832807906845844e-14,-2.6325011754623536e-14,0.7176329276889887,0.8,0.2,0.21,0.79
0,0.737818465,1013,296.5586735,508.0607143,100791.432,0.240693564,0.2,8.607257818573445e-06,2.6004822312721613e-15,2.322022929301889e-15,0.03799068657411312,1.2767433231348614e-12,0.2409576348336967,3.133059487433763e-13,8.80412922867655e-08,1.8365162477687444e-15,2.060287718999346e-15,2.1555763964517014e-15,2.3358429490948034e-15,2.580558100775269e-13,1.845586500402447e-15,0.006327725943667988,0.00019904726552844281,2.0522755719576244e-07,1.4162285418373168e-10,2.5654050585281262e-14,2.300893247675377e-15,2.003602360921702e-15,2.6654736904091554e-15,1.1689215404861672e-14,8.448343583689086e-09,1.187686924201959e-13,2.542802293247536e-15,3.331922817196911e-05,2.301870996703274e-15,8.524463389120484e-15,1.745798961228458e-11,2.7325900141311224e-14,7.008648758524898e-14,9.689529180855516e-14,3.85028669641079e-14,8.187258565507447e-14,2.0982459893953673e-14,8.78226433944682e-14,0.7144826770182662,0.8,0.2,0.21,0.79
0,0.753396318,1028,296.5925,512.5994444,100791.432,0.244478419,0.2,1.0095980673986084e-05,1.1706539838744654e-15,-1.1507122913239339e-16,0.03519549102041434,1.964861757496668e-12,0.24472228487983977,4.608413624946634e-13,9.509081152294904e-08,-3.9730071979076724e-17,-7.643517920433334e-17,4.973857369388202e-17,-3.913551305471625e-16,3.121678066631966e-13,-3.9326036379700696e-17,0.006489382340225417,0.0002029376541752359,1.705175097196185e-07,2.2508430203303878e-10,-5.349454184375964e-14,-5.817244643640759e-17,-6.700437420422583e-17,-7.688047001920475e-17,3.65904637637104e-15,8.684273297739848e-09,4.076840457276563e-15,5.982150733018385e-17,3.5184452123675223e-05,-7.305460510888214e-17,6.567380672150898e-15,1.613283283900815e-11,1.5361393401999124e-14,-9.190119350951518e-15,-2.4899365766967414e-15,-1.523188545938808e-14,-6.338094744918929e-15,-1.8196084303729588e-14,-4.910752772749331e-15,0.713344349136078,0.8,0.2,0.21,0.79
0,0.789254238,1087,296.6725,517.4427083,100791.432,0.241887234,0.2,1.4488701714926335e-05,3.635893763556886e-15,1.4703318837148969e-15,0.02894020448513956,4.196909624829448e-12,0.2531541207671161,9.917966516721391e-13,1.1075332289693373e-07,1.6384337393164666e-15,1.475280035843978e-15,2.0961663355629534e-15,1.179304009257804e-15,5.257508651691533e-13,1.6374197309294603e-15,0.006775375707455409,0.00020669593728569766,1.545446223473378e-07,5.94153478464583e-10,-5.2581534544897166e-14,1.8835776034820586e-15,1.49094220997142e-15,1.6846867667684971e-15,1.4633359525941875e-14,9.109797296014434e-09,-4.127397585540435e-15,2.093487146460693e-15,3.9028549791826994e-05,1.7978976445886216e-15,7.741591727247826e-15,1.4739380695771753e-11,1.667258325244572e-14,-5.500572734859744e-15,-4.711716145935413e-15,-6.591029919628975e-15,-5.231327339160525e-15,-6.858792107375457e-15,-4.976431077553469e-15,0.7108698108291761,0.8,0.2,0.21,0.79
0,0.805892891,1125,296.7090278,520.5979167,100791.432,0.236942403,0.2,1.7320346028544807e-05,1.4282715072067478e-15,-4.8374184386068365e-18,0.02609590592513116,5.947433624177669e-12,0.2570088485124309,1.4040341978880169e-12,1.1818409142938852e-07,-9.278415866009896e-17,-7.580463387532256e-17,-3.7471862034164027e-17,-6.856326303393916e-17,6.779816067940815e-13,-9.255029438938109e-17,0.006866261943849253,0.00020566911873791624,1.5164964087423663e-07,9.279667219173104e-10,-2.8148464906990217e-15,3.7205801817324835e-17,-7.79449083259652e-17,1.9373771120451875e-17,2.5575563418588536e-14,9.250319301754474e-09,-1.4939126980094053e-15,4.1553653520402095e-16,4.063299718935261e-05,3.330439479233751e-17,6.0321799030212e-15,1.3487630681664638e-11,1.5103703591871075e-14,-1.5451219998523347e-15,-1.5190201771377195e-15,-1.5569496683860257e-15,-1.581808942646488e-15,-1.3598106298651413e-15,-1.5010994525763089e-15,0.7097650811230627,0.8,0.2,0.21,0.79
0,0.848939565,1131,296.18,449.0567514,101724.686,0.315656733,0.2,4.6631671891931125e-05,6.5617815743153015e-15,-8.178383817733177e-16,0.01769681405992088,1.3585077210056518e-11,0.26743744722872254,5.011532296362099e-12,2.1842678358010193e-07,-4.620046306430603e-16,-7.22301748695878e-16,-4.675987285265068e-16,-1.1625049797267178e-15,3.1647748805966503e-12,-4.678397536298298e-16,0.006985861939191433,0.00019842606017415011,1.9052745757330518e-07,8.05472900069939e-09,-6.389718007806003e-14,1.7413346233492318e-15,-7.395210669881795e-16,2.394166675069868e-15,2.650298067643623e-13,9.646008635627359e-09,-5.288869711231336e-15,6.549180532831351e-15,5.744142371538439e-05,9.749673688226569e-16,8.836906819386216e-16,8.520984314248915e-11,1.2139054808965648e-14,-6.064768227418955e-15,-5.670883656442062e-15,-6.144655766100847e-15,-5.581800818705216e-15,-6.689697394899472e-15,-5.998346921210924e-15,0.7075769508542477,0.8,0.2,0.21,0.79
0,0.900395628,1118,295.6,458.2683521,101724.686,0.33755166,0.2,0.0001581848780878534,5.383827815060278e-12,-1.194806661683249e-15,0.00867545538813797,1.5524276266623288e-10,0.27969629319877715,5.229123234564012e-11,3.357451504053575e-07,-1.6012672242166477e-15,-1.370855740189424e-15,-1.7490684021130962e-15,-2.648614195245386e-15,2.2132199381763955e-11,-1.6005363283466158e-15,0.006848099058884706,0.00011090014111795632,2.1638682800897506e-07,1.4957238671640507e-07,-2.989871455156921e-13,-1.1163223391816972e-15,-1.231400902459231e-15,-1.093908349581191e-15,2.913850293042994e-11,9.212399045118111e-09,-1.1693545676022012e-15,3.4818933025860386e-13,7.508011480782935e-05,-5.621884656431363e-16,-8.660076131705925e-16,1.946310014677642e-11,2.5949764320972546e-15,-1.7297336696035605e-15,-1.4865334642410163e-15,-1.84682528860432e-15,-1.411069770176261e-15,-3.498193958385997e-15,-1.703637852531019e-15,0.7044352760197469,0.8,0.2,0.21,0.79
0,0.945390252,1115,297.6387974,473.2779517,102071.3232,0.240919822,0.2,0.0005192849622640538,1.0534297898284177e-08,1.1939382437976696e-15,0.00270672437092281,5.941314735819042e-09,0.2882881837930056,1.3596394789519587e-09,2.56621288051093e-07,-6.7701082350801445e-15,-6.2623622417607555e-15,-6.689293548879603e-15,1.4033831465988015e-13,3.578845574125951e-10,-6.6693114561798165e-15,0.006465533680360381,1.9784014190014678e-05,6.419237688530609e-07,3.4983406183199843e-06,-1.878795469442631e-13,6.132980930386219e-15,-5.192898435752767e-15,1.510130914569405e-14,9.615893044884826e-09,8.00543212722084e-09,3.800504730089692e-14,1.0600953188765959e-10,8.781562137290372e-05,6.676557276947816e-14,-6.380143205167733e-15,4.0031321546019676e-13,2.010092858165988e-14,3.6444732879563994e-14,3.715347817670083e-14,3.5986717258431575e-14,3.7431886617987164e-14,3.1350382316513393e-14,3.645697950453108e-14,0.7019082407510608,0.8,0.2,0.21,0.79
