,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,strain_t1,strain_t2,N2,H2,H,O2,O,H2O,OH,H2O2,HO2,NO,N2O,NO2,HNO,HONO,N2H2,NH3,N2H4,N,NH,NNH,NH2,H2NO
0,0.648300715,904,296.3240741,484.7467078,100791.432,0.198093657,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",19.03412804412301,19.8093657,0.7220604727203886,4.947202740747527e-06,2.0881149678630736e-14,0.05441830564365172,2.985443015392055e-14,0.21969580040584366,3.5540320595379452e-09,2.4667155143243143e-07,5.825400525067429e-13,0.0034940036918428303,0.0001649650344040355,0.0001187554159181615,5.104989439153746e-10,4.2499143939407954e-05,2.394013719334557e-16,4.497559432395773e-12,2.8558391155893654e-17,-1.1150212023119997e-16,-5.911681746919313e-17,-3.58546127197999e-17,-1.2003044182410202e-16,5.790256431197666e-14
0,0.687574701,900,296.4140845,493.613615,100791.432,0.218063218,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",21.45454701500239,21.8063218,0.7190849755854478,5.782362165122384e-06,6.590058648984604e-14,0.04761319917251863,9.370781474375649e-14,0.22904063865117336,6.966862061225083e-09,2.6666488991212593e-07,1.1845880890311158e-12,0.004071364206577521,1.1075509459775098e-05,0.00012439703195664802,1.0516907079114124e-09,4.829279535419783e-05,-7.146930557170775e-16,5.387023028248013e-13,-7.303918787795336e-16,-8.823809406089869e-16,-9.260965750872305e-16,-9.311918728242148e-16,-8.577844533639503e-16,2.628280203724388e-14
0,0.701552633,916,296.23,427.830636,101724.686,0.246122148,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.507600342733667,24.6122148,0.7184906480664728,7.520086459474921e-06,8.581145265894675e-15,0.04482657488042633,9.787182243941216e-15,0.23226998651569636,2.0551446399269074e-09,3.318390470331927e-07,1.7850936654610658e-13,0.004208237448647689,7.761393848916182e-06,0.0001342055840193059,2.1178855327254503e-09,5.4730011566244035e-05,2.0719087966765022e-16,5.472130208096408e-13,1.8346892024417942e-16,2.7422400274273074e-16,4.732458606509336e-16,4.987855509813354e-16,2.601955678557419e-16,3.958711018732849e-14
0,0.737818465,918,296.5586735,508.0607143,100791.432,0.240693564,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.26111380684324,24.0693564,0.7153463243129846,8.986755933018914e-06,4.62349564707037e-13,0.03851681733902852,5.908906239547684e-13,0.24135730391588198,1.9544865937942294e-08,3.305405921113914e-07,4.161556174694959e-12,0.0045789052710724434,3.982305026992176e-07,0.00013403918045048102,3.256140633755275e-09,5.687164709103519e-05,7.307101826465075e-17,1.83681673119129e-13,4.526871609823412e-17,-9.575922508029411e-17,-1.323381966640037e-16,-1.3854295383242378e-16,-6.657503394931542e-17,5.871809755058554e-14
0,0.753396318,917,296.5925,512.5994444,100791.432,0.244478419,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.777229189779064,24.4478419,0.7142230676557988,1.0449101493764586e-05,8.277370032802818e-13,0.03573662613837127,9.8858417081761e-13,0.24513368761362844,2.6003664913391366e-08,3.5319551815050474e-07,5.990991360017708e-12,0.004700037551214498,2.724903329473284e-07,0.00013605440872963866,4.6210423244811455e-09,5.942121209461351e-05,-6.915685883354695e-17,2.2343861332880755e-13,-1.3923069246308771e-16,-3.558745643351254e-16,-3.3912979493912897e-16,-3.0249998723660885e-16,-3.0655464514113025e-16,8.157274237901569e-14
0,0.789254238,936,296.6725,517.4427083,100791.432,0.241887234,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.65781397040837,24.1887234,0.7117718314744171,1.4682694048169359e-05,2.359626070000885e-12,0.029541795207468413,2.146804523384767e-12,0.25355161678141086,3.997878176190466e-08,4.035348562715171e-07,1.0460771834674615e-11,0.004917452088659504,2.2775519597256856e-07,0.00013733151720821235,1.0046664362084532e-08,6.460890571017808e-05,3.034535026165364e-15,3.999931335748118e-13,3.015097224497778e-15,4.727499990572626e-15,5.085395506044531e-15,5.1311044205489345e-15,4.433559356406306e-15,1.8647371683869066e-13
0,0.805892891,952,296.7090278,520.5979167,100791.432,0.236942403,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.130897356187234,23.6942403,0.7106591172710497,1.7346066054879512e-05,3.9166266329362815e-12,0.026740182192612538,3.045836956921528e-12,0.25739147103191207,4.833426412490859e-08,4.2717959128851365e-07,1.364236490160459e-11,0.00498829588767563,2.225060232035039e-07,0.00013614580179074578,1.4501135893464758e-08,6.672920646713338e-05,-9.4629004877842e-17,5.345179039543492e-13,-8.185518904906553e-17,1.0343174738655509e-17,8.904850260606607e-17,1.0296734363096412e-16,-3.054943010750626e-17,2.8305268791307885e-13
0,0.848939565,943,296.18,449.0567514,101724.686,0.315656733,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",33.328747189309524,31.5656733,0.7085081374040223,4.5759956028839556e-05,6.696072676435205e-12,0.018337952968033193,2.291489262439805e-12,0.26780101587681193,3.8715585677661587e-08,7.368394827791435e-07,1.0675125612493865e-11,0.005089366928887051,2.8537755840461823e-07,0.00012941025595671857,1.2208593234064797e-07,8.717356230303459e-05,-2.6113141221323682e-17,3.6313197697718467e-12,-7.557528926822022e-17,-1.598322545948088e-16,-2.4278616123865854e-16,-2.549637685878022e-16,-1.4155376516431355e-16,6.104514426539923e-12
0,0.900395628,924,295.6,458.2683521,101724.686,0.33755166,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",36.20220709101886,33.755165999999996,0.7052971697485071,0.00014167492960368965,5.249356968214656e-10,0.009241995308236675,2.7402522921605372e-11,0.2801182203868545,1.3555138326809274e-07,1.0388238998492283e-06,2.4483357481271217e-10,0.005015810151830784,3.9239286443954207e-07,7.769561922706674e-05,1.1910799516649833e-06,0.00010467480001199938,5.641155109654879e-16,4.180382952745499e-11,-1.8359255324693332e-16,-1.8018825971843197e-16,-7.394203444319932e-17,-1.3003893380744367e-17,3.673443018374915e-16,3.6865311039578536e-10
0,0.945390252,932,297.6387974,473.2779517,102071.3232,0.240919822,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.54899738164977,24.0919822,0.7026694995022866,0.0004069866719705498,4.916110099046816e-08,0.003096842503067907,7.450160933540954e-11,0.28890241838717895,3.5725355421859747e-07,7.798065044593295e-07,6.74504857615093e-09,0.004785185695252346,7.147372337298172e-07,2.387433882283703e-05,5.472057787288128e-06,0.00010780793154911452,7.062750399279305e-15,3.5002260941225854e-10,2.2658347593694926e-15,3.0982157447090244e-15,4.008894993190689e-15,4.784599761045893e-15,4.171070960108021e-13,4.783679784379729e-09
0,0.952058541,930,297.607429,473.207429,102071.3232,0.240061319,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.40227380625447,24.0061319,0.702254781330603,0.0005859094202776374,1.5590704666366382e-07,0.002138045611252351,1.1457960814141108e-10,0.2901640876410773,5.397986682124651e-07,6.427814223077545e-07,1.4785487301037153e-08,0.00472241775539193,8.671024489223403e-07,1.629590814797657e-05,7.777434820147174e-06,0.00010845701910016253,6.722502944130114e-15,5.717708085160846e-10,3.9606444190179293e-16,3.6693884429646107e-16,2.893495424379994e-16,2.3035259051952184e-15,1.859748715390018e-12,6.816035973741342e-09
0,1.000031381,925,296.399322,475.3188136,102071.3232,0.254376387,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",26.236606831828794,25.437638699999997,0.6979433147312052,0.006977956694413913,2.900070949118066e-06,2.730031842790816e-05,3.874217466109042e-12,0.29092306369584947,6.428126316924444e-08,1.0237680272319922e-08,3.86022583888784e-09,0.0040986811895820235,1.0765090542867156e-06,1.683528194595771e-07,1.6160525143415736e-05,9.277605405588489e-06,9.527227281216897e-15,1.4299822117210064e-08,4.689394262919315e-15,7.341745219971485e-17,1.6620677941714679e-15,4.025627552950055e-14,4.309539581477752e-11,7.581132240026457e-09
0,1.044810754,863,297.2,477.8405844,101724.686,0.399093947,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",43.92123318660333,39.9093947,0.6925714038383074,0.017028510680959064,8.454896794141472e-06,3.3170560710669795e-06,4.065231288508553e-12,0.28732902877388594,2.0641851398438266e-08,2.281952769218261e-09,1.740782722739779e-09,0.0030406284145362136,8.485445835134527e-07,2.1220877892451263e-08,1.4971498568128039e-05,2.721112973646525e-06,9.810507958422186e-15,6.552842479843363e-08,7.021396725442207e-15,-1.2240202165434348e-15,6.915117033437188e-15,1.0903668058654e-13,8.183759647253488e-11,3.6833972983950457e-09
0,1.049323311,844,298.1900998,585.9600943,102071.3232,0.24247845,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",23.996380032953766,24.247845,0.6908398121343303,0.016888114307231958,1.0346778884295716e-05,2.212307197286619e-06,1.5016107791173206e-11,0.2891856594426762,1.4571031530947704e-08,1.533958957385331e-09,9.87699225518633e-10,0.0030629090039939063,8.091913478668988e-07,1.0739710156812688e-08,7.825421122613056e-06,2.20537415400402e-06,1.2393614201120174e-14,7.670681129555915e-08,3.3410120547764237e-15,1.96385810926329e-15,1.4432393573252986e-13,4.731219868470812e-13,5.070680875718456e-11,1.4334926167191379e-09
0,1.053619005,874,297.24,480.1584582,101724.686,0.405951996,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",44.66457106743928,40.5951996,0.6916001621548491,0.018760853260621924,9.812672867911734e-06,2.479518811105647e-06,4.521382692294934e-12,0.2867959820252979,1.7796940108518583e-08,1.870588772449825e-09,1.5972281818159264e-09,0.0028133893092763345,7.929015107783923e-07,1.5773307679600974e-08,1.4124182264428707e-05,2.2847352397913117e-06,1.1832009555240403e-14,7.895495404849978e-08,1.0539263208894823e-14,4.178470365795008e-16,8.594474315419486e-15,1.2788858237723918e-13,8.808396966241102e-11,3.1534773385009956e-09
0,1.07438295,820,297.0366815,475.6795387,102071.3232,0.264841378,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",27.197984638086837,26.484137800000003,0.6899932218304691,0.021172311710592473,6.257622362190557e-06,1.0486236673846635e-06,1.043486559961552e-12,0.28639355094903124,5.6384825449986755e-09,1.031416224662302e-09,5.139857274852065e-10,0.002419619418746693,6.554353578987006e-07,6.901381136442564e-09,1.1723794121918041e-05,1.4550350613482759e-06,9.340786308575754e-15,1.3846383328453765e-07,9.814686210021519e-15,5.569163332757753e-16,5.330805987000134e-15,8.28402290346559e-14,6.153364379969104e-11,2.9688060257572592e-09
0,1.077042108,817,297.0077519,474.9684109,102071.3232,0.264314906,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",27.09987461425726,26.4314906,0.6897308680530204,0.021657718017554832,6.448093236794318e-06,9.697361142325488e-07,1.0550612130188285e-12,0.28623742044642103,5.4324560120625086e-09,9.811995432319685e-10,5.03205023050194e-10,0.0023528307986224097,6.397036451351843e-07,6.406183968888951e-09,1.1554079072617464e-05,1.3889123316470638e-06,1.1189885048770078e-14,1.4591482863106179e-07,1.429351750129348e-14,1.529000522132017e-15,2.3000186186781647e-15,7.972236984209803e-14,6.262815624074866e-11,2.8583154531671975e-09
0,1.09802846,814,297.19,478.0343468,101724.686,0.406418289,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",44.56816178304962,40.6418289,0.6870535049618729,0.027063832779583408,1.8095479632116893e-05,6.456591325775827e-07,7.671673912706193e-12,0.28420179607284657,9.417323743833202e-09,7.622283130060576e-10,1.1503221032414444e-09,0.0016508481181319024,4.8638863610392e-07,3.8929412005043535e-09,9.655273964254431e-06,9.409411363011536e-07,1.2433100809234458e-14,1.7747738398063972e-07,2.4935926228693664e-14,2.782237749352812e-15,2.3824293664588327e-14,2.2627516805741487e-13,1.260614035981569e-10,1.490841379923513e-09
0,1.101303302,812,297.21,478.9139327,101724.686,0.409270326,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",44.88501306825174,40.927032600000004,0.6866861594869561,0.027724500636487275,1.950509232768964e-05,5.856291240978592e-07,8.746759294985417e-12,0.28399928042354344,9.226457588074621e-09,7.137843403455981e-10,1.1582307392976337e-09,0.001559245465280412,4.614444921214237e-07,3.4590402369427e-09,9.187383074812674e-06,8.708308900977117e-07,1.160660426948885e-14,1.8753605151400028e-07,2.6235678702950645e-14,2.238750353862876e-15,2.6230187066148082e-14,2.4491544673868633e-13,1.3189831248634458e-10,1.373303201453414e-09
0,1.144506611,757,297.21,447.7755,101724.686,0.381853677,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",41.600969451601486,38.1853677,0.6831106089492252,0.03492875844413494,3.7036058025979837e-05,1.0712606089834877e-07,6.467570157780168e-11,0.281468458884697,5.052073878953147e-09,2.6456970752654204e-10,7.970037306786743e-10,0.0004053208066043055,3.7856171925480467e-06,3.6984666022795586e-10,3.395739882614018e-06,1.7291913034453802e-07,3.447849913880886e-14,4.234723287923346e-05,6.805058998265209e-10,4.951324405282276e-13,2.983667426937856e-13,3.1164766807349577e-13,5.843341346506567e-10,4.0801763161820634e-10
0,1.152092602,749,297.8613145,578.7259567,102071.3232,0.240504456,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",23.566263290296774,24.0504456,0.6795615359092761,0.03711112534897501,5.249613856091019e-05,9.19913614973328e-08,1.1115774758048203e-10,0.282829590778588,1.2052175559768581e-08,2.0287661548851826e-10,4.4966186049433e-10,0.0004332548469304574,1.0001309417436444e-06,2.2957874872876362e-10,1.4779534445230631e-06,1.842851124811368e-07,2.98508039165212e-14,9.22860590153826e-06,4.035306266129582e-11,1.7435937483563018e-12,3.1306612980045854e-12,2.1825379782928224e-12,7.64357076180512e-10,1.5366030095269334e-10
0,1.240922069,740,297.3282392,466.8547619,102071.3232,0.238367546,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",23.266453543270927,23.836754600000003,0.6716157878088195,0.04734653918350886,2.033603529115725e-05,1.5971136426757898e-08,6.745780117095575e-08,0.2761277475579969,2.13950310937059e-09,5.053685856942181e-11,1.6448892284378764e-10,6.908747516515132e-07,4.587095492516874e-06,3.673275043368413e-11,6.175020770828531e-09,4.335220572331887e-10,1.5594198088160447e-08,0.004878676828321655,2.064027330129209e-06,3.0533731335847785e-06,2.6670988840189312e-08,3.438608611693069e-13,3.825190662080313e-07,2.0150704705165253e-12
0,1.270049456,742,297.3016611,466.1780731,102071.3232,0.233071336,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",22.58900819420819,23.3071336,0.6680073194323599,0.0503051840869004,1.5721803100798463e-05,1.3275599134777167e-08,3.947943440918526e-08,0.2742826600380342,1.0495188237687435e-09,3.7619745219005434e-11,1.3259998216444812e-10,4.452133589319009e-07,3.5920316576450398e-06,1.7722767574325182e-11,4.362215350716896e-09,2.450584636939731e-10,2.366548133576662e-08,0.007378155955129221,3.23183486365606e-06,3.0516822496254485e-06,3.4589525869570375e-08,3.1153824605520853e-13,5.210649669387262e-07,2.290893898642905e-12
