,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,N2,AR,HE,H,O2,OH,O,H2,H2O,HO2,H2O2,CO,CO2,HCO,CH3,CH4,CH2O,T-CH2,S-CH2,C2H4,CH3O,C2H5,C2H6,CH,C2H2,C2H4OOH,OC2H3OOH,C2H3,CH2CHO,C2H4O,HCCO,CH2CO,C2H,CH2OH,CH3OH,CH3CHO,CH3CO,C2H5OH,CH2CH2OH,CH3CHOH,CH3CH2O,C3H4,C3H3,C3H5,C3H6,C3H8,I-C3H7,N-C3H7,C3H6OOH,OC3H5OOH,C4H10,PC4H9,SC4H9,C4H8,SC4H9O2,C4H8OOH1-3,NC4KET13,CHCHO,NO,N2O,NO2,NH3,HNO,N,N2H,NH2,NH,H2NO
0,1.1499367472,753,295.1190082645,583.3253443526,101325.0,0.4288611242,0.3,,,0.6758978150699332,2.1471109964345508e-15,2.389408850205286e-15,1.957239981809281e-05,1.990910698158527e-07,4.674942669529979e-09,7.228484272708716e-11,0.038502366549305105,0.28473178563451657,5.94609976315795e-10,6.596346295831465e-10,3.201156754164208e-13,4.78809357272231e-13,7.269539646369811e-15,1.1659908965970013e-14,2.0205207459880915e-14,1.9470021024508722e-14,7.219188121184062e-15,5.474101226168939e-15,1.2925710384394259e-14,5.979663109779718e-15,5.64033199464266e-15,1.936733655345328e-14,5.389582373484455e-15,1.3290401656557482e-14,5.122620049227326e-15,8.316791273689414e-15,5.1563404893892524e-15,7.540074889441625e-15,2.1324323562177494e-15,6.267062829762748e-15,6.220198946741359e-15,5.183587076144162e-15,7.365055833775692e-15,7.708070823852233e-15,7.334094702814954e-15,4.512602424205399e-15,1.1034629749769597e-14,8.440969015890627e-15,6.4230177691366505e-15,4.56243135294663e-15,7.986363409796756e-15,7.317011539066005e-15,5.575959126646028e-15,1.024566445859493e-14,8.512277834122852e-15,1.0405296428859706e-14,9.346152530116948e-15,4.5298410277045284e-15,8.394499740105372e-15,8.233246168513121e-15,1.2608347383571604e-14,8.428326264139011e-15,8.058933294189483e-15,9.062654999895763e-15,4.507581780540895e-15,8.406545338493647e-15,8.519662416190514e-15,0.0008339798471091359,1.1204766130526269e-06,7.453080830805163e-10,7.121648610180783e-06,6.023908832536108e-06,3.8156752027919067e-13,8.8251965448287e-13,1.9202522879857583e-12,2.8466073924289373e-12,8.620200439018776e-09
0,1.2011054653,743,295.444214876,579.4212121212,101325.0,0.4057283709,0.3,,,0.6700163836297556,1.916362113172258e-15,1.4635791064888087e-15,4.0558298319774937e-05,7.027170165586315e-08,6.422039486069491e-09,1.9290856001098378e-08,0.046862144082596716,0.2815815201336282,5.562606990770421e-10,3.907108684638994e-10,1.1908731207777326e-12,1.6048022201706638e-12,2.807673107614619e-16,8.48526351607141e-17,5.010431397401215e-15,-6.105333605344842e-16,1.229749657442204e-16,2.6338948786201637e-16,-2.1775440762291709e-16,1.7176646092593002e-16,1.0577849225242498e-16,-8.3943296907366625e-16,2.754188204297612e-16,-1.159736000372678e-16,2.9534999035509115e-16,1.1902674040786806e-16,2.81103110479195e-16,1.739794851424454e-16,2.054401450387689e-15,1.727152795041221e-16,1.7172837460673955e-16,2.9003659377307413e-16,1.6708077781090833e-16,3.536152718884525e-17,6.704646890155971e-17,2.291115948731695e-16,2.1365901584402816e-17,6.180257592021869e-17,1.7303493047178312e-16,1.8040559877932813e-16,1.209182689027851e-16,1.5731381972514939e-16,1.7006959178143362e-16,-3.910061351974362e-20,4.451466721671634e-17,-1.5465550957176077e-16,-1.1463897396919759e-16,1.5219083665871484e-16,1.242349964711244e-16,5.911737374851682e-17,1.1760969001016973e-16,-6.851647570874888e-17,3.139253372594359e-17,1.1494792036686275e-16,2.3947467906862937e-16,-4.607235060746006e-17,1.235751140757275e-16,5.146785548383401e-05,8.14461703195319e-06,5.695441484651072e-10,0.001438456080167681,4.2017662424558855e-07,7.3722575995770675e-09,1.7291273559540154e-12,2.556712159706556e-10,1.442390499128584e-10,7.998485729120581e-07
0,1.2508817745,743,295.6020661157,572.9549586777,101325.0,0.3813314728,0.3,,,0.6637018907693728,5.9807897971391896e-15,5.065542097442607e-15,2.0770108973714417e-05,1.879234381466856e-07,3.4183781399147193e-09,5.162063780912033e-08,0.0522686809702409,0.2784209346867083,1.4764715005721664e-09,4.347967642853715e-10,1.5624774336111884e-13,1.6451583284322e-13,9.362187895785535e-16,-4.890437117699709e-16,-1.3536461316135654e-15,-2.889030372610756e-16,1.616897243603232e-15,7.786122920849811e-16,-3.419628578572684e-16,1.4073746322200703e-15,1.941660602103906e-15,-1.6562981190196639e-15,9.201529536515202e-16,2.7420294566632152e-15,1.3756926904737865e-15,9.218641301423797e-16,1.1283728456897621e-15,8.534774626071661e-16,6.059160949380903e-15,1.3790223158683931e-15,1.4183237407681011e-15,1.2094800660571754e-15,9.112874122830413e-16,1.1992456379916898e-15,1.40902226527517e-15,2.0235602276349753e-15,-6.417768903760895e-16,5.448775250388885e-16,1.322677545442473e-15,2.06207447545833e-15,7.978645225816751e-16,9.831912937805365e-16,1.6831983730820728e-15,4.818517182377632e-16,1.4526538241805685e-15,1.7528389096783963e-15,8.031350021518584e-16,2.0816528135180527e-15,9.52853447540669e-16,9.722315157590362e-16,-9.694431616572564e-16,5.246131787879632e-16,1.4361106384438063e-15,4.594914268680808e-16,2.0536178460988927e-15,6.284954452817122e-16,9.97454298655792e-16,1.0101152385960493e-05,6.8974700742108715e-06,5.595318620472019e-10,0.005567176356188517,7.997302813158709e-08,1.7329015471955416e-07,8.221604177597171e-13,9.412715859749834e-10,1.7744153080367248e-09,3.0470727307169465e-06
0,1.2997257378,738,294.8111570248,536.135399449,101325.0,0.3551827151,0.3,,,0.6583758478084752,1.3739665316531145e-14,1.284135694205613e-14,1.2664268487299416e-05,2.987091076708831e-07,1.4007070960979545e-09,3.777348359058242e-08,0.05565004045541382,0.2753498919697071,2.602000183555659e-09,1.358594665611442e-09,1.9733573631061256e-13,2.33973960167805e-13,2.006548205049085e-15,3.2524228866266568e-15,-7.839138204940533e-15,4.028650503826005e-15,2.2351076153396407e-15,8.871647673973804e-16,3.8062372855402315e-15,1.707412035527129e-15,1.589202380870679e-15,1.7768068240593488e-15,9.058449085861379e-16,3.844264049289154e-15,1.0517555146803387e-15,2.2236823055744945e-15,9.223976220178036e-16,2.0137867167119123e-15,1.3826920493977705e-14,1.6599685937811593e-15,1.620562014738002e-15,9.570590815038795e-16,1.9814725246007794e-15,1.7520007220998668e-15,1.4700079994185898e-15,1.1392697968409015e-15,3.92344704338661e-15,2.1446949102193606e-15,1.7008133218421929e-15,1.2036401382901465e-15,2.0011783616482272e-15,1.910260107030909e-15,1.4569174421303326e-15,2.3060126117239187e-15,1.4859541562012982e-15,1.3459981960907654e-15,2.1955712450579163e-15,1.3218959025628556e-15,2.232204762014703e-15,1.7857540654178142e-15,3.321092876021885e-15,2.0155988874728944e-15,1.7405517499708898e-15,2.2884262217232133e-15,1.1513664476896416e-15,1.8897684219849206e-15,1.8892520013992276e-15,4.871404665621987e-06,5.588517244839699e-06,4.969426238757772e-10,0.01059437042608887,4.4829100200249345e-08,2.558994007572039e-07,3.367671339864427e-13,3.584521930749038e-10,2.9429571571041156e-09,6.078778286330553e-06
0,1.3506726631,732,296.0210743802,517.000137741,101325.0,0.3305668853,0.3,,,0.6524372377586886,2.3987967324091962e-15,2.500661553839933e-15,8.625115349552783e-06,3.429793511139939e-07,6.923366511639774e-10,2.308798058917873e-08,0.05875563280405461,0.27245454578835726,3.06850423526647e-09,2.9045428363307097e-09,-3.286711103996181e-13,-2.8586300582750516e-13,1.2270341437332473e-15,7.009885713721891e-16,-9.783575095297094e-15,-1.3449691579073025e-15,8.719615572302588e-16,2.0155232877562692e-15,-2.412717224437755e-16,1.2924746003819452e-15,1.209076045533089e-15,-2.2347305814232003e-16,1.9986831315393984e-15,-9.965107259116193e-17,1.7054306292451201e-15,1.0159502789499638e-15,1.9859608298022285e-15,1.2355686770975659e-15,2.3546995336272734e-15,1.3179389895075536e-15,1.3274699599789982e-15,1.9388832300813476e-15,1.2274151091069326e-15,1.0380736208881194e-15,1.1797567570100748e-15,1.4686984289878495e-15,4.3363148694737176e-16,1.1914297376898673e-15,1.3101675425153317e-15,1.4329686630933616e-15,1.1473366268399613e-15,1.2317515964895615e-15,1.3605442818039703e-15,7.299847985395823e-16,9.24061496469442e-16,6.517146112670363e-16,9.409795306583595e-16,1.3260047292724931e-15,1.0240461787915446e-15,1.0225548446919965e-15,1.1274491755712558e-15,1.122285252518326e-15,9.867858956650103e-16,1.2041640865885058e-15,1.3919140850917576e-15,1.127834095064641e-15,1.026030552603798e-15,2.9022960587769186e-06,4.499584102334754e-06,3.378190466491037e-10,0.016326335171264493,2.919965271917778e-08,2.836498987831132e-07,1.8220693902074294e-13,2.2083197641113064e-10,4.3801985868001676e-09,9.530961397734221e-06
