,phi,grid,T_in,P,blend,fuel,oxidizer,T_max,flame_speed
0,0.9,822,298,500000.0,1cfd_5atm,"NH3: 0, CH4: 1","O2: 0.21, N2: 0.79",2151.9584157528166,0.16403617167122794
0,0.9,821,298,500000.0,1cfd_5atm,"NH3: 1, CH4: 1.579658482","O2: 0.21, N2: 0.79",2106.4060577294013,0.10702690101277579
0,0.9,744,298,500000.0,1cfd_5atm,"NH3: 1, CH4: 0.592371931","O2: 0.21, N2: 0.79",2071.7383025095423,0.08337022331388931
0,0.9,804,298,500000.0,1cfd_5atm,"NH3: 1, CH4: 0.263276414","O2: 0.21, N2: 0.79",2039.0043609028507,0.06605868798581219
0,0.9,756,298,500000.0,1cfd_5atm,"NH3: 1, CH4: 0.098728655","O2: 0.21, N2: 0.79",2007.7172131186871,0.05187232084260477
0,0.9,718,298,500000.0,1cfd_5atm,"NH3: 1, CH4: 0","O2: 0.21, N2: 0.79",1977.6357903567498,0.03976927100381199
