,phi,grid,T_in,P,blend,fuel,flame_speed,oxidizer.O2,oxidizer.N2
0,0.8,51,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.4256090543904012,0.21,0.79
0,0.9,49,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.5316756374197835,0.21,0.79
0,1.0,49,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6140542413493197,0.21,0.79
0,1.1,47,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6718792173507403,0.21,0.79
0,1.2,47,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6747511051242707,0.21,0.79
0,1.3,46,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6270240366382748,0.21,0.79
0,1.4,45,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.5681299154868014,0.21,0.79
