,phi,grid,T_in,P,blend,fuel,flame_speed,oxidizer.O2,oxidizer.N2
0,0.8,48,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.3270627914417563,0.21,0.79
0,0.9,50,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.39988392750948104,0.21,0.79
0,1.0,52,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.47345720369734534,0.21,0.79
0,1.1,48,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.5283990131183236,0.21,0.79
0,1.2,47,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.5285518151046736,0.21,0.79
0,1.3,47,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.4864835878411674,0.21,0.79
0,1.4,47,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.4237664358668058,0.21,0.79
