,phi,grid,T_in,P,blend,fuel,flame_speed,oxidizer.O2,oxidizer.N2
0,0.8,49,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.3808981574248712,0.21,0.79
0,0.9,49,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.48087886157162196,0.21,0.79
0,1.0,46,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.5589471725924162,0.21,0.79
0,1.1,46,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6248662029826776,0.21,0.79
0,1.2,46,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6523750100018073,0.21,0.79
0,1.3,46,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.6366391495135687,0.21,0.79
0,1.4,44,298,100000.0,0.6H2_0.4NH3,"H2: 0.6, NH3: 0.4",0.5810502836553136,0.21,0.79
