phi,phi Er,fuel,blend,T_in,T,U,P,CO,CO Er,H2O,H2O Er,NO,NO Er,NO2,NO2 Er,N2O,N2O Er,NH3,NH3 Er,O2,O2 Er,dynamic_viscosity,Re
0.662449086,0.001933333,"CH4: 0.612351787, NH3: 0.387648213",0.2CH4,296.7,535.2123656,0.288062315,101351.357,7.795509589,138.4465871,124163.964,10916.31383,3758.725832,204.4206772,119.6332599,31.73695215,26.2368104,27.728015938493+B2,0.960210293,0.569184298,5.434470179,0.732773278,0.158622971,786.0578045
