,phi,grid,T_in,T,P,vel,blend,N2,AR,HE,H,O2,OH,O,H2,H2O,HO2,H2O2,CO,CO2,HCO,CH3,CH4,CH2O,T-CH2,S-CH2,C2H4,CH3O,C2H5,C2H6,CH,C2H2,C2H4OOH,OC2H3OOH,C2H3,CH2CHO,C2H4O,HCCO,CH2CO,C2H,CH2OH,CH3OH,CH3CHO,CH3CO,C2H5OH,CH2CH2OH,CH3CHOH,CH3CH2O,C3H4,C3H3,C3H5,C3H6,C3H8,I-C3H7,N-C3H7,C3H6OOH,OC3H5OOH,C4H10,PC4H9,SC4H9,C4H8,SC4H9O2,C4H8OOH1-3,NC4KET13,CHCHO,NO,N2O,NO2,NH3,HNO,N,N2H,NH2,NH,H2NO,fuel.NH3,fuel.H2,oxidizer.O2,oxidizer.N2
0,1.053619005,907,297.24,480.1584582,101724.686,0.405951996,0.2,0.6921241460241399,-1.5302064803944337e-15,-3.719346896621618e-15,2.06735452642566e-06,1.8430129813293374e-06,2.2921756604603652e-09,4.2403699867215834e-13,0.018513132094559848,0.28730228450244205,5.249586277173576e-10,1.1633570033334492e-09,1.178794171632339e-13,4.822719816468356e-13,-4.3327446664291626e-16,-1.0182442291666047e-15,-7.640892379003713e-16,-2.5730459108203576e-15,-1.0840503304759155e-15,6.087522372036741e-16,-1.9171877741981295e-15,-3.73136082022078e-16,-3.9395243546173456e-16,-1.1536580150748327e-16,6.024346441038042e-16,-2.1373827836540403e-15,4.2062593994413374e-16,-3.526119755678252e-16,5.929422918246944e-16,-4.2142710021907393e-16,-1.190324155823775e-15,-2.873978221937713e-16,-2.608296212334281e-16,5.782011786773789e-16,-4.151780542746946e-16,-3.884367436068011e-16,-8.050734988028334e-17,1.7086942893703565e-16,-2.069942428984897e-15,-3.7815705002512577e-16,-2.959649760531467e-16,-2.793413602190887e-17,-4.1840408553223914e-16,-3.685990331006874e-16,-1.9952670373125414e-16,-9.057797949710677e-16,-4.3925346275537233e-16,-4.93964072773924e-16,-2.853202952232399e-16,-3.233735053334401e-16,-3.563122772170967e-16,-5.676974701363334e-16,-4.986030522023875e-16,-3.504845215029207e-16,-3.8269086783348997e-16,-3.7892986881561996e-16,-4.2221140948323396e-17,-6.956273914199819e-16,-4.1111462676221645e-16,0.0020382985685502195,2.156728370671769e-06,1.3125894804573127e-08,5.499103134475181e-07,1.5504554005772673e-05,5.426024297684152e-16,2.964729919554059e-14,5.359343070218579e-15,1.224595433088854e-14,1.426781267500007e-10,0.8,0.2,0.21,0.79
0,1.07438295,887,297.0366815,475.6795387,102071.3232,0.264841378,0.2,0.690573428971736,-5.151361520136168e-14,-4.7355879537291935e-14,1.7961245439982383e-06,9.115498978383962e-07,1.044712619050909e-09,2.28945556703546e-13,0.02080372641220338,0.28703295281652585,2.979625620506689e-10,7.509950296582602e-10,-1.5598383380637638e-12,-4.1127074164448375e-12,-8.5444874932213e-15,-1.9134492278273737e-14,-2.332428475185946e-14,-3.421885725390567e-14,-1.384548414617072e-14,6.449819986700303e-16,-1.5632389583575942e-14,-7.76637153510336e-15,-9.77044771680668e-15,1.098101316887053e-14,7.479495356486069e-16,-4.0483201138659084e-14,1.7322044445704175e-15,-1.172562782111915e-14,1.006075452400922e-15,-9.290465743630742e-15,-5.222217377389122e-14,-7.357565373565398e-15,-6.644787664521084e-15,1.3055393339078107e-15,-1.0002827142976398e-14,-8.591030099404413e-15,-4.016397064785937e-15,-1.4784719511801075e-15,-3.247670612927194e-14,-1.0675210079993477e-14,-7.417617754006097e-15,-3.693869894004504e-15,-1.018896490496568e-14,-9.120824571042839e-15,-5.819882704764539e-15,-1.1649324927059437e-14,-8.710152361266247e-15,-9.497455879794926e-15,-1.2978451398809085e-14,-7.952902769060911e-15,-1.1491987264547164e-14,-3.634077134644706e-15,-8.378337853823163e-15,-1.3137640874824692e-14,-7.909911909533516e-15,-9.963853604173465e-15,-4.671103175817136e-15,-1.6685059596836853e-14,-8.817536463823903e-15,0.0015720442025191714,1.7115655233066054e-06,6.842785877706676e-09,7.217872659667719e-07,1.269752916140439e-05,1.8453879588436693e-15,2.404223527772391e-14,4.742371218584077e-15,1.0805712667375445e-14,1.1015075023733052e-10,0.8,0.2,0.21,0.79
0,1.077042108,874,297.0077519,474.9684109,102071.3232,0.264314906,0.2,0.6903251698377283,5.053572295213532e-15,1.6565647935392587e-15,1.973963691539764e-06,8.364294790078625e-07,1.0563098802364177e-09,2.8039085157009444e-13,0.02126472042240499,0.2869037070165421,3.163880293414728e-10,7.538794973658784e-10,3.4020173968009876e-14,4.547531825650061e-13,-3.361269380489379e-16,-2.956568369110807e-16,9.46948042591991e-16,-5.037324152402026e-16,-2.6453176065582697e-16,-3.9636201487315144e-16,-9.636314331385574e-16,-3.102692312783075e-16,-1.9100860059938963e-16,-8.097245238663126e-16,-4.081397633410222e-16,4.2828185101108386e-17,-6.909421757510038e-16,-3.6272856578146483e-16,-4.251064047400672e-16,-3.128005441265756e-16,5.4462733907425455e-15,-3.4722855012166527e-16,-3.436240828506832e-16,-4.637191795414749e-16,-3.2093669962494234e-16,-5.084035062984851e-16,-5.260686621474074e-16,-4.790501873368196e-16,2.5916279677465773e-16,-2.6445020625191984e-16,-3.334676705715288e-16,-3.684373168404309e-16,-3.1625806745422185e-16,-3.283910226194157e-16,-3.609953045696356e-16,-4.772082711470834e-16,-2.6151674284139933e-16,-2.872880982357304e-16,-5.449940853539801e-16,-1.739918542126769e-16,-3.5808577871375e-16,-9.342020762859927e-16,-3.2092127203607757e-16,-2.461780618876851e-16,-3.4747618853103087e-16,-1.9432760988478763e-16,-2.601460183608811e-16,-5.204108165619988e-18,-4.017809027052201e-16,0.0014887884435525688,1.6350840820584174e-06,6.407995877892993e-09,7.582962838835557e-07,1.2401859471974219e-05,-5.581337313984715e-16,2.487204670539715e-14,2.2418243691959312e-15,9.333854637939353e-15,1.1138785204157282e-10,0.8,0.2,0.21,0.79
0,1.09802846,885,297.19,478.0343468,101724.686,0.406418289,0.2,0.6879070584582514,-2.0243413836659674e-15,-2.917298853712671e-15,1.130736049765644e-05,3.1329736679184563e-07,2.2847576856920278e-09,2.3186117090982995e-11,0.026313500103375066,0.2851112443816923,1.2079146400365076e-09,9.366243620574308e-10,-2.745697994206664e-13,-6.204503236013111e-13,-6.375014299332629e-16,-5.497205336191653e-16,1.0237030130578786e-14,-8.436411813656222e-16,-1.8393371086213779e-16,-1.0095863068915628e-15,-2.85235510857302e-16,-5.185415946782868e-16,-3.984160671389545e-16,1.6070620871680645e-16,-9.932238942629892e-16,1.4085622099085568e-15,-5.242408188622935e-16,-9.1515650093666e-16,-1.0020585302852793e-15,-5.363793342081955e-16,-2.1243923246166848e-15,-4.714717456323101e-16,-4.734461597851615e-16,-9.22825981372148e-16,-5.615437185384982e-16,-6.00661069394461e-16,-5.223420496935044e-16,-3.875534951337929e-16,-1.1589261769350852e-15,-5.623864692698301e-16,-4.753117576017847e-16,-4.0450691548869924e-16,-6.354350845654936e-16,-5.659819102716186e-16,-4.671100523164935e-16,-1.0659997657078226e-15,-6.487480898930202e-16,-1.0301764650682272e-15,-8.787659396802021e-16,-3.414407360708833e-16,-9.16406604284008e-16,-7.363191872373197e-16,-1.0440640269261803e-15,-3.455240096822383e-16,-5.406112625074426e-16,-5.475922174471608e-16,-3.1410525662065887e-16,-3.160437996696565e-16,-4.325207082142207e-16,0.0005785187472381058,2.9425470916019986e-06,2.2520512697634768e-09,6.820590938899956e-05,6.829550432662801e-06,2.2682782284198805e-14,1.517105019661635e-13,1.4392515190777995e-13,1.4112113974422676e-13,7.294058769269083e-08,0.8,0.2,0.21,0.79
0,1.101303302,885,297.21,478.9139327,101724.686,0.409270326,0.2,0.687559672446373,1.058460507818767e-14,6.3748937611909534e-15,1.3499085098546029e-05,2.624209842463517e-07,2.3309202253977015e-09,3.999002069917861e-11,0.026882799351678494,0.284941762777341,1.2948657596844825e-09,9.010466266236556e-10,-4.237132256712958e-13,-6.824010659505825e-13,2.0910673024454124e-17,8.617488636938474e-17,-2.02126598052621e-15,3.1968467274749327e-16,2.743759362132354e-17,6.49164617435751e-17,2.6905318568225486e-16,4.049949981217347e-17,1.09529098275357e-18,6.37492787287115e-16,5.922796145692135e-17,-4.327765006676856e-16,2.864055369145349e-17,2.294039721791491e-16,6.354387028352299e-17,5.292712004892125e-17,1.1115883341162256e-14,1.6930746898227994e-17,1.734948055449384e-17,4.174077438899629e-17,6.076469863509376e-17,5.4920416620559386e-17,2.7095110141587003e-17,-1.789631104197944e-17,3.264467817941882e-16,9.809118949664492e-17,2.330151364914156e-17,-6.937030407239749e-18,9.424957029595857e-17,6.295153714174808e-17,1.1673583569072536e-17,2.4017766786241553e-16,7.063731301942179e-17,1.3607530177977824e-16,2.6460264419906244e-16,1.5949522665787016e-17,2.3766983493446603e-16,1.6815132072502954e-17,2.476598665766153e-16,8.959009489778265e-17,4.2352982855327726e-17,9.097873254688307e-17,-4.3641092054563255e-17,1.2324074557163632e-16,5.356884024340868e-17,0.00047186187635918115,4.17173399338861e-06,1.7329977326231818e-09,0.00012010372291101828,5.7403884793014035e-06,5.241409577279481e-14,1.8455119514762468e-13,2.4195962811062016e-13,1.9815307734887424e-13,1.198973610682002e-07,0.8,0.2,0.21,0.79
0,1.144506611,912,297.21,447.7755,101724.686,0.381853677,0.2,0.6831462423968606,4.4816361980646385e-15,3.873975242615651e-15,1.838384898773623e-05,1.7823042500971227e-07,2.807637414720516e-09,1.278711111237365e-08,0.03176067760513438,0.28226043877198176,2.424479007494252e-09,6.557846422681822e-10,-3.8381045805520513e-13,-6.650450728307275e-13,4.936095846649398e-15,5.6269489487749525e-15,9.019287810816453e-14,-1.6197638232902052e-16,6.362333972883735e-15,3.0079763521185442e-15,4.732257589048448e-15,4.854443256468365e-15,6.3450016912879204e-15,1.333568664069529e-14,3.169273963191445e-15,1.4696103869265686e-14,7.12662359765407e-15,3.2677946331909887e-15,3.0182669277175625e-15,5.053672559424128e-15,4.754271852548582e-15,6.15283347366607e-15,6.241891290330261e-15,4.048915157567181e-15,4.733396092102846e-15,5.861914132335908e-15,5.44473719353731e-15,5.726571521425244e-15,4.62212897126952e-15,4.563637931157627e-15,6.0582503181695754e-15,6.3550830074957415e-15,4.6647689545222726e-15,5.219477904553964e-15,6.599636962916262e-15,2.032336683603491e-15,3.9632313753071225e-15,1.7183852932594364e-15,2.9096209421483834e-15,4.212986328147651e-15,3.3028904961145278e-15,4.674640594801621e-15,4.388386475698687e-15,5.0316185915128796e-15,5.172331820986806e-15,3.949340772445465e-15,4.526310393128793e-15,4.605460268281838e-15,6.445665088351062e-15,3.326265812736552e-05,1.1929158096222742e-05,3.975215234994731e-09,0.002766509186255522,5.3207203607648e-07,3.789141625057226e-09,1.5768193112027246e-13,1.407644606583771e-12,5.3973477754757234e-11,1.8195779144950779e-06,0.8,0.2,0.21,0.79
0,1.152092602,898,297.8613145,578.7259567,102071.3232,0.240504456,0.2,0.6799424310470202,-4.905151821228699e-14,-5.1145752138188687e-14,2.380689265940262e-05,8.60669583091233e-08,4.6481261968498516e-09,1.4577235277927523e-08,0.03492760348567089,0.28343094895390397,6.805179091916347e-10,3.8864884025134105e-10,1.0319557590127244e-13,8.69674206195743e-14,-5.323690391282205e-14,-5.6342188765107653e-14,-1.137108334528895e-13,-7.331537290077617e-14,-6.46237792523812e-14,-4.041016001136133e-14,-7.36013951430954e-14,-5.503343571370852e-14,-6.05735123786474e-14,-1.2306671386310365e-13,-4.1184445050007605e-14,-5.301282893693006e-14,-4.3972433586284446e-14,-5.431086618503331e-14,-4.253108815399055e-14,-5.3273192510789124e-14,-4.867013074516487e-14,-5.4594539573994526e-14,-5.443821276270012e-14,-4.30297607302639e-14,-5.340431960355229e-14,-5.601078132354445e-14,-5.4334724856361526e-14,-5.155664789882908e-14,-5.441155289464734e-14,-5.112203582557894e-14,-5.4428822604058404e-14,-5.426297359481468e-14,-5.2456309984466754e-14,-5.316793453156957e-14,-5.480614424997929e-14,-5.348254800354931e-14,-5.637372138961102e-14,-6.346136137524339e-14,-5.24597524228642e-14,-5.50818152195697e-14,-5.4101516985722706e-14,-5.3453509105469404e-14,-4.9151339291966455e-14,-5.176727366750751e-14,-5.606555780475979e-14,-4.990141499717724e-14,-5.138661413437216e-14,-5.2590519715162864e-14,-5.624037206162288e-14,3.4724153850619326e-05,8.26545378891552e-06,5.123566077795315e-10,0.0016310602665618073,2.845020018109697e-07,6.282533904265377e-09,9.742197165884213e-13,2.835698025483505e-10,1.780012473488122e-10,7.616280783444512e-07,0.8,0.2,0.21,0.79
0,1.199645936,885,297.6809917,573.1913223,102071.3232,0.231748139,0.2,0.6737784548068093,-1.096954751856479e-15,-1.796726288896107e-15,1.057210932378325e-05,2.201379755040683e-07,1.909518920885329e-09,2.8442291357347736e-08,0.039083696471278156,0.2804703813475548,1.6761792382476431e-09,7.720962291058622e-10,-8.03013436082353e-13,-1.1500066089497728e-12,9.127193127941312e-17,9.49551982434812e-16,-1.4581509888793318e-14,8.694533526891223e-16,-7.2301468482616e-16,6.718190861787942e-16,-1.2506067871296351e-15,-2.256902489152474e-16,-5.551575013794554e-16,-3.907753879396792e-15,6.00163392580538e-16,-2.153855694960344e-15,3.237872066303519e-16,-1.7209004450074085e-16,3.5088632665732733e-16,2.7959374905771747e-16,-1.064277578268627e-15,-5.428772938086635e-17,-6.2898446134206e-17,4.3522219078312914e-16,2.1881023283031648e-16,1.5871857207313578e-16,7.335243008127906e-17,-2.3032408085361605e-16,1.0478325803580963e-15,5.884523975570283e-16,-1.7007849998728606e-17,-3.9629058955286616e-16,3.119851422107208e-16,2.002752175499492e-16,-2.2278468279467706e-16,5.7848256434565e-16,1.0502461299525147e-16,-1.4216237591287074e-16,1.0839972951700121e-15,-4.478967095295598e-16,-1.3501279191779705e-16,2.6791098326492753e-16,1.4609455821083505e-15,4.951860677542428e-16,2.858782122480799e-16,7.58108107888871e-16,-2.414122159405427e-16,4.685751504040995e-16,-5.622322531679095e-17,7.185116065228156e-06,7.042170665485295e-06,4.313808444269797e-10,0.006638454967650831,5.592252119610355e-08,1.0993325481908077e-07,4.236416450251843e-13,1.2506337839648602e-09,2.5734223688256616e-09,3.7899629233075013e-06,0.8,0.2,0.21,0.79
0,1.240922069,857,297.3282392,466.8547619,102071.3232,0.238367546,0.2,0.6708676425523531,-6.743401589891378e-15,-3.696359922680975e-14,6.513689641303376e-06,4.219670911836525e-07,7.647264200987549e-10,2.1022660891547414e-08,0.039614225545282426,0.2773643536655191,4.807632688614414e-09,4.794286265665408e-09,1.1757980181466386e-12,2.703513779853833e-12,-5.358122299431413e-15,-7.47138030602925e-15,-2.899998060074971e-13,-2.2929527660284857e-14,-9.162736404567675e-15,8.90705988993272e-17,-1.3843859244525324e-14,-5.715231243299927e-15,-5.3842430859550095e-15,-2.2500086816256803e-14,-2.549317643462873e-16,-1.2142641035800523e-14,-6.5543901021421845e-15,-5.4689998309730445e-15,-8.904757288877667e-17,-5.246553845208822e-15,-4.5631773149301304e-15,-5.6572498132033655e-15,-5.6576116492672545e-15,-1.741677790892962e-15,-5.419687980506131e-15,-7.005974319420866e-15,-5.639972539796031e-15,-5.938589462713496e-15,-3.637497626043921e-15,-3.825413794184952e-15,-5.534834423868576e-15,-5.880180694863017e-15,-5.642294391466001e-15,-5.465617870891536e-15,-5.826977474275865e-15,-8.141043971123744e-15,-8.033956726934454e-15,-1.0349436625753248e-14,-8.188024605097165e-15,-4.7484809339300514e-15,-5.194406589718371e-15,-7.933524639953262e-15,-1.3633588157971159e-15,-3.570174322525868e-15,-5.77935289911025e-15,-2.278718642908249e-15,-5.098111878983412e-15,-3.3360377071816486e-15,-7.03938062378113e-15,3.939724302345738e-06,6.273938319920495e-06,1.278555471664438e-09,0.012128572359726121,5.130097555134888e-08,1.1491477531472647e-07,7.035827365457921e-14,2.0862712730026703e-11,1.826323564818289e-09,7.85582363020796e-06,0.8,0.2,0.21,0.79
0,1.270049456,833,297.3016611,466.1780731,102071.3232,0.233071336,0.2,0.6671019978592309,-2.3968508769160088e-15,-2.517939241698077e-15,5.0701163162869615e-06,4.716970819255659e-07,5.025665320858866e-10,1.4755607553784629e-08,0.04098905338300862,0.27578293634179235,5.0841331583307656e-09,7.767657513856429e-09,3.6842241752466737e-13,4.969642098264579e-13,-4.443814651829432e-16,-3.20909127264528e-17,-5.3911810885711154e-14,1.9349472776129725e-15,8.704778867830024e-16,-2.260463522060201e-15,-2.152638473735603e-15,-3.887953715940522e-16,-2.3730852734892064e-16,-8.449827610097431e-15,-2.176668905005989e-15,-2.199647978028976e-15,-1.8152929024934275e-16,-8.644036247733496e-16,-2.2070811585548346e-15,-4.3421876853064787e-16,-2.6152896073920152e-15,-2.885552217472452e-16,-2.7670506226162947e-16,-1.8087697166328534e-15,-4.675555392153575e-16,-9.754787549961005e-16,-5.993585617611348e-16,-4.878235514763971e-17,-2.663071405824004e-15,-4.669851277805087e-16,-3.0319237478700042e-16,-1.4389921414032492e-16,-5.740835346758944e-16,-4.486750881351278e-16,-2.420743253560892e-16,-1.631062511814461e-15,-8.162625459574601e-16,-1.3061366076222713e-15,-1.3301854491880774e-15,-3.40694295728972e-16,-8.95967991747307e-16,-7.218580498647083e-16,-6.774518836257064e-16,-4.878724995054306e-16,-8.120003603424719e-16,-3.592581677694215e-16,-9.211445232108031e-17,-5.9696319369256625e-16,-1.1557323214267018e-15,2.7748245394205826e-06,5.57730813836031e-06,8.07425401928591e-10,0.016100955120643787,3.625656985311917e-08,1.404769917403109e-07,5.167089575155976e-14,2.5051238301675584e-11,3.0088636410639197e-09,1.0954663566602357e-05,0.8,0.2,0.21,0.79
