,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,strain_t1,strain_t2,AR,N2,HE,H2,H,O2,O,H2O,OH,H2O2,HO2,CO,CO2,HOCO,CH4,CH3,CH2,CH2(S),C,CH,CH3O2H,CH3O2,CH3OH,CH3O,CH2OH,CH2O,HCO,HO2CHO,HOCHO,OCHO,C2H6,C2H5,C2H5O2H,C2H5O2,C2H4,C2H3,C2H2,C2H,C2H5OH,C2H5O,PC2H4OH,SC2H4OH,C2H4O2H,C2H4O1-2,C2H3O1-2,CH3CHO,CH3CO,CH2CHO,CH2CO,HCCO,CH3CO3,CH3CO3H,CH2OHCHO,CHOCHO,O2C2H4O2H,HO2CH2CHO,CH3OCHO,CH3OCO,C3H8,IC3H7,NC3H7,C3H6,C3H5-A,C3H5-S,C3H5-T,C3H5O,C3H6O,CH3CHCHO,AC4H7OOH,CH3CHCO,AC3H5OOH,C3H6OH1-2,C3H6OH2-1,HOC3H6O2,SC3H5OH,C3H5OH,CH2CCH2OH,C3H4-P,C3H4-A,C3H3,C3H2,C2H5CHO,CH2CH2CHO,RALD3,C2H3CHO,CH3COCH3,CH3COCH2,NC4H10,PC4H9,SC4H9,IC4H10,IC4H9,TC4H9,IC4H8,IC4H7,IC4H7O,C4H8-1,C4H8-2,C4H71-3,C4H71-4,C4H71-O,C4H6,C4H5,C4H4,C4H3,C4H2,C6H6,FULVENE,C6H5,C5H6,C5H5,MCPTD,C10H8,NO,N2O,NO2,HNO,HNO2,HONO,HONO2,N2H2,H2NN,NH2OH,HNOH,NH3,N2H4,N,NO3,NH,NNH,NH2,H2NO,N2H3,HCN,HNC,HNCO,HCNO,HOCN,CH2NO,CH3NO,CH3NO2,CH3ONO,CH3ONO2,CH3CN,CN,NCN,NCO,HNCN,H2CN,HCNH,C2N2,CH2CN,CH2NH,CH3NH2,CH2NH2,CH3NH
0,1.299281624,450,297.3284152,595.1865371,101375.3824,0.395196882,0.2NH3,"CH4:0.612224535086828 , NH3:0.387775464913172","O2: 0.21, N2: 0.79",41.84427031410246,39.519688200000004,-8.80585294699675e-15,0.6711477753483964,-8.422173917984984e-15,0.04143876952414624,2.5451229545957343e-05,6.33095478390345e-08,4.3278783351287364e-10,0.19153617253090155,2.943241815473161e-09,8.669279197475491e-11,3.2484867991844065e-10,0.044303797853580296,0.050324599874872006,2.8289281390182066e-09,1.5599115368940375e-07,3.6374612334959773e-10,1.079266655564625e-14,8.940767517862159e-16,6.947738945073465e-16,9.223798377960765e-16,2.2834264599092095e-14,1.6635661854777178e-15,7.86483528745011e-10,3.921470139493613e-11,2.0404668560379015e-10,1.934756458376238e-07,7.922612127162346e-07,2.4017473944588135e-15,1.605845536662503e-11,1.4882311662498927e-14,4.359783611339751e-10,3.656628051567791e-12,7.417763087286327e-16,3.026034325522589e-15,3.2197204861726205e-10,4.1468298462581396e-11,5.238103518273833e-09,8.319860586296023e-16,1.8547654393479364e-12,8.8804779669732e-16,1.0013573374363889e-14,3.7632448805602917e-13,8.105084902729641e-16,1.0873156041068537e-14,8.920422468412453e-16,6.68405650022419e-11,1.8976366872117175e-13,5.930107761622436e-13,3.316998616935378e-10,1.220630976040635e-14,1.153322622960634e-15,-8.802307005123027e-15,4.483380815189961e-13,3.4046573497737257e-09,6.651592322312223e-16,6.698947259545487e-16,1.6101127712790202e-11,1.8769155009060156e-15,3.4361291700971096e-14,9.076668904772849e-16,6.914013107564611e-16,4.208886799567071e-15,7.072765104213615e-16,7.193221199971701e-16,6.734368449258884e-16,8.010030445330394e-16,9.624118232995114e-16,2.8481571066185865e-12,7.475085005619643e-16,1.2402346474038697e-13,7.325863818252613e-16,7.877171279882646e-16,8.0920699738281465e-16,6.081510551075082e-16,9.3558441832468e-16,9.653970193947248e-16,7.180075895651939e-16,9.00912049081996e-16,8.469480264054588e-16,6.789059785311452e-16,1.0600979791855902e-15,1.8456980956290598e-14,1.0088033460781036e-15,2.7532303474850514e-15,4.374733879679622e-12,1.5637111353769143e-15,7.884300611099843e-16,1.913782625106312e-15,7.288459027616065e-16,8.316689128500845e-16,1.508667828151396e-15,7.245517220602304e-16,9.855704796394102e-16,7.769039329269406e-16,7.345213777483337e-16,7.63694411384994e-16,8.167316665942029e-16,9.897970140056686e-16,7.00319064603623e-16,6.731833399593586e-16,8.893652607032194e-16,1.31255600874674e-15,6.914390854956668e-16,9.813080240067897e-16,6.846302023731232e-16,8.012465506561566e-16,-4.2132595108881954e-17,9.40848418718911e-16,8.063971338834684e-16,1.515040849042454e-15,6.97348835586799e-16,7.460531172145946e-16,9.290233619523529e-16,0.00022928905257394512,1.2329478610110174e-05,1.529139925596613e-10,1.6173591541020067e-06,5.795956219800395e-12,4.5780656265664315e-08,1.0317591740358903e-13,1.0417626625255308e-11,2.79552900524432e-12,1.1226702600139067e-09,3.125866875119315e-11,0.00027790253745516724,2.9600545091136933e-09,5.965080959519832e-11,6.683224609785845e-16,1.4131538076363818e-10,1.3327529506111508e-12,4.063017857017622e-08,4.100305816583309e-10,2.8637569538626515e-14,0.000686865980662196,1.3136133130669958e-07,3.7921826221931834e-06,4.006542489972567e-12,3.676281354814198e-11,2.818864746952342e-12,1.058990313724955e-10,4.8425785463280797e-14,3.2992144390121857e-10,9.293660332411278e-16,4.6042017870145373e-11,1.55760938652139e-13,1.4087544067880432e-13,2.3464463995650774e-12,3.478180600804025e-12,9.855059278072685e-06,3.346681467892165e-07,7.512943542716969e-10,1.2213222963747385e-15,3.076442662435086e-10,7.193688977517669e-11,5.110198557716565e-11,8.497308266202197e-13
0,1.299281624,322,297.3284152,595.1865371,101375.3824,0.395196882,0.2NH3,"CH4:0.612224535086828 , NH3:0.387775464913172","O2: 0.21, N2: 0.79",41.66383796684386,39.519688200000004,-1.3445494923576874e-14,0.6711853648356058,-1.2834321834183855e-14,0.04145743984494656,2.4350033356837795e-05,6.306949109547181e-08,4.252920530124115e-10,0.1914007016931995,2.8179836706502386e-09,8.504448782975545e-11,3.2574075003980273e-10,0.044310881519467715,0.05034073690945577,2.73891782978053e-09,1.7603167260978926e-07,3.676627042053289e-10,9.168245667453881e-15,-1.3813382720612736e-15,-1.085072433492454e-15,-1.3506990908050282e-15,2.103212310397138e-14,-1.0429467300852418e-17,8.046203371325952e-10,3.839842085273952e-11,2.016116127473003e-10,1.9148961195183945e-07,7.842898504425893e-07,3.683111994803668e-17,1.6179828830811496e-11,1.199027350587927e-14,5.906512710743113e-10,4.988501176827455e-12,-6.936563091515831e-16,2.5129799612710893e-15,4.3945842090607683e-10,5.568692928752093e-11,7.048960553846499e-09,-1.4283757980658214e-15,2.4122718308722016e-12,-1.3875039976244943e-15,1.1528786517469325e-14,4.5098911586484433e-13,-1.4232970265681182e-15,1.0200880278619865e-14,-1.381791770926313e-15,7.093743879465509e-11,1.9693712504561832e-13,6.622120059072489e-13,3.699572868804971e-10,1.2221655271180414e-14,-1.1948274280956941e-15,-1.3508661032189231e-14,4.4935450351113e-13,3.4303603893693765e-09,-9.858688536613652e-16,-9.508944360024635e-16,1.5961337451817407e-11,-4.1515735039663557e-16,3.6328460930438063e-14,-7.420232165592429e-16,-9.72822150929672e-16,3.957646433273498e-15,-1.147657615942121e-15,-7.22768653053223e-16,-9.443574961311572e-16,-1.4094994524057144e-15,-1.0889806697641297e-15,3.839586513737452e-12,-6.643846048470126e-16,1.7101824051364357e-13,-7.106481597244872e-16,-6.110252565937947e-16,-8.461489466149601e-16,-9.71935613948838e-16,-9.516829083350637e-16,-1.012566675665984e-15,-6.012471321721143e-16,-5.550383854153685e-16,-6.007360450576748e-16,-1.0778955249599218e-15,-6.15777426553613e-16,2.3686743989032057e-14,-3.861607550935617e-16,1.5714689857742972e-15,6.009916415200673e-12,-8.531068094629994e-16,-6.566002080053298e-16,-1.5337919243938626e-15,-6.658733832795831e-16,-6.725188904187612e-16,-2.509938900640728e-15,-6.41929354325354e-16,-8.91034268794505e-16,-7.914117113854892e-16,-6.577347336384841e-16,-1.3049901879790012e-15,-6.347317609123374e-16,-6.469294690397542e-16,-9.034527699057017e-16,-8.700796352820079e-16,-1.3827274037726347e-15,-2.3225153723531547e-16,-1.1047021446716069e-15,-4.061485164045234e-16,-1.106047138220916e-15,-7.230887290173554e-16,3.6781523287480466e-15,-1.0744154502462073e-15,-1.4067248048712435e-15,-1.94227582001321e-16,-1.1349132393784456e-15,-7.66555932951299e-16,-7.362802089761269e-16,0.00022167656912718055,1.2708057392973797e-05,1.5273672885082576e-10,1.5910362248680237e-06,5.6389768778349144e-12,4.4128723659073e-08,9.721614459050845e-14,1.176836204118148e-11,3.1276605271403217e-12,1.1671653954495475e-09,3.0791291003677386e-11,0.0002929158007053788,3.2814797828738554e-09,6.059409833078748e-11,-1.0115588989559464e-15,1.4577973884536923e-10,1.2773174076237157e-12,4.233403536416533e-08,4.028096398649683e-10,2.9328933864934715e-14,0.0007353695079685339,1.4169887162890795e-07,4.0156630040459596e-06,4.447825429288909e-12,4.020398385930395e-11,2.800442697354902e-12,1.0702870967431743e-10,4.845701271365477e-14,3.1901957297487975e-10,-4.544105749381495e-16,5.7030386353628105e-11,1.6457104423570749e-13,1.601066485354469e-13,2.484491909991659e-12,3.985034213351501e-12,1.042873145232296e-05,3.497537114756473e-07,8.648991215255144e-10,-2.460899259395184e-16,3.333463474155579e-10,8.42907411302369e-11,5.534261784732824e-11,9.18695904941933e-13
