,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,strain_t1,strain_t2,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,H2NO,N2H2,HONO,N2H3,N2H4,NH2OH
0,0.749025806,868,297.9956357,531.0143264,101118.0709,0.200524206,0.4,"NH3: 0.628420113243972, CH4: 0.371579886756029","O2: 0.21, N2: 0.79",19.142130674950067,20.0524206,3.1005874197103415e-06,3.222438717437426e-10,1.852053424918496e-08,0.04217408289484828,9.55735150801007e-06,0.1792520485848906,2.697817773236611e-09,2.794108126138394e-06,6.14132127551468e-15,6.117629803926517e-15,6.246062926375296e-15,6.103378535564941e-15,2.71849721738583e-15,4.617696342188609e-15,4.728419581491672e-06,0.04712255265089854,6.4067822299764556e-15,-3.0893104923691903e-15,6.1854938601899115e-15,3.6505814317974085e-15,2.43623969935392e-15,6.1357520193157594e-15,3.8992209273576995e-15,6.214424135602661e-15,2.1160355975903182e-15,3.5962878317660745e-15,3.43885079966081e-15,6.184762725427261e-15,3.1899758811277963e-15,3.08106346227337e-15,6.186611751396006e-15,6.6164558415201454e-15,5.639106998577939e-15,6.740793730191316e-14,6.114008449390048e-15,0.006840862141259278,0.00010025492907240663,1.618734828573232e-07,1.0245734066093219e-08,6.1997539567577256e-15,6.5455935567338296e-12,4.179835275007372e-15,6.196861500078072e-15,6.934089147171998e-10,1.0916381698739252e-11,1.5161994635596952e-11,6.236723206943674e-15,0.7244800813758935,4.234354787138165e-15,3.677661922702025e-15,3.5002508829161903e-15,3.0685349074349897e-15,3.627756043184774e-15,3.674231807932437e-15,3.5392259707716614e-15,5.464610749434226e-06,1.983026722390186e-15,3.0006870328256165e-15,4.277959676410784e-06
0,0.799425766,911,297.8767397,549.8542689,101118.0709,0.236118485,0.4,"NH3: 0.628223980139151, CH4: 0.371776019860849","O2: 0.21, N2: 0.79",23.40041205031889,23.611848499999997,6.626331745260957e-06,1.2019667931373297e-09,3.498673309797906e-08,0.032169106974450634,1.3155547269397523e-05,0.18945508810156617,4.824894507597381e-09,3.557961382080363e-06,-1.3521801577973037e-15,-1.3749428671887773e-15,-1.2341041960030129e-15,-1.3855478466938908e-15,-8.998775720709097e-16,-1.5136937641319279e-15,9.898440023350372e-06,0.04987444150993467,-8.836107703185205e-16,-1.4557340011558538e-15,-1.296385599955827e-15,-1.1117623327186982e-15,-1.936943363877811e-15,-1.3592938081230042e-15,-1.5025308293484112e-15,-1.2519229513376313e-15,-1.824321589417946e-15,-1.0247805925732076e-15,-1.3160575410405694e-15,-1.169827239451701e-15,-1.2126695663345514e-15,-1.2326098899382582e-15,-1.1501077678744077e-15,1.823714000012394e-15,-9.552094457886354e-16,1.0608465134653071e-13,-1.3420984831242723e-15,0.0074860189651418975,0.00010731291505064572,1.6592215985456266e-07,2.9198661672625783e-08,-1.280324052162717e-15,6.777100374634325e-14,-1.297235142346422e-15,-1.2868449670527517e-15,3.4702954359618868e-12,5.4036891841054543e-14,1.6930660461017633e-13,-9.805846261465393e-16,0.7208662866452609,9.572109712726227e-15,-1.0350948089909123e-15,-1.2365611633455772e-15,-6.885881140518489e-16,-1.1756833053449186e-15,-9.444855623274145e-16,-1.1678318912689857e-15,4.011955394946591e-06,-1.7664225439425946e-15,-1.3203786580857699e-15,4.2585145294048915e-06
0,0.849112157,884,297.8741691,567.9462993,101118.0709,0.273551173,0.4,"NH3: 0.628263415432456, CH4: 0.371736584567544","O2: 0.21, N2: 0.79",27.98403609914817,27.355117299999996,1.5446002255057748e-05,5.035704952305645e-09,6.613331792103172e-08,0.022468134143272905,1.767538414488948e-05,0.199442185161932,8.777714532705917e-09,4.486218924793819e-06,3.066258880484423e-16,3.145526886921459e-16,2.733602176423653e-16,3.1776857369432554e-16,2.0121881859697433e-16,1.8239907938249567e-16,2.1681249381847537e-05,0.05256457042070499,2.412527254034067e-15,-1.3754490851423045e-16,2.8680087227711286e-16,2.40606983310499e-16,1.0447827674240816e-16,3.10002502639618e-16,1.778209120243276e-16,2.7148848135877576e-16,1.3926652091953202e-16,2.299864525741026e-16,1.8543866389532014e-16,2.5829346482930156e-16,1.609307675272098e-16,1.4322056334057247e-16,2.60841062170763e-16,2.5083619085092315e-14,3.778709844357401e-16,5.263166914741386e-13,5.479060244105886e-16,0.007861389969288814,0.00010184002474753143,2.0079322126673904e-07,9.270946531341555e-08,2.788490897309664e-16,1.7033132186680084e-15,1.5548781129559223e-16,2.825190781330786e-16,1.1568594878880507e-15,1.0896027841270304e-15,8.103505436030748e-14,2.426610036623372e-16,0.717494753429656,-1.2075164472854862e-15,2.3012630683629087e-16,1.884515684531116e-16,2.2211054480554226e-16,2.0830942915289873e-16,2.402351342535663e-16,2.253724507103763e-16,3.284603384452382e-06,2.6991903790376074e-16,5.814399817865769e-16,4.179942237267177e-06
0,0.89960907,849,297.8802921,581.7130393,101118.0709,0.306328655,0.4,"NH3: 0.628078625570844, CH4: 0.371921374429156","O2: 0.21, N2: 0.79",32.1042590039242,30.6328655,4.614485464711044e-05,3.122910986958945e-08,1.226042560269153e-07,0.012800703243876749,2.3045251365748827e-05,0.20949479343863625,1.7874111982619332e-08,5.652862986829764e-06,1.2777223548531507e-17,-1.654966841097391e-17,9.869038920570643e-17,-2.6707043273833037e-17,5.066754029335237e-16,3.77755095635448e-16,5.588478081179855e-05,0.05530501246996291,6.217400538330259e-14,1.5332914312887355e-15,9.103831526798992e-17,3.7997398352796727e-16,6.501838554642885e-16,-1.2464953217628507e-18,3.744780281133345e-16,1.330174507125742e-16,3.9220764413486867e-16,4.0096820683484704e-16,4.0454420870606927e-16,1.3366557409402465e-16,4.099289580481207e-16,3.7449222169288223e-16,2.5761426235859903e-16,3.541211544474404e-13,2.086288948936163e-15,4.360493689216812e-12,1.9316009440558367e-15,0.007950799640247174,7.350310901435296e-05,3.470623941449059e-07,4.409587937248242e-07,1.2249539426868574e-16,1.0472001410464706e-14,4.1085024128862176e-16,1.0444992836503047e-16,6.032215844793501e-16,1.627299662811699e-15,4.965688221980022e-13,5.816432682203362e-16,0.7142359409682775,2.1292091864509545e-15,3.655332133137796e-16,4.072854991375045e-16,4.4107697514974075e-16,3.8957174422571445e-16,3.3906735415151555e-16,3.308377794615356e-16,3.5006257706714927e-06,1.0201723497847882e-15,4.465830055385441e-15,4.05902042974281e-06
0,0.949345778,834,297.7402849,594.118017,101118.0709,0.330349042,0.4,"NH3: 0.628080590710153, CH4: 0.371919409289847","O2: 0.21, N2: 0.79",35.16098409026131,33.0349042,0.0003046413585766657,7.16623074482793e-07,1.1307784477538008e-07,0.0036264547790038227,2.0421988958036194e-05,0.21927918891662893,6.269338814636377e-08,4.103918692241927e-06,6.252857052681704e-16,6.586568538885977e-16,5.593080775420888e-16,6.656670674565711e-16,1.8484495569879112e-16,3.159098545678891e-16,0.00026495107780589224,0.057761927337701045,2.3177393099286313e-11,3.7386998280957396e-13,4.842931263188437e-16,3.2335469501159143e-16,8.434101089198572e-17,6.472024839002014e-16,1.2409273774305788e-17,4.4372951656404055e-16,3.112653003388585e-16,3.045376228852997e-16,2.950201985625382e-16,5.229694367792771e-16,3.066318196168881e-16,3.045229341727398e-16,1.3916803745984316e-14,2.898037673852792e-11,8.616481064055721e-14,1.457326612097523e-10,6.727464428841555e-14,0.007675605170173531,1.8073487041799016e-05,3.2889551897504087e-06,6.3669280234396555e-06,4.190337315258336e-16,2.640165435165647e-13,5.175155785361145e-16,4.637499891552255e-16,-1.1329658420841736e-16,2.1685454728457796e-15,1.414262415629788e-11,3.5353317693891485e-14,0.7110262953140033,4.52657299885352e-16,3.266080185568832e-16,3.0435297748909603e-16,2.81741172213335e-16,3.1090002869752643e-16,3.5818473210755094e-16,5.078178725226987e-16,3.880872514951256e-06,1.073947586205859e-14,1.2310834750924757e-13,3.9072883585004925e-06
0,0.999168612,832,297.4582808,600.3005094,100981.4159,0.342758508,0.4,"NH3: 0.628098976903648, CH4: 0.371901023096352","O2: 0.21, N2: 0.79",36.74138385761944,34.2758508,0.004317295754922835,1.6096272503296148e-06,3.0942163634766617e-10,0.00013536023173097477,1.7540558754758987e-07,0.2223304699744957,6.096018403907898e-09,1.6994314701969202e-08,-6.260625986146953e-15,-7.0934652788843e-15,-5.1475220232106585e-15,-7.199170711015169e-15,5.6612845945276325e-14,1.086080168183974e-12,0.0036517106891246036,0.05641101879681696,9.91605362616807e-09,7.60619044042509e-10,1.7351345757353627e-13,4.276770772646439e-14,2.787326080761504e-13,-6.889001689910043e-15,1.17075366200584e-14,-7.310399610056774e-18,-3.719818819208653e-15,1.0803772751602422e-16,4.69822551398692e-15,-4.641991341434262e-15,1.809146368540965e-15,3.952820801906989e-15,3.8057305896373085e-13,1.0313720912069998e-09,4.4667988465118144e-13,2.679688398129317e-08,1.8348450193325661e-13,0.006716641843158392,5.829119659907939e-07,4.277708484684121e-05,1.3389722741772585e-05,-4.3065595435328766e-16,5.1343646580411076e-11,8.202223722792632e-14,1.6871016075000572e-17,3.8231301119346644e-14,6.995095195357446e-14,2.6442215646933816e-09,1.0019094495740258e-12,0.7063742733395829,1.6356708862511896e-14,3.5432798100805568e-15,6.842743094141831e-15,4.835933723301537e-15,3.553141193960021e-15,2.0297293174043923e-12,-5.3909156626030994e-15,9.094124920314738e-07,1.227906957081442e-12,2.2001147132688885e-12,3.7205957251993277e-06
0,0.999611425,833,296.5359334,596.7554082,101254.726,0.342623906,0.4,"NH3: 0.628145721982657, CH4: 0.371854278017343","O2: 0.21, N2: 0.79",36.78019847990413,34.262390599999996,0.004361228365121278,1.5458503232631998e-06,2.7616682745929503e-10,0.00013134036167551677,1.6751247988806933e-07,0.22230220264511663,5.793054657542772e-09,1.6394643050070706e-08,3.643178703165218e-16,3.819152249555391e-16,3.5856931953925134e-16,3.856880850734141e-16,4.9034143158325664e-14,1.1298718138896424e-12,0.0036983780395203297,0.05639785046594132,1.0137649481482444e-08,7.798432804826134e-10,1.7806152496441391e-13,4.383430973562173e-14,2.77094492320981e-13,3.7698900752473623e-16,3.0076920295973103e-16,2.57955804495262e-16,2.0184279045940218e-16,2.569523777643815e-16,2.3147331101511764e-16,3.412389637877806e-16,1.0329251454447315e-15,2.769239115386685e-16,3.6606793380153436e-13,1.0147271935789483e-09,4.3823181062031564e-13,2.7663906080807114e-08,1.791474277235861e-13,0.00669389528201489,5.721668577005924e-07,4.3415183697239186e-05,1.3425496646040158e-05,2.2560547982919994e-16,5.3196091859681986e-11,8.363474110474229e-14,2.406222599726562e-16,2.0846323898771485e-14,6.881970216690944e-14,2.742805350587968e-09,1.0163895932889785e-12,0.7063512937197322,-2.184021399466962e-15,2.8609050788546045e-16,2.898614403060933e-16,4.702844286525455e-16,2.5430847536990517e-16,2.1127342226654076e-12,4.341378847723559e-16,9.053759337755848e-07,1.2539757969091151e-12,2.2279871566961854e-12,3.714669497603873e-06
0,1.049835515,845,297.3355022,598.6676129,101118.0709,0.344686985,0.4,"NH3: 0.628088886514407, CH4: 0.371911113485593","O2: 0.21, N2: 0.79",36.91078790863094,34.4686985,0.01098175879259844,2.0236040389056023e-06,1.8360124885807184e-10,1.0799957792597446e-05,3.103740076376801e-08,0.22164486038888173,1.0113099892857263e-09,1.7962249170669673e-09,-1.9985420798106736e-16,-2.3265706906108996e-16,3.424039675188089e-16,-2.353598290473931e-16,1.027841511869667e-12,2.5053887233888115e-11,0.009716801153039193,0.05187147520118293,5.5353205733224186e-08,4.507333398637212e-09,6.775407176105219e-12,2.5263151002167673e-13,5.189156496313917e-12,-2.231542230011232e-16,5.558062452290132e-16,1.3796627013846775e-16,7.377178725345612e-16,8.534665188351708e-17,4.677897925992006e-16,-1.4430094635396366e-16,4.450638632122768e-14,1.8760457790616335e-16,1.4872366652169544e-12,2.5534288409335723e-09,1.0086866657310609e-12,2.5887069215454207e-07,2.44094682521141e-13,0.005392058725065581,6.036083206696181e-08,8.417729001206873e-05,1.0131384995793522e-05,1.0222412277152831e-16,7.751229922498565e-10,1.5302528997564887e-12,2.145345233547416e-16,3.287545082780051e-13,4.482092149666131e-13,1.805423638984763e-08,3.4128598834977468e-12,0.7002814693167131,-1.7427040422106647e-15,6.056403032413408e-17,3.5514542775842003e-16,1.1288020709130342e-14,1.2877522419955472e-15,1.3524255252811023e-11,5.016592657685688e-16,5.514201027753233e-07,1.0675300118757878e-11,4.852747502510945e-12,3.4581863191803776e-06
0,1.099501409,882,297.5477225,594.5147128,101118.0709,0.33572715,0.4,"NH3: 0.6281851512765, CH4: 0.3718148487235","O2: 0.21, N2: 0.79",35.70872060140846,33.572714999999995,0.017979568371665075,3.0025863203876347e-06,3.792617827622444e-10,2.197000704690388e-06,1.953148884019162e-08,0.2204770834362037,5.003600193587511e-10,7.711056278002686e-10,-9.481577975285083e-17,-1.481372323846576e-16,5.191286852267846e-15,-1.2234527632099908e-16,5.424970368131393e-12,1.9927676411563042e-10,0.015241114839245572,0.04785826160528829,1.3849828713278497e-07,1.586820637584588e-08,3.705773106894465e-11,1.1087636042757473e-12,3.6595057598999304e-11,-1.38867667771132e-16,-5.953397169930792e-17,-6.807725197648878e-17,8.066809574914754e-17,-5.848009889637514e-17,1.4619452034194332e-17,-5.0433496219357086e-17,4.5241066164490665e-13,-5.58883071578843e-17,4.9694089709110715e-12,4.2098530028873505e-09,2.3635548967187288e-12,9.0784797283931e-07,3.519059079998775e-13,0.00397160308861461,1.7409909471411203e-08,9.93446726513696e-05,8.148376724909849e-06,-1.6563424715577372e-17,7.951465423460181e-09,2.5770216291183202e-11,4.128618417514185e-16,1.844093752142522e-12,9.531627188836588e-13,4.515561997418605e-08,8.223012286553588e-12,0.6943550241397387,4.253802742380875e-15,-7.417795422923399e-17,-2.4916484797950718e-17,1.441768646174397e-13,1.9698445375730022e-14,1.8117297094376986e-11,2.3858726186710575e-15,3.694817990288189e-07,4.1842232079981596e-11,6.9544533965178205e-12,3.123886032592121e-06
0,1.161460842,894,298.070574,588.4784057,100981.4159,0.311328565,0.4,"NH3: 0.62809630277658, CH4: 0.37190369722342","O2: 0.21, N2: 0.79",32.81587852692769,31.1328565,0.02713640778192521,5.860045708567673e-06,1.3644209323700498e-09,4.7042729372603375e-07,1.2386223451526046e-08,0.21814796818095789,4.151053915335046e-10,4.973616376802237e-10,-9.071915791625588e-16,-8.231500501509362e-16,9.69069588985692e-14,-4.660325606631845e-16,3.246926001333846e-11,2.4934773749695767e-09,0.02115313518825839,0.043977456278486995,3.690773419200093e-07,7.607111083238716e-08,2.14997948349916e-10,8.143971406069556e-12,3.605673775004361e-10,-8.718364791188019e-16,8.557178819299928e-13,7.232771775615851e-15,1.6045372751172786e-13,-1.5752804542465876e-16,2.996472612383254e-14,-6.054698953355898e-16,5.56136745016565e-12,-7.600101271679691e-16,2.916868814373415e-11,6.9439828896465884e-09,9.199950893712303e-12,2.6327578015883077e-06,6.49887979860361e-13,0.0022049917550923848,6.489102958869904e-09,8.579732501773556e-05,5.670350100725832e-06,-2.0788688172642126e-16,1.907183392247713e-06,1.434384781189202e-08,9.994409397795482e-15,1.2686628666768054e-11,1.4197980572764666e-11,9.783781725094455e-08,2.3172358480885466e-11,0.6872742303192177,-9.439087343848731e-16,-9.007800402846003e-16,-5.756587041161622e-16,2.4150490410424048e-12,4.074266525694929e-13,1.1359060888893364e-11,7.718051632976355e-15,1.714514584880699e-07,1.6293179965108873e-10,9.714797737513053e-12,2.7121366915514274e-06
