phi,phi Er,fuel,blend,oxidizer,T_in,T,U,P,T_max,,,,,,,,,,,,,,
0.9,0,"NH3: 1, CH4: 0",ICFD_1bar_0.2hhh,"O2: 0.21, N2: 0.79",298,551.5629337,0.2,100000,1969.86762,,,,,,,,,,,,,,
