phi,phi Er,fuel,blend,oxidizer,T_in,T,U,P,CO,CO Er,H2O,H2O Er,NO,NO Er,NO2,NO2 Er,N2O,N2O Er,NH3,NH3 Er,H2,H2 Er,O2,O2 Er,dynamic_viscosity,Re
1.299417509,0.008168965,"CH4: 0.612351787, NH3: 0.387648237",0.2NH3,"O2: 0.21, N2: 0.79",297.8965347,547.8965072,0.203682633,102071.3232,119.62221,148.9518956,312616.6643,15919.51895,6.349635284,14.89223927,2.305069769,5.955737412,0.827275909,3.067468864,6568.562406,298.9277047,7.301279807,0.409788885,0.172205588,0.372340001,2.05E-05,397.5788501
