,base_case
C2H4 + CH3 <=> C2H3 + CH4,-0.007438434552342621
C2H4 + O <=> CH3 + HCO,-0.00906235158152422
C2H4 + O <=> CH2CHO + H,-0.007625772826950488
CH + CH4 <=> C2H4 + H,-0.009967667008971075
CH2(S) + CH3 <=> C2H4 + H,-0.01028350751370507
C2H4 + OH <=> CH2O + CH3,-0.010012931201674166
C2H4 + OH <=> CH3CHO + H,-0.00950560091450985
C2H4 + OH <=> PC2H4OH,-0.009596253501354325
C2H4 + HO2 <=> C2H4O1-2 + OH,-0.00939141818216259
C2H4 + CH3O2 <=> C2H4O1-2 + CH3O,-0.009198119395593715
C2H4 + C2H5O2 <=> C2H4O1-2 + C2H5O,-0.009019630329880715
C2H2 + H (+M) <=> C2H3 (+M),0.08386841268216547
C2H3 + O2 <=> CH2CHO + O,0.004410428610373758
C2H3 + O2 <=> CH2CHO + O,0.005226219235278198
C2H3 + O2 <=> C2H2 + HO2,-0.0012526661158508378
C2H3 + O2 <=> C2H2 + HO2,-0.0018149981047343852
C2H3 + O2 <=> CH2CO + OH,-0.0022051022471549584
C2H3 + O2 <=> CH2CO + OH,-0.002629739519965566
C2H3 + O2 <=> CH2O + HCO,-0.0029687411021059565
C2H3 + O2 <=> CH2O + HCO,-0.002518115300105503
C2H3 + O2 => CH2O + CO + H,-0.00331887085958228
C2H3 + O2 => CH2O + CO + H,-0.0007896370639206347
C2H3 + O2 <=> CH3O + CO,-0.003216503661057381
C2H3 + O2 <=> CH3O + CO,-0.0035547716605626024
C2H3 + O2 <=> CH3 + CO2,-0.0039057463443683484
C2H3 + O2 <=> CH3 + CO2,-0.004277189575516208
C2H3 + H <=> C2H2 + H2,-0.10309448747694465
C2H3 + OH <=> C2H2 + H2O,-0.028589128771288785
C2H3 + CH3 <=> C2H2 + CH4,-0.014603318623047253
2 C2H3 <=> C2H2 + C2H4,-0.01392464278758427
C2H + H (+M) <=> C2H2 (+M),-0.01338203886475424
C2H2 + O <=> CH2 + CO,-0.01362679140602296
C2H2 + O <=> H + HCCO,0.01762202049725267
C2H2 + HO2 <=> CH2CO + OH,0.00023073960792929508
C2H2 + HCO <=> C2H3 + CO,-0.00043226792698367343
C2H2 + CH2 <=> C3H3 + H,-0.0009344724031827458
C2H2 + CH2(S) <=> C3H3 + H,-0.0015911379030650896
C2H2 + HCCO <=> C3H3 + CO,-0.002186461632823997
C2H2 + OH <=> C2H + H2O,-0.0026519619242796966
C2H2 + OH <=> CH2CO + H,0.0003919707402508918
C2H2 + OH <=> CH3 + CO,-0.0025179709270830098
C2H + O2 <=> CO + HCO,-0.0020469558574047956
C2H + O <=> CH + CO,-0.004096780366558015
C2H + H2 <=> C2H2 + H,-0.0043235362148731004
C2H + OH <=> H + HCCO,-0.004493058205435853
CH3CHO (+M) <=> CH3 + HCO (+M),-0.0048591808961664425
CH3CHO (+M) <=> CH4 + CO (+M),-0.005132470217434481
CH3CHO + O2 <=> CH3CO + HO2,-0.005324296144541517
CH3CHO + O <=> CH3CO + OH,-0.005498929025534624
CH3CHO + OH <=> CH3CO + H2O,-0.005649629121955894
CH3CHO + HO2 <=> CH3CO + H2O2,-0.005777132716784807
CH3CHO + CH3O2 <=> CH3CO + CH3O2H,-0.005902057313392093
CH3CHO + H <=> CH2CHO + H2,-0.006017466650357015
CH3CHO + OH <=> CH2CHO + H2O,-0.006145876410261348
CH3CHO + OH <=> CH3 + HOCHO,-0.00622805244258242
CH3CO <=> CH3 + CO,-0.006241240221116881
CH3CO + O2 <=> CH3CO3,-0.006368198910886624
CH3CO + O2 <=> CH2CO + HO2,-0.0064490677731709216
CH3CO (+M) <=> CH2CO + H (+M),-0.00650359967988821
CH3CO + H <=> CH2CO + H2,-0.006582155575348748
CH3CO + O <=> CH2CO + OH,-0.006630105415846989
CH3 + CH3CO <=> CH2CO + CH4,-0.0067041787527727294
CH2CHO (+M) <=> CH2CO + H (+M),-0.006401679804260737
CH2CHO (+M) <=> CH3 + CO (+M),-0.0062955560668329375
CH2CO (+M) <=> CH2 + CO (+M),-0.012727083797307892
C2H3 + O <=> CH2CO + H,-0.011622977728626376
CH2CO + H <=> CH3 + CO,-0.011855261825276027
CH3 + HCO <=> CH2CO + H2,-0.011301552020067813
CH + CH2O <=> CH2CO + H,-0.011202186308763006
CH2CO + O <=> CH2 + CO2,-0.010755760882518839
CH2CO + OH <=> CH2OH + CO,-0.009644110584276921
CH2(S) + CH2CO <=> C2H4 + CO,-0.009965319972769834
CH2CO + CH3 <=> C2H5 + CO,-0.009685963294534429
HCCO + OH => 2 CO + H2,0.0012174748349698498
HCCO + O => 2 CO + H,-0.008346444066086934
CH + CO + M <=> HCCO + M,-0.008877860818914002
H + HCCO <=> CH2(S) + CO,-0.02343183318659279
HCCO + O2 => 2 CO + OH,-0.013617961944763694
HCCO + O2 => CO + CO2 + H,-0.000806695405672541
CH + HCCO <=> C2H2 + CO,-1.4423563878800783e-05
C2H5OH <=> C2H4 + H2O,-0.0005099930006959729
C2H5OH <=> CH2OH + CH3,-0.0011279942432329008
C2H5OH <=> C2H5 + OH,-0.0016754852776041324
C2H5OH + O <=> C2H5O + OH,-0.0022472721637867713
C2H5OH + OH <=> C2H5O + H2O,-0.002695221681853545
C2H5OH + H <=> C2H5O + H2,-0.0030924386127037184
C2H5OH + HO2 <=> C2H5O + H2O2,-0.0034562900286348587
C2H5OH + CH3 <=> C2H5O + CH4,-0.0037867185976128166
C2H5OH + CH3O2 <=> C2H5O + CH3O2H,-0.004088078259063996
C2H5 + C2H5OH <=> C2H6 + PC2H4OH,-0.00436281558237932
C2H5OH + O2 <=> HO2 + SC2H4OH,-0.004613274591839037
C2H5OH + O <=> OH + SC2H4OH,-0.004843517832894284
C2H5OH + H <=> H2 + SC2H4OH,-0.00502612066309958
C2H5OH + OH <=> H2O + SC2H4OH,-0.005241528274146121
C2H5OH + HO2 <=> H2O2 + SC2H4OH,-0.005418750478964841
C2H5OH + CH3 <=> CH4 + SC2H4OH,-0.005576183381066463
C2H5OH + CH3O2 <=> CH3O2H + SC2H4OH,-0.005719157954600745
C2H5 + C2H5OH <=> C2H6 + SC2H4OH,-0.005849604705252066
C2H5OH + O2 <=> HO2 + PC2H4OH,-0.00596853239892099
C2H5OH + O <=> OH + PC2H4OH,-0.006079755430704553
C2H5OH + H <=> H2 + PC2H4OH,-0.006184781040763361
C2H5OH + OH <=> H2O + PC2H4OH,-0.006270709238165857
C2H5OH + HO2 <=> H2O2 + PC2H4OH,-0.0063463893509368595
C2H5OH + CH3 <=> CH4 + PC2H4OH,-0.006423105181698376
C2H5OH + CH3O2 <=> CH3O2H + PC2H4OH,-0.00648934519731792
SC2H4OH <=> CH3CHO + H,-0.006531037700799767
SC2H4OH <=> C2H5O,-0.006600944659189002
SC2H4OH <=> PC2H4OH,-0.00665348606302843
CH2O + CH3 <=> C2H5O,-0.0066976806056655075
CH3CHO + H <=> C2H5O,-0.006716633966187943
C2H5O + O2 <=> CH3CHO + HO2,-0.006771345584714957
O2 + SC2H4OH <=> CH3CHO + HO2,-0.006824488022934221
C3H8 (+M) <=> C2H5 + CH3 (+M),-0.010680253824425175
H + NC3H7 <=> C3H8,-0.010870232616400032
H + IC3H7 <=> C3H8,-0.010651027991225545
C3H8 + IC3H7 <=> C3H8 + NC3H7,-0.010331698401041338
C3H8 + O2 <=> HO2 + IC3H7,-0.010042007934588714
C3H8 + H <=> H2 + IC3H7,-0.009754999782335814
C3H8 + H <=> H2 + NC3H7,-0.009547103567975836
C3H8 + O <=> IC3H7 + OH,-0.009574530656180373
C3H8 + OH <=> H2O + IC3H7,-0.009334247194808276
C3H8 + HO2 <=> H2O2 + IC3H7,-0.009141742330429135
C3H8 + CH3 <=> CH4 + IC3H7,-0.008975070265856411
C2H3 + C3H8 <=> C2H4 + IC3H7,-0.008814210853392342
C2H5 + C3H8 <=> C2H6 + IC3H7,-0.00867048309227212
C3H5-A + C3H8 <=> C3H6 + IC3H7,-0.008539711142636738
C3H8 + CH3O <=> CH3OH + IC3H7,-0.008420651659380083
C3H8 + CH3O2 <=> CH3O2H + IC3H7,-0.008312164520372622
C2H5O2 + C3H8 <=> C2H5O2H + IC3H7,-0.008213283714045625
C3H8 + O2 <=> HO2 + NC3H7,-0.008123159504669498
