,base_case
2 O + M <=> O2 + M,-0.0017258475190096271
H + O + M <=> OH + M,-0.001597798430181897
H2 + O <=> H + OH,-0.11480061877172003
HO2 + O <=> O2 + OH,-0.002761262948721119
H2O2 + O <=> HO2 + OH,-0.0014238761163837845
CH + O <=> CO + H,-0.0018779028788478884
CH2 + O <=> H + HCO,-0.00022255274900082416
CH2(S) + O <=> CO + H2,-0.0015422496104241503
CH2(S) + O <=> H + HCO,-0.0014456690775492508
CH3 + O <=> CH2O + H,0.06878139717978249
CH3 + O => CO + H + H2,0.07568377457287025
CH4 + O <=> CH3 + OH,-0.012059510295390192
CO + O (+M) <=> CO2 (+M),-0.004294306148209388
HCO + O <=> CO + OH,-0.002297425185389882
HCO + O <=> CO2 + H,-0.0023519383931890664
CH2O + O <=> HCO + OH,-0.0044071426220927455
CH2OH + O <=> CH2O + OH,-0.0015374353957361034
CH3O + O <=> CH2O + OH,-0.0015228517433240316
CH3OH + O <=> CH2OH + OH,-0.001797312276411425
CH3OH + O <=> CH3O + OH,-0.0014848571560176949
C2H + O <=> CH + CO,-0.0014464347297769439
C2H2 + O <=> H + HCCO,0.008882332250967604
C2H2 + O <=> C2H + OH,-0.000633686324613629
C2H2 + O <=> CH2 + CO,0.004007648929207137
C2H3 + O <=> CH2CO + H,-0.001749602965038477
C2H4 + O <=> CH3 + HCO,-0.003971455517860617
C2H5 + O <=> CH2O + CH3,-0.0023604207311045317
C2H6 + O <=> C2H5 + OH,-0.004166645701175199
HCCO + O <=> 2 CO + H,-0.0004147370697644032
CH2CO + O <=> HCCO + OH,-0.0014919384155113902
CH2CO + O <=> CH2 + CO2,-0.0015495361522855208
CO + O2 <=> CO2 + O,-0.001422599857865277
CH2O + O2 <=> HCO + HO2,-0.0012919346229824592
H + O2 + M <=> HO2 + M,-0.0060075326694825045
H + O2 + O2 <=> HO2 + O2,-0.002174435316907706
H + O2 + H2O <=> HO2 + H2O,-0.05287903695473506
H + O2 + N2 <=> HO2 + N2,-0.016713462653742423
H + O2 + AR <=> HO2 + AR,-0.0018996971276133978
H + O2 <=> O + OH,0.24327471768765377
2 H + M <=> H2 + M,-0.006542314045134354
2 H + H2 <=> H2 + H2,-0.0016533954140488991
2 H + H2O <=> H2 + H2O,-0.009686544906498831
2 H + CO2 <=> H2 + CO2,-0.002070343575190343
H + OH + M <=> H2O + M,-0.04059081500039516
H + HO2 <=> H2O + O,-0.005730525286958093
H + HO2 <=> H2 + O2,-0.017548871361807227
H + HO2 <=> 2 OH,-0.051724452842852355
H + H2O2 <=> H2 + HO2,-0.004782441246757601
H + H2O2 <=> H2O + OH,-0.0010052991499948053
CH + H <=> C + H2,-0.02059525144191191
CH2 + H (+M) <=> CH3 (+M),-0.004073301834234167
CH2(S) + H <=> CH + H2,-0.0014069601633821189
CH3 + H (+M) <=> CH4 (+M),-0.40733215070911066
CH4 + H <=> CH3 + H2,0.0876611670256349
H + HCO (+M) <=> CH2O (+M),-0.0007018630022036213
H + HCO <=> CO + H2,-0.03064190142191979
CH2O + H (+M) <=> CH2OH (+M),0.014977001105408567
CH2O + H (+M) <=> CH3O (+M),0.018844201793494136
CH2O + H <=> H2 + HCO,0.008057858198978477
CH2OH + H (+M) <=> CH3OH (+M),-0.0010192265350884
CH2OH + H <=> CH2O + H2,-0.004261570718754287
