,base_case
C2H4 (+M) <=> C2H2 + H2 (+M),0.004145681765630161
C2H5 + O2 <=> C2H4 + HO2,0.002886811436984585
HCCO + O2 <=> 2 CO + OH,0.011562438013803867
2 HCCO <=> C2H2 + 2 CO,0.004412614440036115
C2H4 + O <=> CH2CHO + H,0.005923255511894221
C2H5 + O <=> CH3CHO + H,0.0024640481354794995
CH + H2 (+M) <=> CH3 (+M),0.0021234280028959167
CH2 + O2 => CO2 + 2 H,0.012919395941752999
CH2 + O2 <=> CH2O + O,0.016661731174788526
2 CH2 => C2H2 + 2 H,0.0038425387462533607
CH2(S) + H2O => CH2O + H2,0.008012797607563094
C2H3 + O2 <=> CH2CHO + O,0.011956795428312666
C2H3 + O2 <=> C2H2 + HO2,0.0030067297630086477
CH3CHO + O <=> CH2CHO + OH,0.003288670600127434
CH3CHO + O => CH3 + CO + OH,0.003545856450216472
CH3CHO + O2 => CH3 + CO + HO2,0.003566243975659678
CH3CHO + H <=> CH2CHO + H2,0.00376967249038815
CH3CHO + H => CH3 + CO + H2,0.0036073934479581514
CH3CHO + OH => CH3 + CO + H2O,0.0035084456528857136
CH3CHO + HO2 => CH3 + CO + H2O2,0.003555537973701776
CH3CHO + CH3 => CH4 + CO + CH3,0.0035412974268566972
CH2CO + H (+M) <=> CH2CHO (+M),0.0037254201714435587
CH2CHO + O => CH2 + CO2 + H,0.0035220652691099604
CH2CHO + O2 => CH2O + CO + OH,0.003584141537426129
CH2CHO + O2 => 2 HCO + OH,0.0036029152874395326
CH2CHO + H <=> CH3 + HCO,0.0034869592508044596
CH2CHO + H <=> CH2CO + H2,0.003430434276946505
CH2CHO + OH <=> CH2CO + H2O,0.00349248474759394
CH2CHO + OH <=> CH2OH + HCO,0.0036833173428716015
C2H5 + CH3 (+M) <=> C3H8 (+M),0.002929644138473639
C3H8 + O <=> C3H7 + OH,0.0033765130568536848
C3H8 + H <=> C3H7 + H2,0.003650229347363664
C3H8 + OH <=> C3H7 + H2O,0.00355178083350915
C3H7 + H2O2 <=> C3H8 + HO2,0.0035613461376949014
C3H8 + CH3 <=> C3H7 + CH4,0.0035610337808227475
C2H4 + CH3 (+M) <=> C3H7 (+M),0.0035668210865646382
C3H7 + O <=> C2H5 + CH2O,0.003562693521875987
C3H7 + H (+M) <=> C3H8 (+M),0.0035620394007272664
C3H7 + H <=> C2H5 + CH3,0.0035639212530455384
C3H7 + OH <=> C2H5 + CH2OH,0.0035660594242801625
C3H7 + HO2 <=> C3H8 + O2,0.0035627784361208304
C3H7 + HO2 => C2H5 + CH2O + OH,0.003563064539115477
C3H7 + CH3 <=> 2 C2H5,0.0035615211864677954
N + NO <=> N2 + O,-0.35239132842222726
N + O2 <=> NO + O,0.04521066674329162
N + OH <=> H + NO,0.1401506884834375
N2O + O <=> N2 + O2,0.0019577000296118314
N2O + O <=> 2 NO,0.0037671007962011244
H + N2O <=> N2 + OH,-0.0482696208378923
N2O + OH <=> HO2 + N2,0.0030189312728165505
N2O (+M) <=> N2 + O (+M),0.01633625982883126
HO2 + NO <=> NO2 + OH,-0.004877654878148535
NO + O + M <=> NO2 + M,0.0016578993988977436
NO2 + O <=> NO + O2,0.0036535827024116114
H + NO2 <=> NO + OH,0.0036119395917516206
H + NH <=> H2 + N,-0.09398480973445904
NH + O <=> H + NO,0.023902023868078923
NH + OH <=> H + HNO,0.1822108528522306
NH + OH <=> H2O + N,-0.017654450673671968
NH + O2 <=> HNO + O,0.01662763747846754
NH + O2 <=> NO + OH,0.004508204035857274
2 NH <=> 2 H + N2,0.013910500795607003
N + NH <=> H + N2,0.0034104253621531277
NH + NO <=> H + N2O,-0.347795792996257
NH + NO <=> H + N2O,0.10068124756446029
NH + NO <=> N2 + OH,-0.13003330106180985
HONO + NH <=> NH2 + NO2,0.003802958481283477
NH + NO2 <=> N2O + OH,0.0035623262050818003
H + NH2 <=> H2 + NH,0.054716553134546896
NH2 + O <=> H + HNO,0.08843728739888339
NH2 + O <=> NH + OH,-0.001104921513744579
NH2 + OH <=> H2O + NH,0.010212590474236154
HO2 + NH2 <=> NH3 + O2,0.0021166450934978305
NH2 + O2 <=> H2NO + O,0.0040579958396843845
2 NH2 <=> NH + NH3,0.005267366767436283
NH + NH2 <=> H + N2H2,0.06078922808500618
NH + NH2 <=> N + NH3,0.006438703625468012
N + NH2 <=> 2 H + N2,0.04431445704417692
HNO + NH2 <=> NH3 + NO,0.005884689266156466
NH2 + NO <=> H2O + N2,-0.03806912071946172
NH2 + NO <=> NNH + OH,-0.030611510016389006
HONO + NH2 <=> NH3 + NO2,0.008296905452803165
NH2 + NO2 <=> H2O + N2O,0.003118968922817552
NNH <=> H + N2,0.024809721081238755
H + NNH <=> H2 + N2,0.002737604238670624
NNH + O <=> H + N2O,0.008425524053683369
NNH + O <=> NH + NO,-0.02260299648510123
NNH + OH <=> H2O + N2,0.004897060205840426
NNH + O2 <=> HO2 + N2,-0.01680542176440833
NNH + O2 <=> H + N2 + O2,0.004631997795728141
NH + NNH <=> N2 + NH2,0.0037996109639629404
NH2 + NNH <=> N2 + NH3,0.003361969554465097
NNH + NO <=> HNO + N2,0.002732387998761158
CH3 + NNH <=> CH4 + N2,0.003265825894319686
H + NO + M <=> HNO + M,0.043477175952588945
HNO + O <=> NO + OH,0.006672713291449161
H + HNO <=> H2 + NO,-0.04014966111466694
HNO + OH <=> H2O + NO,-0.005666003949872107
HNO + O2 <=> HO2 + NO,0.005145655362235124
HNO + NO2 <=> HONO + NO,0.004195319717233579
H + NH3 <=> H2 + NH2,0.0101442788059682
NH3 + OH <=> H2O + NH2,0.04219635523942216
NH3 + O <=> NH2 + OH,-0.011122814300990982
CO2 + NH <=> CO + HNO,0.12970743704158502
2 NH2 <=> N2H4,0.003033324524216087
N2H4 + O <=> NH + NH2OH,0.0036846134306486025
N2H3 <=> H + N2H2,-0.00014289640346749097
H + N2H3 <=> H2 + N2H2,-0.0024671737468134835
HO2 + N2H3 <=> H2O2 + N2H2,0.0014033262409987722
HO2 + N2H3 <=> N2H4 + O2,0.0038066027537796156
N2H3 + NH <=> N2H2 + NH2,0.0025694000387604826
H + N2H2 <=> H2 + NNH,0.0189810342966144
N2H2 + O <=> NNH + OH,0.0052006952635129415
N2H2 + O <=> NH2 + NO,0.0026189750249276814
N2H2 + OH <=> H2O + NNH,0.004077152902274201
N2H2 + NH <=> NH2 + NNH,0.0037779586915986634
H2NO + OH <=> H2O + HNO,0.003627788834126648
CN + NO2 <=> NCO + NO,0.0035567406995691084
NCO + NO2 <=> CO2 + N2O,0.0035604422686820597
CO2 + N <=> CO + NO,0.02537678042850415
CN + O <=> CO + N,0.003362717489314342
CN + OH <=> H + NCO,0.010031211853650336
CN + H2O <=> HCN + OH,0.004142035260848125
CN + O2 <=> NCO + O,0.010132173361006401
CN + H2 <=> H + HCN,0.004226444512007157
NCO + O <=> CO + NO,0.004030811237101116
H + NCO <=> CO + NH,0.007712504345884076
NCO + OH <=> CO + H + NO,0.006878006074206237
N + NCO <=> CO + N2,0.003584750605579337
NCO + O2 <=> CO2 + NO,0.0035667096365494446
NCO + M <=> CO + N + M,0.0037673929832623067
NCO + NO <=> CO + N2O,0.0004242644260628664
NCO + NO <=> CO2 + N2,0.0015621676374583653
HCN + M <=> CN + H + M,0.0030263155249768588
HCN + O <=> H + NCO,0.03497028270548752
HCN + O <=> CO + NH,0.01348311169499431
HCN + O <=> CN + OH,0.003634303821585134
HCN + OH <=> H + HOCN,0.022815848662867164
HCN + OH <=> H + HNCO,0.009001224986974794
HCN + OH <=> CO + NH2,0.004653894154723079
