,base_case
H + O2 <=> O + OH,0.002416737802383929
H2 + O <=> H + OH,0.0036305926658422834
H2 + OH <=> H + H2O,0.004289101338983373
H2O + O <=> 2 OH,0.004649238590339332
2 H + M <=> H2 + M,0.004846824807696263
H + OH + M <=> H2O + M,0.0049552602488103495
2 O + M <=> O2 + M,0.00501473673465083
H + O + M <=> OH + M,0.00504733184526346
H + O2 (+M) <=> HO2 (+M),0.005065183494532096
H + HO2 <=> 2 OH,0.005074952724043937
H + HO2 <=> H2 + O2,0.00508029872592506
H + HO2 <=> H2O + O,0.005083220661617941
HO2 + O <=> O2 + OH,0.0050848179285352246
HO2 + OH <=> H2O + O2,0.0050856898106080625
HO2 + OH <=> H2O + O2,0.005086168048822229
2 OH (+M) <=> H2O2 (+M),0.005086427507136357
2 HO2 <=> H2O2 + O2,0.005086569390186261
2 HO2 <=> H2O2 + O2,0.005086649194699661
H + H2O2 <=> H2 + HO2,0.005086691687974478
H + H2O2 <=> H2O + OH,0.005086712966659529
H2O2 + OH <=> H2O + HO2,0.0050867258155108085
H2O2 + OH <=> H2O + HO2,0.005086733845969308
H2O2 + O <=> HO2 + OH,0.0050867367708565935
CO + O (+M) <=> CO2 (+M),0.005086738669416963
CO + OH <=> CO2 + H,0.005086739624440716
CO + HO2 <=> CO2 + OH,0.005086739931397354
CO + O2 <=> CO2 + O,0.005086738989853268
HCO + M <=> CO + H + M,0.005086741951916621
H + HCO <=> CO + H2,0.00508674073319687
HCO + O <=> CO + OH,0.005086739423823679
HCO + O <=> CO2 + H,0.0050867409361541275
HCO + OH <=> CO + H2O,0.005086740844725072
HCO + O2 <=> CO + HO2,0.005086742262671102
CH3 + HCO <=> CH4 + CO,0.0050867402841286965
H + HCO (+M) <=> CH2O (+M),0.005086739721874107
CH2O + H <=> H2 + HCO,0.005086741775303555
CH2O + O <=> HCO + OH,0.0050867418880352995
CH2O + OH <=> H2O + HCO,0.005086739658968992
CH2O + O2 <=> HCO + HO2,0.005086740690123447
CH2O + HO2 <=> H2O2 + HCO,0.005086741516368233
CH4 + H <=> CH3 + H2,0.0050867411121787946
CH4 + OH <=> CH3 + H2O,0.0050867402231358745
CH4 + O <=> CH3 + OH,0.005086741030378074
CH4 + O2 <=> CH3 + HO2,0.005086740333901834
CH4 + HO2 <=> CH3 + H2O2,0.00508674211799201
CH3 + H <=> H2 + T-CH2,0.00508674062526592
CH3 + H <=> H2 + S-CH2,0.0050867403507647915
CH3 + OH <=> H2O + S-CH2,0.005086741848880074
CH3 + O <=> CH2O + H,0.005086739733642071
CH3 + T-CH2 <=> C2H4 + H,0.005086742334789998
CH3 + HO2 <=> CH3O + OH,0.005086741178614299
CH3 + O2 <=> CH2O + OH,0.005086740272909012
CH3 + O2 <=> CH3O + O,0.005086741020963703
2 CH3 <=> C2H4 + H2,0.005086739877184485
2 CH3 <=> C2H5 + H,0.005086741193685317
CH3 + H (+M) <=> CH4 (+M),0.005086740637702518
2 CH3 (+M) <=> C2H6 (+M),0.005086740281133215
OH + S-CH2 <=> CH2O + H,0.005086740614407299
O2 + S-CH2 <=> CO + H + OH,0.005086740289250435
CO2 + S-CH2 <=> CH2O + CO,0.005086740195855595
S-CH2 + M <=> T-CH2 + M,0.005086741581921141
H + T-CH2 <=> CH + H2,0.005086739826555495
OH + T-CH2 <=> CH2O + H,0.0050867412230116175
OH + T-CH2 <=> CH + H2O,0.005086740804566895
O + T-CH2 <=> CO + 2 H,0.005086741285074254
O + T-CH2 <=> CO + H2,0.005086740191616454
O2 + T-CH2 <=> CO2 + H2,0.005086739883723728
O2 + T-CH2 <=> CO + H + OH,0.005086740290922021
2 T-CH2 <=> C2H2 + 2 H,0.005086740147299372
C2H2 + HO2 <=> CHCHO + OH,0.005086740605260381
CHCHO + O2 <=> CH2O + CO + O,0.005086739526459045
CH + O <=> CO + H,0.005086739849008234
CH + O2 <=> HCO + O,0.005086740435186559
CH + H2O <=> CH2O + H,0.005086739663061034
CH + CO2 <=> CO + HCO,0.005086741604601217
CH3O + H <=> CH2O + H2,0.005086740539653983
CH3O + H <=> H2O + S-CH2,0.005086739998942792
CH3O + OH <=> CH2O + H2O,0.005086740986622645
CH3O + O <=> CH2O + OH,0.00508674209698352
CH3O + O2 <=> CH2O + HO2,0.005086740757615394
CH3O + M <=> CH2O + H + M,0.005086741360041533
C2H6 + H <=> C2H5 + H2,0.005086741499919829
C2H6 + O <=> C2H5 + OH,0.005086742487720036
C2H6 + OH <=> C2H5 + H2O,0.005086739652362885
C2H6 + CH3 <=> C2H5 + CH4,0.005086741554948433
C2H6 (+M) <=> C2H5 + H (+M),0.005086741086289274
C2H6 + HO2 <=> C2H5 + H2O2,0.0050867402580787036
C2H5 + H <=> C2H4 + H2,0.005086741147857121
C2H5 + O <=> C2H4 + OH,0.0050867410884155315
C2H5 + O <=> CH2O + CH3,0.005086740888547364
C2H5 + O2 <=> C2H4 + HO2,0.005086741435062302
C2H5 + O2 <=> C2H4OOH,0.0050867388301700225
C2H4OOH <=> C2H4 + HO2,0.0050867408019993395
C2H4OOH + O2 <=> OC2H3OOH + OH,0.005086740616292848
OC2H3OOH <=> CH2O + HCO + OH,0.0050867401564997795
C2H5 (+M) <=> C2H4 + H (+M),0.005086739924430184
C2H4 + H <=> C2H3 + H2,0.0050867409398316155
C2H4 + OH <=> C2H3 + H2O,0.00508673925855065
C2H4 + O <=> CH3 + HCO,0.005086740424969827
C2H4 + O <=> CH2CHO + H,0.00508674095827255
