,base_case
H + O2 <=> O + OH,0.2793424261727906
H2 + O <=> H + OH,-0.0014423398225927907
H2 + OH <=> H + H2O,0.026277570207038983
H2O + O <=> 2 OH,-0.0089193919139929
2 H + M <=> H2 + M,0.0004108739763919675
H + OH + M <=> H2O + M,-0.05259609540118996
2 O + M <=> O2 + M,0.000782417433941251
H + O + M <=> OH + M,-0.0016746572997372931
H + O2 (+M) <=> HO2 (+M),-0.062389781427513544
H + HO2 <=> 2 OH,0.004089612032161759
H + HO2 <=> H2 + O2,1.2796412916498615e-05
H + HO2 <=> H2O + O,0.001585689134691828
HO2 + O <=> O2 + OH,-0.0004875052773384241
HO2 + OH <=> H2O + O2,-0.0006639600837417642
HO2 + OH <=> H2O + O2,-0.0016992581812257607
2 OH (+M) <=> H2O2 (+M),8.903810818737346e-05
2 HO2 <=> H2O2 + O2,0.0005515990925402112
2 HO2 <=> H2O2 + O2,0.0005493335025338845
H + H2O2 <=> H2 + HO2,0.0004681722700404418
H + H2O2 <=> H2O + OH,0.0003981440757588372
H2O2 + OH <=> H2O + HO2,0.00043635012474511935
H2O2 + OH <=> H2O + HO2,-6.893725661988818e-05
H2O2 + O <=> HO2 + OH,0.0003314115332714115
HO2 + NH2 <=> NH3 + O2,0.00028022811590020945
NH2 + O2 <=> H2NO + O,0.0009495417092739087
H2NO + O <=> HNO + OH,0.0006060151120446318
H2NO + O2 <=> HNO + HO2,0.0005136837620947787
NH3 + M <=> H + NH2 + M,-0.01717377006415622
H + NH3 <=> H2 + NH2,-0.009147067059649242
NH3 + O <=> NH2 + OH,-0.013370122494130835
NH3 + OH <=> H2O + NH2,-0.036902902362566395
H + NH2 <=> H2 + NH,-0.03544315974721625
N + NH2 <=> 2 H + N2,0.027012399913572495
NH2 + O <=> H + HNO,0.09640624833197539
NH2 + OH <=> H2O + NH,-0.032534346115579316
NH2 + NO <=> H2O + N2,-0.0547334502821528
NH2 + NO <=> NNH + OH,-0.038233482765977496
H + NH <=> H2 + N,-0.025164564892049233
NH + O <=> H + NO,0.08151878837179345
NH + OH <=> H + HNO,0.24615783691248636
NH + OH <=> H2O + N,-0.019141277821382006
NH + O2 <=> HNO + O,0.01894441420516129
NH + NO <=> H + N2O,0.05533416898943883
NH + NO <=> N2 + OH,-0.07562018846113022
NNH (+M) <=> H + N2 (+M),0.011627264184745089
H + NNH <=> H2 + N2,0.0010098720349109704
NNH + O <=> H + N2O,-0.009595300096250259
NNH + OH <=> H2O + N2,0.0003044328227795016
NNH + O2 <=> HO2 + N2,-0.009842068973831398
N2 + O <=> N + NO,-0.17605870092233689
HO2 + NO <=> NO2 + OH,0.0001929255982862057
H + NO (+M) <=> HNO (+M),0.007939082740414079
H + NO2 <=> NO + OH,0.0010835738929708004
NO2 + O <=> NO + O2,0.00041491975676965695
NO2 + M <=> NO + O + M,-0.002644407305249556
HNO + OH <=> H2O + NO,-0.002115823316738374
H + HNO <=> H2 + NO,-0.00860452881835729
N + O2 <=> NO + O,0.04273173744469612
N + OH <=> H + NO,0.08464898691243213
N2O (+M) <=> N2 + O (+M),-0.10831754311200593
N2O + O <=> 2 NO,0.13325830605406946
H + N2O <=> N2 + OH,7.27857861437398e-05
H + N2O <=> N2 + OH,-0.3115947749285526
