,base_case
CH2OH + HCO <=> CH3OH + CO,-1.7307189132834313e-06
CH2OH + CH3O <=> CH2O + CH3OH,-7.567849076244607e-08
CH2OH + OH <=> CH2O + H2O,-0.000393594791078141
CH2OH + O <=> CH2O + OH,-8.275304445998193e-05
2 CH2OH <=> CH2O + CH3OH,-1.1675592494562105e-07
CH3O + O2 <=> CH2O + HO2,-0.0018867909615908724
CH3O + H <=> CH2O + H2,-4.0999021997561926e-05
CH3O + HO2 <=> CH2O + H2O2,4.832665440511027e-06
CH3 + CH3O <=> CH2O + CH4,-1.6256930533903012e-05
2 CH3O <=> CH2O + CH3OH,4.417666489101791e-05
H + HCO (+M) <=> CH2O (+M),1.78807846410287e-05
CO + H2 (+M) <=> CH2O (+M),7.907461622919273e-06
CH2O + O2 <=> HCO + HO2,6.701621602298071e-05
CH2O + O <=> HCO + OH,4.688891079549313e-05
CH2O + H <=> H2 + HCO,-0.0006556020149592238
CH2O + OH <=> H2O + HCO,-3.3587044270769825e-05
CH2O + HO2 <=> H2O2 + HCO,6.506916129227192e-05
CH2O + CH3 <=> CH4 + HCO,0.00027876721800068816
CH2O + OCHO <=> HCO + HOCHO,-3.7352750828233697e-13
CH2O + CH3O <=> CH3OH + HCO,-1.612825398331356e-05
CH2O + CH3O2 <=> CH3O2H + HCO,-1.2456635734517776e-06
HCO + M <=> CO + H + M,0.026150576786899086
HCO + O2 <=> CO + HO2,-0.010038310796156193
HCO + O <=> CO + OH,-0.0002680187826220238
H + HCO <=> CO + H2,-0.009778250771969676
HCO + OH <=> CO + H2O,-0.0015427786801860894
CH3 + HCO <=> CH4 + CO,-0.0031151324700508403
2 HCO <=> CH2O + CO,-1.2531423808123006e-05
HCO + O <=> CO2 + H,-0.0002462079371420974
HCO + HO2 => CO2 + H + OH,1.087209137877536e-05
2 HCO => 2 CO + H2,-1.8905605870776166e-06
CH2O + H (+M) <=> CH2OH (+M),0.013287901983938836
CH3O (+M) <=> CH2O + H (+M),0.0007506446856724278
HOCHO <=> CO + H2O,-1.0677618814692542e-07
HOCHO <=> CO2 + H2,3.814840175435183e-09
HO2 + OCHO <=> HOCHO + O2,6.882078806707957e-13
H2O2 + OCHO <=> HO2 + HOCHO,2.3828544735453633e-11
HOCHO + H => CO2 + H2 + H,1.2494484949468817e-07
H + HOCHO => CO + H2 + OH,-6.109143734722228e-08
HOCHO + O => CO + 2 OH,-3.8984318175279695e-09
HOCHO + OH => CO2 + H + H2O,7.620403735573142e-08
HOCHO + OH => CO + H2O + OH,-1.781030394558756e-08
CH3 + HOCHO => CH4 + CO + OH,3.971972098604126e-09
HO2 + HOCHO => CO + H2O2 + OH,1.1748031077820669e-09
OCHO + OH <=> HO2CHO,4.5311172478179063e-13
2 CH3 (+M) <=> C2H6 (+M),0.0052383224166933934
C2H5 + H (+M) <=> C2H6 (+M),-0.00016990768545186498
C2H6 + O2 <=> C2H5 + HO2,-8.226030435066363e-07
C2H6 + O <=> C2H5 + OH,-0.0003275926409764687
C2H6 + H <=> C2H5 + H2,-0.0013833499536670922
C2H6 + OH <=> C2H5 + H2O,-0.00027062552375937905
C2H6 + HO2 <=> C2H5 + H2O2,1.697237312779109e-05
C2H6 + CH <=> C2H5 + CH2,2.684239418682805e-06
C2H6 + CH2(S) <=> C2H5 + CH3,-2.810875736450307e-05
C2H6 + CH3 <=> C2H5 + CH4,5.960081819460636e-05
C2H6 + CH3O <=> C2H5 + CH3OH,1.3742173866405422e-07
C2H6 + CH3O2 <=> C2H5 + CH3O2H,1.1142119862539148e-07
C2H5O2 + C2H6 <=> C2H5 + C2H5O2H,-4.305049856504707e-09
C2H4 + H (+M) <=> C2H5 (+M),0.010560206527393045
C2H5 + H <=> C2H4 + H2,-7.077914024260337e-05
2 C2H4 <=> C2H3 + C2H5,-2.9638080263929792e-06
C2H5 + CH3 <=> C2H4 + CH4,-0.0001541680935234127
C2H5 + O <=> CH3CHO + H,-0.0003791821740252642
C2H5 + HO2 <=> C2H5O + OH,-2.836005204465328e-05
C2H5 + CH3O2 <=> C2H5O + CH3O,5.697533396013902e-07
2 CH3 <=> C2H5 + H,-0.0006119446695813134
C2H5 + O2 <=> C2H5O2,1.7855048386970535e-05
C2H5 + O2 <=> C2H4O2H,-5.601904261542019e-08
C2H5 + O2 <=> C2H4 + HO2,-3.172272140220165e-05
C2H5 + O2 <=> C2H4O1-2 + OH,-3.1506161937236276e-06
C2H5 + O2 <=> CH3CHO + OH,-1.660352216228353e-05
C2H4O2H <=> C2H5O2,-6.189071609169604e-09
C2H5O2 <=> CH3CHO + OH,-2.2475415548702988e-09
C2H5O2 <=> C2H4 + HO2,-2.488846804036888e-05
C2H5O2 <=> C2H4O1-2 + OH,-7.616811192888252e-08
C2H4O2H <=> C2H4O1-2 + OH,5.285916192684371e-09
C2H4O2H <=> C2H4 + HO2,3.2882985302523114e-09
C2H4O2H <=> CH3CHO + OH,6.683531423809173e-15
C2H5O2 + H2 <=> C2H5O2H + H,-1.2801743586521932e-07
C2H5O2 + HO2 <=> C2H5O2H + O2,2.4946469473094605e-06
C2H5O2 + CH2O <=> C2H5O2H + HCO,-3.7618930981893196e-07
C2H5O2 + CH4 <=> C2H5O2H + CH3,-6.068120135924346e-08
C2H5O2 + CH3OH <=> C2H5O2H + CH2OH,-1.0649718812582306e-08
