,base_case
CH3CHOH + O <=> CH3CHO + OH,4.179723722749317e-09
CH3CHOH + H <=> C2H4 + H2O,-9.105195061779591e-08
CH3CHOH + H <=> CH2OH + CH3,-1.0130102973659821e-07
CH3CHOH + HO2 <=> CH3CHO + 2 OH,-2.9004571407279957e-09
CH3CHOH + OH <=> CH3CHO + H2O,2.0532126453875985e-09
CH3CHOH + M <=> CH3CHO + H + M,3.032498390975621e-07
C3H4 + O <=> C2H4 + CO,1.7981961887874856e-06
C2H2 + CH3 <=> C3H4 + H,1.1719666435497176e-05
C3H4 + O <=> CH3 + HCCO,-5.325207142761794e-07
C3H3 + H (+M) <=> C3H4 (+M),3.302251516050198e-06
C3H3 + HO2 <=> C3H4 + O2,-3.929823186239881e-07
C3H4 + OH <=> C3H3 + H2O,-8.246731435703777e-06
C3H3 + O2 <=> CH2CO + HCO,-1.501635315737039e-07
C3H4 + H (+M) <=> C3H5 (+M),1.6652428254933254e-05
C3H5 + H <=> C3H4 + H2,7.87138513254335e-06
C3H5 + O2 <=> C3H4 + HO2,-3.223223865110914e-08
C3H5 + CH3 <=> C3H4 + CH4,-3.2919649597676526e-07
C2H2 + CH3 (+M) <=> C3H5 (+M),1.1048622183695717e-07
C3H5 + OH <=> C3H4 + H2O,-7.519958029565972e-07
C3H3 + HCO <=> C3H4 + CO,8.800184632055936e-08
C3H3 + HO2 <=> C2H3 + CO + OH,-3.87298582922289e-08
C3H4 + O2 <=> CH3 + CO + HCO,-3.2156431662245816e-08
C3H6 + O <=> C2H5 + HCO,-2.8331698704963867e-07
C3H6 + OH <=> C3H5 + H2O,1.3939719153050119e-05
C3H6 + O <=> CH2CO + CH3 + H,1.5238826264874474e-05
C3H6 + H <=> C3H5 + H2,9.459965122707543e-05
C3H5 + H (+M) <=> C3H6 (+M),2.7603021163024485e-05
C3H5 + HO2 <=> C3H6 + O2,-4.5077648905790586e-07
C3H5 + HO2 <=> C2H3 + CH2O + OH,-6.855415107904831e-07
C2H3 + CH3 (+M) <=> C3H6 (+M),0.0002751902725572488
C3H6 + H <=> C2H4 + CH3,-4.8868959497720473e-05
C2H3 + CH3 <=> C3H5 + H,5.264268383437378e-05
C3H8 (+M) <=> C2H5 + CH3 (+M),3.253360340354136e-05
C3H8 + O2 <=> HO2 + I-C3H7,1.4424100748928462e-09
C3H8 + O2 <=> HO2 + N-C3H7,-1.1301555538418021e-10
C3H8 + H <=> H2 + I-C3H7,3.558523320341641e-06
C3H8 + H <=> H2 + N-C3H7,1.6520712935199929e-06
C3H8 + O <=> I-C3H7 + OH,-3.853897333152351e-07
C3H8 + O <=> N-C3H7 + OH,-1.0893896815057454e-06
C3H8 + OH <=> H2O + N-C3H7,-5.471762682159551e-07
C3H8 + OH <=> H2O + I-C3H7,-4.237849569995892e-17
C3H8 + HO2 <=> H2O2 + I-C3H7,-5.106107129667751e-09
C3H8 + HO2 <=> H2O2 + N-C3H7,-7.813233014473487e-09
C3H8 + I-C3H7 <=> C3H8 + N-C3H7,-2.3354910445314746e-13
C3H6 + H (+M) <=> I-C3H7 (+M),2.4324850039979108e-08
I-C3H7 + O2 <=> C3H6 + HO2,-3.691085551433178e-08
N-C3H7 (+M) <=> C2H4 + CH3 (+M),-2.576193124622292e-07
C3H6 + H (+M) <=> N-C3H7 (+M),-5.731656449575829e-07
N-C3H7 + O2 <=> C3H6 + HO2,6.136266751433645e-08
N-C3H7 + O2 <=> C3H6OOH,-3.606800046253688e-10
C3H6OOH <=> C3H6 + HO2,5.423429602195108e-09
C3H6OOH + O2 <=> OC3H5OOH + OH,-8.980805475568136e-09
OC3H5OOH <=> CH2CHO + CH2O + OH,-3.0313608834224057e-10
C4H10 (+M) <=> 2 C2H5 (+M),4.120574202846584e-07
C4H10 + O2 <=> HO2 + PC4H9,-2.080106316161046e-12
C4H10 + O2 <=> HO2 + SC4H9,-7.4843190736332e-13
C4H10 + HO2 <=> H2O2 + PC4H9,-8.007627217846147e-11
C4H10 + HO2 <=> H2O2 + SC4H9,-8.877610104093097e-11
C4H10 + O <=> OH + PC4H9,-5.038416672190776e-09
C4H10 + O <=> OH + SC4H9,1.1156518988843808e-09
C4H10 + OH <=> H2O + PC4H9,-7.1526352724903294e-09
