,base_case
CH3CHOH + HO2 <=> CH3CHO + 2 OH,1.4048589452275398e-08
CH3CHOH + OH <=> CH3CHO + H2O,-1.2284566991969553e-08
CH3CHOH + M <=> CH3CHO + H + M,-1.1814541263435491e-08
C3H4 + O <=> C2H4 + CO,-8.74467683631554e-06
C2H2 + CH3 <=> C3H4 + H,-4.873483201191701e-06
C3H4 + O <=> CH3 + HCCO,2.1271629402967254e-06
C3H3 + H (+M) <=> C3H4 (+M),-1.1208337528525945e-05
C3H3 + HO2 <=> C3H4 + O2,4.0887654220843665e-07
C3H4 + OH <=> C3H3 + H2O,-1.733696652373232e-05
C3H3 + O2 <=> CH2CO + HCO,2.115655665939355e-06
C3H4 + H (+M) <=> C3H5 (+M),0.0003045619777847812
C3H5 + H <=> C3H4 + H2,-5.047529762148035e-05
C3H5 + O2 <=> C3H4 + HO2,1.0483856413799956e-07
C3H5 + CH3 <=> C3H4 + CH4,1.0750792889267954e-06
C2H2 + CH3 (+M) <=> C3H5 (+M),1.9134433127203187e-06
C3H5 + OH <=> C3H4 + H2O,-1.7034778032830766e-06
C3H3 + HCO <=> C3H4 + CO,-2.005483554304695e-07
C3H3 + HO2 <=> C2H3 + CO + OH,2.4804895289509774e-07
C3H4 + O2 <=> CH3 + CO + HCO,6.773102140041693e-07
C3H6 + O <=> C2H5 + HCO,4.482096053136333e-05
C3H6 + OH <=> C3H5 + H2O,-0.0001494901029315952
C3H6 + O <=> CH2CO + CH3 + H,-3.885110915565524e-06
C3H6 + H <=> C3H5 + H2,-0.0005808679774325188
C3H5 + H (+M) <=> C3H6 (+M),-0.0003502932384661826
C3H5 + HO2 <=> C3H6 + O2,8.19931351616881e-07
C3H5 + HO2 <=> C2H3 + CH2O + OH,3.4426225608560547e-06
C2H3 + CH3 (+M) <=> C3H6 (+M),-0.0017783598034031554
C3H6 + H <=> C2H4 + CH3,0.0001667777977975158
C2H3 + CH3 <=> C3H5 + H,-0.00035659373791562486
C3H8 (+M) <=> C2H5 + CH3 (+M),-0.00011836703178072062
C3H8 + O2 <=> HO2 + I-C3H7,-3.5282121388935816e-09
C3H8 + O2 <=> HO2 + N-C3H7,3.5738958189009615e-10
C3H8 + H <=> H2 + I-C3H7,-1.2327815074089532e-05
C3H8 + H <=> H2 + N-C3H7,-3.0048294309466815e-06
C3H8 + O <=> I-C3H7 + OH,7.186904260382067e-07
C3H8 + O <=> N-C3H7 + OH,3.0470815950589555e-06
C3H8 + OH <=> H2O + N-C3H7,1.6489333911309165e-06
C3H8 + OH <=> H2O + I-C3H7,2.073386749764623e-16
C3H8 + HO2 <=> H2O2 + I-C3H7,1.5182304759048734e-08
C3H8 + HO2 <=> H2O2 + N-C3H7,2.503948732622719e-08
C3H8 + I-C3H7 <=> C3H8 + N-C3H7,1.094205391706155e-12
C3H6 + H (+M) <=> I-C3H7 (+M),5.2208685908944686e-08
I-C3H7 + O2 <=> C3H6 + HO2,-4.4118137539019234e-07
N-C3H7 (+M) <=> C2H4 + CH3 (+M),1.1154205682406804e-06
C3H6 + H (+M) <=> N-C3H7 (+M),2.20764127464939e-06
N-C3H7 + O2 <=> C3H6 + HO2,-3.966446187416189e-07
N-C3H7 + O2 <=> C3H6OOH,9.922158514739253e-10
C3H6OOH <=> C3H6 + HO2,-2.1347237970205297e-08
C3H6OOH + O2 <=> OC3H5OOH + OH,2.521810435708126e-08
OC3H5OOH <=> CH2CHO + CH2O + OH,7.638381610980323e-10
C4H10 (+M) <=> 2 C2H5 (+M),-1.4123264669492242e-06
C4H10 + O2 <=> HO2 + PC4H9,6.462124600934502e-12
