,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6
0,0.83038489,884,296.6941652,505.7769898,101058.076,0.165602534,0.1,,,-1.2672573197448297e-14,0.7118350623535697,1.839563369840933e-14,2.1570699024489153e-05,-1.4243411878388738e-14,2.099941939868034e-12,4.501155226356185e-11,0.2616718057295034,1.2453781075327042e-13,4.691825599796116e-07,0.02143719254237564,-4.224316566872101e-15,-5.3970088466275225e-15,-5.7025802512857246e-15,-6.889880493920009e-15,2.4988201445242917e-13,-4.231389070994566e-15,-9.305316873803681e-15,-8.721271426154255e-15,-9.412583003314696e-15,-8.608840368087929e-15,0.004855810591026321,2.811983470775628e-07,9.888716050251758e-05,1.8869648526063655e-08,-7.765593068883971e-15,7.587419969296662e-05,3.540807239532706e-13,-6.140258630919973e-15,-9.269872979741786e-15,3.589133665160655e-08,1.3932684958373508e-06,-4.268898100176868e-15,1.598266225898039e-06,-1.2784948801449506e-14,-1.2389652178986365e-14,-1.2995655815278216e-14,-1.2319388561469127e-14
0,0.850386362,877,296.5362425,510.9972082,101058.076,0.173215634,0.1,,,2.990280176257105e-15,0.7105139823350118,1.3684441949093805e-13,3.0490789424118666e-05,1.6944103796215473e-15,5.130932115228552e-12,1.0415237227503444e-10,0.2664074706271697,3.168441687853511e-13,5.272766504351632e-07,0.01792936460751954,-1.1241697583234222e-16,-2.2138049394267358e-16,-2.5145916160608397e-16,-3.7204827066421217e-16,4.5152821633718784e-13,-1.1305608236072034e-16,-4.136334303357876e-16,-3.5442618251534933e-16,-4.166491791439389e-16,-3.409383820460031e-16,0.0049398709560428584,2.6959898483144484e-07,9.241126879815655e-05,3.5023384074924444e-08,2.4402287211414837e-17,8.241370850683507e-05,7.995841384536526e-13,6.135806835913125e-15,-1.4649068491309118e-16,3.963254249964933e-08,1.4466607423185714e-06,4.173845813827467e-16,1.6774042151298287e-06,2.7685219968917475e-15,3.156950678444697e-15,2.3551901257995656e-15,2.981138420194692e-15
0,0.899528248,853,296.55,548.3044977,101058.076,0.195013434,0.1,,,4.153576782478619e-15,0.707160832239469,6.383596471460126e-11,9.819995675890238e-05,5.956685669779912e-15,1.3624981309451036e-10,2.7720548738517663e-09,0.2784165906772425,2.8747218019293472e-11,7.0553535228209e-07,0.00926818374930099,-6.349604648214106e-16,-5.5620590475921625e-16,-5.174576171452013e-16,-3.644268919395012e-16,4.268361336348462e-12,-6.336439363090166e-16,-1.3990586080106628e-16,-5.259326556826569e-16,-3.4989328343732907e-16,-4.973896124085008e-16,0.004894032154945408,2.4025968541256527e-07,5.632471175061904e-05,3.0470119066031893e-07,3.538198257488412e-14,0.00010176852718644365,1.9441511574909237e-11,1.8750108625108665e-13,4.579367025130573e-15,5.0258339574972375e-08,1.2535719987249787e-06,8.09890500882344e-15,1.5106319252531634e-06,3.746360906226815e-15,4.464513626844053e-15,3.355019770837906e-15,3.945656831486962e-15
0,0.899698396,857,297.4161833,553.0931361,101058.076,0.192436737,0.1,,,-8.583640918977018e-16,0.7070833551338032,6.614000006282097e-11,9.535070326892897e-05,-8.91351831598108e-16,1.4343790984401798e-10,3.054650641773737e-09,0.2784220944132797,2.9534288439537186e-11,6.943975951509697e-07,0.009322224290438295,-2.5096808729490145e-16,-3.6712852131063385e-16,-3.9024865422814563e-16,-4.2901981042772887e-16,3.981314038335005e-12,-2.5116490520187717e-16,-3.604652306014297e-16,-5.264126484458351e-16,-5.79013437971465e-16,-5.441737037052876e-16,0.00491542362632064,2.3801926045125643e-07,5.6822633605551854e-05,2.899001589982775e-07,3.3047187709345686e-14,0.00010073139919226141,1.8069058575504208e-11,1.7224647453715297e-13,3.953285772166804e-15,4.970919651909944e-08,1.235862583611547e-06,8.934290591485056e-15,1.4865952740927589e-06,-8.608766493344283e-16,-8.512585034542854e-16,-8.75002996833264e-16,-8.423727734933499e-16
0,0.948508687,837,297.4138889,572.3076525,101058.076,0.208985863,0.1,,,-1.0379803479208941e-14,0.703877997760558,1.6949350802167585e-07,0.0008248776831884912,-2.5855889102344982e-14,1.018199237145845e-09,1.0238317707988043e-07,0.2891443458682064,1.0633224958164279e-08,3.352474962461549e-07,0.0015241477969752005,1.898937609072977e-14,1.2422761751738703e-14,1.4734684479237096e-14,1.7846856209440633e-12,9.144838891377363e-10,2.29904851535769e-14,-1.0288193109771255e-15,1.6380494547097593e-15,-1.757464861262942e-14,-7.562362918806687e-15,0.004525575615977446,4.99513508744773e-07,6.750237350374432e-06,1.2527491843609872e-05,3.9224485907921194e-11,8.222768129950925e-05,4.9443744106085216e-09,1.2432406171028345e-10,6.3992644306657515e-12,3.8384806173777915e-08,1.6059179057525278e-07,2.861805431724879e-14,2.26568306415365e-07,-1.1388536388376432e-14,-9.456022321498435e-15,-1.3322012015944126e-14,-1.0244419715998718e-14
0,0.949139785,837,296.7,570.8110924,101058.076,0.211743555,0.1,,,1.5452086557256784e-15,0.7038607960036073,1.9220507253548228e-07,0.0008955966557723276,-1.3326719446917886e-15,9.78424402519381e-10,1.0413169157416148e-07,0.28923581235436857,1.1229335956434202e-08,3.109821968667035e-07,0.0014069830290591983,-5.35713371658328e-15,-6.81194512766896e-15,-2.1707183188418924e-15,2.2009657661830048e-12,1.075955728028513e-09,-9.133544966909663e-16,-7.556505918425811e-17,-5.1185344991210645e-15,3.579063160947748e-15,-3.9562061912076036e-15,0.004500610474081354,5.314580909515857e-07,6.2128829231090405e-06,1.3504813787083935e-05,4.5132654200775486e-11,7.894315298882142e-05,5.4147847930033086e-09,1.4149299191360175e-10,7.660737197030307e-12,3.6750308251271107e-08,1.428160698751629e-07,4.874201788439829e-15,2.0339500860076538e-07,2.786319924418614e-16,1.95115874644422e-15,-2.053116300204318e-15,6.770653704364944e-16
0,0.949139785,836,296.66,566.8110924,101058.076,0.211743555,0.1,,,1.157147322169358e-15,0.703910575322901,1.7957067844111643e-07,0.0008953500119419904,-5.841375672310842e-15,8.864345072806417e-10,9.662395529373765e-08,0.2891861053353959,1.0626501146755939e-08,3.1153045392532244e-07,0.0014073099287533447,-1.8422541422561383e-14,-1.4241827565576464e-14,-9.13914608070217e-15,2.0645528387535762e-12,1.0814264861313153e-09,-1.437796930585279e-14,2.598593159229173e-16,-9.191939394331387e-15,1.8760106940290686e-15,-4.594044395176374e-15,0.0045001642416143284,5.320979225229425e-07,6.232577794441243e-06,1.3599464319357876e-05,4.522513874313926e-11,7.913973553549504e-05,5.493966084305035e-09,1.4218383538833795e-10,7.808659013470277e-12,3.680361760759507e-08,1.4363040396367672e-07,-6.794628400080943e-15,2.0483918182181796e-07,-3.3042135551938287e-16,2.2285767269122353e-15,-3.05352545087706e-15,9.302650378444521e-16
0,0.949441078,837,297.3986284,572.0977556,101058.076,0.208848719,0.1,,,2.1054339868369745e-14,0.7038250603570932,1.8789546344940137e-07,0.0008798541038558363,-1.603188352736018e-14,9.717840352432796e-10,1.0287665970603683e-07,0.2892651830756224,1.0972477830551584e-08,3.120958772234722e-07,0.001415723746390898,6.367776497029478e-15,5.985042171298071e-15,1.0427319640304268e-14,2.1316914629695916e-12,1.0393110698105531e-09,1.0813381647291218e-14,7.311483512438581e-15,2.943251495397704e-15,-1.75537129271148e-15,7.330762463679728e-16,0.004514268009354696,5.233308145071224e-07,6.236567610934338e-06,1.32937603246203e-05,4.3415338268458716e-11,7.885495875015656e-05,5.340019016312173e-09,1.37398929594737e-10,7.387285651059116e-12,3.6776076104084814e-08,1.4211948161928e-07,1.7166627158060733e-14,2.0181257217174505e-07,1.5185041027441668e-14,2.3824701781402685e-14,4.285614666398321e-15,1.8749585272673067e-14
0,1.000324969,851,297.3100962,585.6070246,101058.076,0.222146603,0.1,,,-2.3566555539172414e-15,0.6990733773696517,9.426970859452668e-07,0.008064784116732225,-2.057052617513409e-15,3.9616647114590705e-11,5.81277652948052e-09,0.2892391269577977,1.0225854543413142e-09,5.843495596095537e-09,2.2180503664670617e-05,-5.733715285668491e-16,-4.098709992602167e-16,6.992691238743627e-14,1.923874990764598e-11,2.119958865793823e-08,2.5366792682604342e-14,8.318827913583622e-15,-3.519140811449071e-16,2.01876460443222e-15,1.88688935984284e-15,0.0035733048799680093,9.334630889354435e-07,9.397949389113443e-08,2.1088809678636568e-05,1.297595389169166e-10,4.1222858366360135e-06,8.055376490271354e-09,3.2383880434383763e-10,2.7554675033177858e-11,2.086088333297549e-09,9.893590651804371e-11,-5.026184332508642e-16,2.780545224116252e-10,-2.3630772658361486e-15,-2.3990898107789147e-15,-2.351451680174791e-15,-2.417008835428405e-15
0,1.001242671,851,297.47,585.6489527,101058.076,0.225308884,0.1,,,-4.669485492098754e-16,0.6989700692584695,9.819251076492535e-07,0.008275275133724912,-7.457181871584239e-16,3.95120454491494e-11,5.738887591204372e-09,0.2891623229658283,1.0158964490987372e-09,5.64586981145627e-09,2.1000989007228702e-05,-1.4856592034015121e-16,-2.3590253952458606e-16,7.408098612558243e-14,1.9914710634454374e-11,2.2155062554508225e-08,2.6850279168851146e-14,7.877169930117798e-15,-3.333580887154354e-16,-1.110341420098407e-16,1.2675731604239412e-15,0.0035441203611983204,9.332511206476523e-07,8.936094020245997e-08,2.114313755768292e-05,1.3365347768391653e-10,4.0181528332191065e-06,7.966622959151378e-09,3.2735509437120575e-10,2.761362574382368e-11,2.0351868915166665e-09,9.289965586006985e-11,-1.442060670884187e-16,2.6563197429665117e-10,-5.615926055434012e-16,-4.095732656469334e-16,-7.062251044097022e-16,-4.895126707253066e-16
