,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,O,O2,HE,AR,OHEX,H,H2,OH,H2O,HO2,H2O2,HONO,HNOH,HNO2,HONO2,HNO,H2NO,H2NN,HON,N,N2,NO,NO2,NO3,N2O,NH3,NNH,NH2,NH,N2H2,N2H3,N2H4
0,0.83038489,895,296.6941652,505.7769898,101058.076,0.165602534,0.1,,,-1.4289166400100347e-15,0.02276655787844377,-5.3234575575644815e-15,-5.463755812827468e-15,-3.115507445051809e-15,7.63614275016693e-16,1.2473233779258866e-05,1.0517012124135717e-11,0.26104722588275614,4.531292719167127e-14,1.8992214651361351e-07,6.510512262437254e-05,4.3643490585614745e-15,2.4201790010293382e-08,6.896304796831228e-07,7.704776110078618e-09,2.6400271369237226e-13,1.2991162032897985e-15,1.340798064357573e-07,-2.7515183731590267e-15,0.7111273412558984,0.004881474599837133,9.85771428508089e-05,-2.8326923569408265e-15,1.9933363518216998e-07,3.6948317569982865e-13,-3.116009887725709e-15,-2.201118307720211e-15,-2.784941019846458e-15,9.529920014710092e-16,1.1684085624339576e-15,9.369464647630244e-16
0,0.850386362,890,296.5362425,510.9972082,101058.076,0.173215634,0.1,,,-2.5945585549750436e-15,0.019192796474718957,2.5235725854242534e-14,2.4958119465220312e-14,-3.7308857067886105e-15,8.411508700583125e-15,1.7617140975451877e-05,2.4942910549194282e-11,0.26585385251743016,1.0030905698135593e-13,2.1881166318284636e-07,7.085062147835416e-05,1.6909557498229003e-15,2.6796635873533142e-08,7.59057731859723e-07,1.609605314172221e-08,5.24811320988979e-13,-5.292223518282098e-15,1.2971474838500404e-07,-3.336069063007179e-15,0.7098201938656182,0.004947461279145393,9.587249369529204e-05,-3.5045854452277868e-15,2.0510386763432042e-07,6.588126771665544e-13,-3.728483612392624e-15,-2.996009553307765e-15,-3.3841415782399542e-15,-6.282224370657599e-15,-7.338464402707755e-15,-6.505080217666635e-15
0,0.899528248,858,296.55,548.3044977,101058.076,0.195013434,0.1,,,3.6383851570248325e-14,0.010443252106912639,7.233583566262079e-14,7.789532829439942e-14,2.1385067122264308e-14,4.275419260741124e-12,5.5318659269125594e-05,6.146537708815007e-10,0.27790867126642416,3.6087940456127014e-12,3.247657785010366e-07,8.857013662444354e-05,1.3029324553102633e-13,3.4645935025914e-08,7.969014014326243e-07,1.7579523813073322e-07,6.1090053988284835e-12,1.2486924065271807e-14,1.2158018352350327e-07,2.101665617771882e-14,0.7065144441603495,0.004919232595657614,6.880466407187658e-05,2.1956565055359862e-14,2.520873245297995e-07,5.6725474640950674e-12,2.139692099082066e-14,1.6510891524950942e-14,2.1112843875639837e-14,1.8826070407276874e-14,1.9911922978698012e-14,1.8849205302223617e-14
0,0.899698396,861,297.4161833,553.0931361,101058.076,0.192436737,0.1,,,3.266773339182026e-14,0.010476498073327687,9.502417275445307e-16,2.318374102051571e-15,9.43170688511951e-15,4.43922215901069e-12,5.381110479436817e-05,6.798450250982313e-10,0.27794382770950676,3.768778753729118e-12,3.17693095385704e-07,8.75075932879691e-05,1.1162845661318674e-13,3.4160515071703045e-08,7.791591334829931e-07,1.6640165984340404e-07,5.770464998297966e-12,-8.92400227123333e-16,1.2142255019268567e-07,1.0142596938570031e-14,0.706434328482573,0.004933292018536602,6.906960671962025e-05,1.0504583563120201e-14,2.458749172736294e-07,5.3411423072472716e-12,9.440298281160558e-15,7.721227429235669e-15,1.0151132263252315e-14,5.108236533449468e-15,4.301901614750072e-15,4.559586911219764e-15
0,0.948508687,786,297.4138889,572.3076525,101058.076,0.208985863,0.1,,,9.088760243549301e-12,0.0022687553428711762,2.8546059020122785e-15,5.793146463950063e-15,-2.217124128974136e-16,4.670429228906879e-08,0.00043730257782483126,4.94544905410694e-08,0.28921770549104187,4.185306143979474e-09,2.990041135335367e-07,0.00010702787721524495,8.681323051898767e-11,4.068677652609673e-08,2.325059219106858e-07,6.035961603377498e-06,2.1434100275870544e-10,-2.1395256770435438e-16,1.1699081090576812e-07,-7.550363886263174e-16,0.7033255239346994,0.004625558013765403,1.0235030493158343e-05,2.722129119136018e-15,1.065571030773063e-06,3.574186817456243e-10,1.5229009880766072e-15,5.969487261663852e-14,2.9630113455351054e-16,8.323154550113489e-16,8.616758730648422e-15,2.9551334645137665e-17
0,0.949139785,782,296.7,570.8110924,101058.076,0.211743555,0.1,,,1.0266196106380204e-11,0.0021114693143476143,-5.649941949589936e-15,-6.302112563220722e-15,2.7163679523154606e-16,5.997544794007574e-08,0.00047759100400803086,5.6699828303917496e-08,0.28937728644659344,5.026506982056127e-09,2.879410755859407e-07,0.00010690512310594134,1.0766386511343453e-10,4.036592903404608e-08,2.192041149725238e-07,6.517622109666488e-06,2.223946582035738e-10,2.6435650363967224e-16,1.1703819419643182e-07,2.139556486309383e-16,0.7033037902450437,0.004605097249191681,9.396039637036188e-06,3.675363336993934e-15,1.1599518643133577e-06,4.1259023987978367e-10,2.4589695185832893e-15,8.85382199769016e-14,1.591095821396606e-15,1.1193960406327946e-15,2.621982700777646e-16,2.1206908060987988e-16
0,0.949139785,784,296.66,566.8110924,101058.076,0.211743555,0.1,,,8.805506206988352e-12,0.002111135932820981,-6.262392656840247e-16,-8.421902602379994e-16,5.4450595562839887e-17,5.6837196637711304e-08,0.00047771563372777656,5.2812701565970903e-08,0.28932788600555687,4.818137072721304e-09,2.885639926393262e-07,0.00010718206634356225,1.0851414430251932e-10,4.043655639578609e-08,2.2058894248272656e-07,6.541568219528452e-06,2.2235968263901104e-10,5.2507438001733064e-17,1.1706637152986941e-07,-4.087935331984535e-17,0.7033533329337347,0.004604849978663572,9.412107756282506e-06,3.1967345812875497e-15,1.1618956640994408e-06,4.1384636871432313e-10,2.0457434983977984e-15,8.286850867218363e-14,1.1431618404692836e-15,9.53870525018123e-16,4.760319320885074e-18,3.8918434455555304e-18
0,0.949441078,778,297.3986284,572.0977556,101058.076,0.208848719,0.1,,,9.868914253170949e-12,0.0021441182056713623,2.460210317923638e-15,3.75335025370628e-15,2.883477022718296e-16,5.547371931453317e-08,0.0004630783986288544,5.390333124751455e-08,0.2893860676656807,4.696059812302474e-09,2.8860530147054696e-07,0.00010629708904883893,9.989737319596132e-11,4.0228429937503645e-08,2.1876554638492288e-07,6.351861839702421e-06,2.2036135016019856e-10,1.8741667696080039e-16,1.1695171745481243e-07,2.893986009466391e-16,0.7032659445306964,0.004616672737562428,9.567763097017985e-06,3.581082862506161e-15,1.1224007188088194e-06,3.9272707558935434e-10,2.3364294490131256e-15,7.994074800425683e-14,1.569064534610837e-15,9.77355647960702e-16,2.368712051190751e-16,1.2714243203452433e-16
0,1.000324969,811,297.3100962,585.6070246,101058.076,0.222146603,0.1,,,2.3587315174560345e-12,1.5437676337237454e-05,-5.258040647562573e-15,-5.693156247901318e-15,8.898894662512426e-18,1.6161505495760743e-06,0.007664189122216328,8.961867242494166e-09,0.2900321852256597,1.0850055060065298e-09,2.9436533642178518e-09,6.54675106732353e-06,5.823061186723083e-10,2.3330612765383055e-09,8.607403618854938e-11,1.10906338300722e-05,9.150497700404497e-11,8.430352308236834e-16,1.145716463547253e-07,1.938637820559525e-16,0.6983871580538178,0.0038792887158417624,6.343512687620076e-08,7.840429393349992e-17,2.263935809606942e-06,2.963712071550745e-08,6.781020787590578e-14,4.972089962560092e-12,1.1082024243856989e-13,3.9919008403768545e-15,1.1593891950310365e-16,6.272776359234537e-16
0,1.001242671,811,297.47,585.6489527,101058.076,0.225308884,0.1,,,2.3468837747004103e-12,1.4554532206407774e-05,1.023625780528544e-14,1.0728478790162458e-14,-2.242438708859146e-16,1.677882905501689e-06,0.007883453990338971,8.813659600046591e-09,0.28994458179899363,1.0669873107701648e-09,2.83616170699291e-09,6.3792054769877825e-06,5.869258824079076e-10,2.2704952162113707e-09,8.035115062180231e-11,1.109970803608291e-05,8.874428340693403e-11,3.249468420872439e-16,1.145474929631628e-07,-1.8930632438719792e-16,0.6982786238705584,0.0038571416620003765,6.003691884347507e-08,-2.389500278700777e-16,2.265868416153151e-06,3.114557191866871e-08,7.020683844321115e-14,5.201548816142276e-12,1.1573610256790165e-13,3.608351663076389e-15,-2.6344304881319623e-16,1.892347479918562e-16
