,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,strain_t1,strain_t2,N2,H2,H,O2,O,H2O,OH,H2O2,HO2,NO,N2O,NO2,HNO,HONO,N2H2,NH3,N2H4,N,NH,NNH,NH2,H2NO
0,0.83038489,897,296.6941652,505.7769898,101058.076,0.165602534,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",15.689772243841048,16.5602534,0.712252326652625,1.7518206750273667e-05,1.3442709654450088e-12,0.022672903969764097,5.529551845168549e-13,0.26088510900255,1.8728614935356386e-08,3.7885385300510314e-07,5.001816197710835e-12,0.004000640132693838,2.3759178519200994e-07,0.00011583789660826847,1.2259353794826951e-08,5.501669768116051e-05,-2.760498536172737e-17,5.715045133145151e-13,-1.1456792880776506e-18,-2.1176429115746384e-16,-2.551198067289104e-16,-2.750728985106109e-16,-1.9118720132575435e-16,2.506810870125053e-13
0,0.850386362,895,296.5362425,510.9972082,101058.076,0.173215634,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",16.612892967317748,17.3215634,0.7109597825243295,2.4750062883795307e-05,4.129330574144709e-12,0.01909631800082664,1.444483191188638e-12,0.2657021446172144,3.047319985416289e-08,4.374816699702138e-07,9.926694813595366e-12,0.004045675265325866,2.428409076090911e-07,0.00011160436952466424,2.635556648624681e-08,5.898799127741226e-05,-2.565458460575376e-15,1.0869240523344243e-12,-2.844847828824365e-15,-2.1282069176026246e-15,-3.3991491362905155e-15,-3.9126395700816255e-15,-1.8569674165920155e-15,7.029807432214015e-13
0,0.899528248,876,296.55,548.3044977,101058.076,0.195013434,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",19.253985763806895,19.5013434,0.7076010052638898,7.572592668859545e-05,3.042622670001614e-10,0.010321939870481982,5.044251326590455e-11,0.2778362890763517,1.768926989560816e-07,6.456436962005122e-07,1.8372026875330357e-10,0.004015417100639063,2.841284812886621e-07,7.789021783890173e-05,3.0297344616220085e-07,7.032231526601826e-05,1.8022214115295757e-15,1.0972584809254511e-11,1.6662846924117932e-15,2.0177804521021346e-15,2.0886269450054273e-15,2.131309946761909e-15,2.13852797153743e-15,4.1111709566771656e-11
0,0.949139785,852,296.7,570.8110924,101058.076,0.211743555,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",21.295469476612766,21.1743555,0.7043130448514052,0.0005727371769354704,4.501551980677185e-07,0.002025923880655551,1.919304071931845e-09,0.28923470115606786,1.6881530674968762e-06,5.712227220281279e-07,3.687320600193851e-08,0.00374639584599823,7.751709754897626e-07,1.3569482415914595e-05,5.406456006111779e-06,8.469413745452583e-05,1.2530569007664086e-14,4.4356508629044236e-10,6.988398076697445e-15,7.137544805734326e-15,9.688343250855926e-15,2.6089474954723775e-14,3.9733217817746715e-12,3.0709868560683746e-09
0,1.000324969,863,297.3100962,585.6070246,101058.076,0.222146603,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",22.561850045602114,22.2146603,0.699486532156457,0.007351769224888407,7.770645068690255e-06,2.056325569762555e-05,8.268508221582744e-11,0.2899952187049264,9.191817156866961e-08,7.230022486454633e-09,6.8724813523887775e-09,0.00312283999069514,9.008337655240084e-07,9.219164251533591e-08,7.959436434601762e-06,6.232529940108171e-06,1.1626587130068864e-14,1.3185829729158234e-08,2.9312894526309837e-15,1.6802843159116098e-15,1.0322286058042833e-13,3.521327776992032e-13,4.417348647059455e-11,1.6966489533136297e-09
0,1.051014449,861,296.8,595.4044369,101058.076,0.234586865,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",24.024008122996975,23.4586865,0.693826356208644,0.017049817634797758,1.4993319320080244e-05,1.656666706564295e-06,3.416093247115327e-11,0.28713496550947437,1.8418316805407533e-08,1.2404415247743246e-09,1.47536045707818e-09,0.001964711248089572,5.81921001693352e-07,7.329602634856006e-09,5.225159536126422e-06,1.5898160717776213e-06,1.3869550330381289e-14,7.324158568393328e-08,4.5408849223263954e-15,7.700499390302244e-15,2.839841905388884e-13,7.354635301342862e-13,5.7306467339042466e-11,7.185377394718205e-10
0,1.098083066,773,295.4169142,587.3681793,101058.076,0.233455974,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",23.648575496821877,23.3455974,0.688995022781686,0.025853404699708794,3.344241824995677e-05,2.7517993477961837e-07,7.167786119828026e-11,0.2844045958787309,1.472104343266208e-08,4.036739867937019e-10,8.94553951750371e-10,0.0007090454324175571,3.709869054701443e-07,8.835628666127049e-10,2.2146410094396253e-06,4.17493927373412e-07,2.117747398169962e-14,1.1931426428348108e-06,6.898289695353592e-13,1.4513833293838963e-13,7.749145568570489e-13,1.5117562245461637e-12,1.3391987169089242e-10,2.332117749419443e-10
0,1.143979077,775,295.47,584.1233883,101058.076,0.236629103,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",24.075686315199846,23.6629103,0.683813238462581,0.03321725118313974,2.9827849867118934e-05,6.665875673173902e-08,1.1142297395196408e-07,0.28137962111162046,1.3049155820213144e-08,1.3495838610828102e-10,4.1775994566775657e-10,5.909855659998788e-06,1.0495397387019436e-05,2.250054630177486e-10,2.0149134141674235e-08,3.1685878828860176e-09,6.1309129420024605e-09,0.0015414926634482885,6.454289243091451e-07,8.254596741157499e-07,3.1321513530210565e-08,1.397197588882188e-12,4.399029176091149e-07,4.624007181640426e-12
0,1.149938165,783,295.9741265,580.5153633,101058.076,0.231461345,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",23.382285370990758,23.146134500000002,0.6831254770702635,0.03396118286620787,2.6599947851337536e-05,6.087020178257446e-08,1.0367282513334572e-07,0.2809530626881,1.1117722415235891e-08,1.2046598657419248e-10,3.800441109354625e-10,3.8387858891440536e-06,9.16712670292432e-06,1.5196060324046557e-10,1.3847180091248586e-08,2.126723954380379e-09,9.07774319290584e-09,0.0019178462823799369,8.491093262593647e-07,1.2104563465842716e-06,4.042516725225715e-08,1.2895030924083394e-12,5.238711324738456e-07,4.475995887239176e-12
0,1.197710705,744,296.8348333,560.9445556,101058.076,0.223850937,0.1,"NH3:0.9, H2:0.1","O2: 0.21, N2: 0.79",22.362160027349546,22.3850937,0.6775089628334213,0.03904564448077923,1.4156591604132019e-05,7.504837105424615e-08,3.829929957114308e-08,0.27757756075803275,2.976377966072822e-09,5.97867604596338e-11,4.710192057606444e-10,7.936735619015829e-07,5.001228319519545e-06,2.3421625369242668e-11,4.790811564610785e-09,4.000755210290796e-10,3.7774303347192305e-08,0.005841334458140168,3.0014171146966886e-06,2.3398701817094053e-06,7.24326816023824e-08,7.220580179328132e-13,9.723992732223822e-07,1.270150240969844e-11
